[LXX | EL | OT | Sirach | Chapter 8 | Verse 1] Μὴ διαμάχου μετὰ ἀνθρώπου δυνάστου, μήποτε ἐμπέσῃς εἰς τὰς χεῖρας αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 2] Μὴ ἔριζε μετὰ ἀνθρώπου πλουσίου, μήποτε ἀντιστήσῃ σου τὴν ὁλκήν· πολλους γὰρ ἀπώλεσε τὸ χρυσίον, καὶ καρδίας βασιλέων ἐξέκλινε.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 3] Μὴ διαμάχου μετὰ ἀνθρώπου γλωσσώδους, καὶ μὴ ἐπιστοιβάσῃς ἐπὶ τὸ πῦρ αὐτοῦ ξύλα.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 4] Μὴ πρόσπαιζε ἀπαιδεύτῳ, ἵνα μὴ ἀτιμάζωνται οἱ πρόγονοί σου.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 5] Μὴ ὀνείδιζε ἄνθρωπον ἀποστρέφοντα ἀπὸ ἁμαρτίας, μνήσθητι ὅτι πάντες ἐσμὲν ἐν ἐπιτιμίοις.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 6] Μὴ ἀτιμάσῃς ἄνθρωπον ἐν γήρει αὐτοῦ, καὶ γὰρ ἐξ ἡμῶν γηράσκουσι.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 7] Μὴ ἐπίχαιρε ἐπὶ νεκρῷ, μνήσθητι ὅτι πάντες τελευτῶμεν.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 8] Μὴ παρίδῃς διήγημα σοφῶν, καὶ ἐν ταῖς παροιμίαις αὐτῶν ἀναστρέφου, ὅτι παρʼ αὐτῶν μαθήσῃ παιδείαν, καὶ λειτουργῆσαι μεγιστᾶσι.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 9] Μὴ ἀστόχει διηγήματος γερόντων, καὶ γὰρ αὐτοὶ ἔμαθον παρὰ τῶν πατέρων αὐτῶν· ὅτι παρʼ αὐτῶν μαθήσῃ σύνεσιν, καὶ ἐν καιρῷ χρείας δοῦναι ἀπόκρισιν.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 10] Μὴ ἔκκαιε ἄνθρακας ἁμαρτωλοῦ, μὴ ἐμπυρισθῇς ἐν πυρὶ φλογὸς αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 11] Μὴ ἐξαναστῇς ἀπὸ προσώπου ὑβριστοῦ, ἵνα μὴ ἐγκαθίσῃ ὡς ἔνεδρον τῷ στόματί σου.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 12] Μὴ δανείσῃς ἀνθρώπῳ ἰσχυροτέρῳ σου, καὶ ἐὰν δανείσῃς, ὡς ἀπολωλεκὼς γίνου·
[LXX | EL | OT | Sirach | Chapter 8 | Verse 13] Μὴ ἐγγυήσῃ ὑπὲρ δυναμίν σου, καὶ ἐὰν ἐγγυήσῃ, ὡς ἀποτίσων φρόντιζε.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 14] Μὴ δικάζου μετὰ κριτοῦ, κατὰ γὰρ τὴν δόξαν αὐτοῦ κρινοῦσιν αὐτῷ.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 15] Μετὰ τολμηροῦ μὴ πορεύου ἐν ὁδῷ, ἵνα μὴ βαρύνηται κατὰ σοῦ· αὐτὸς γὰρ κατὰ τὸ θέλημα αὐτοῦ ποιήσει, καὶ τῇ ἀφροσύνῃ αὐτοῦ συναπολῇ.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 16] Μετὰ θυμώδους μὴ ποιήσῃς μάχην, καὶ μὴ διαπορεύου μετʼ αὐτοῦ τὴν ἔρημον, ὅτι ὡς οὐδὲν ἐν ὀφθαλμοῖς αὐτοῦ αἷμα, καὶ ὅπου οὐκ ἔστι βοήθεια, καταβαλεῖ σε.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 17] Μετὰ μωροῦ μὴ συμβουλεύου, οὐ γὰρ δυνήσεται λόγον στέξαι.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 18] Ἐνώπιον ἀλλοτρίου μὴ ποιήσῃς κρυπτὸν, οὐ γὰρ γινώσκεις τί τέξεται.
[LXX | EL | OT | Sirach | Chapter 8 | Verse 19] Παντὶ ἀνθρώπῳ μὴ ἔκφαινε σὴν καρδίαν, καὶ μὴ ἀναφερέτω σοι χάριν.
