[LXX | EL | OT | Sirach | Chapter 46 | Verse 1] Κράταιος ἐν πολέμοις Ἰησοῦς Ναυῆ, καὶ διάδοχος Μωυσῆ ἐν προφητείαις· ὃς ἐγένετο κατὰ τὸ ὄνομα αὐτοῦ μέγας ἐπὶ σωτηρίᾳ ἐκλεκτῶν αὐτοῦ, ἐκδικῆσαι ἐπεγειρομένους ἐχθροὺς, ὅπως κληρονομήσῃ τὸν Ἰσραήλ.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 2] Ὡς ἐδοξάσθη ἐν τῷ ἐπᾶραι χεῖρας αὐτοῦ, καὶ τῷ ἐκκλῖναι ῥομφαίαν ἐπὶ πόλεις;
[LXX | EL | OT | Sirach | Chapter 46 | Verse 3] Τίς πρότερον αὐτοῦ οὕτως ἔστη; τοὺς γὰρ πολεμίους Κύριος αὐτὸς ἐπήγαγεν.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 4] Οὐχὶ ἐν χειρὶ αὐτοῦ ἀνεπόδισεν ὁ ἥλιος, καὶ μία ἡμέρα ἐγενήθη πρὸς δύο;
[LXX | EL | OT | Sirach | Chapter 46 | Verse 5] Ἐπεκαλέσατο τὸν ὕψιστον δυνάστην, ἐν τῷ θλίψαι αὐτὸν ἐχθροὺς κυκλόθεν· καὶ ἐπήκουσεν αὐτῶν μέγος Κύριος.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 6] Ἐν λίθοις χαλάζης δυνάμεως κραταιᾶς· κατέῤῥαξεν ἐπʼ ἔθνος πόλεμον, καὶ ἐν καταβάσει ἀπώλεσεν ἀνθεστηκότας· ἵνα γνῶσιν ἔθνη πανοπλίαν αὐτῶν, ὅτι ἐναντίον Κυρίου ὁ πόλεμος αὐτοῦ, καὶ γὰρ ἐπηκολούθησεν ὀπίσω δυνάστου.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 7] Καὶ ἐν ἡμέραις Μωυσέως ἐποίησεν ἔλεος, αὐτὸς καὶ Χαλὲβ υἱὸς Ἰεφοννῆ, ἀντιστῆναι ἔναντι ἐχθροῦ, κωλῦσαι λαὸν ἀπὸ ἁμαρτίας, καὶ κοπάσαι γογγυσμὸν πονηρίας.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 8] Καὶ αὐτοὶ δύο ὄντες διεσώθησαν ἀπὸ ἑξακοσίων χιλιάδων πεζῶν, εἰσαγαγεῖν αὐτοὺς εἰς κληρονομίαν, εἰς γῆν ῥέουσαν γάλα καὶ μέλι.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 9] Καὶ ἔδωκεν ὁ Κύριος τῷ Χαλὲβ ἰσχὺν, καὶ ἕως γήρους διέμεινεν αὐτῷ, ἐπιβῆναι αὐτὸν ἐπὶ ὕψος τῆς γῆς, καὶ τὸ σπέρμα αὐτοῦ κατέσχε κληρονομίαν·
[LXX | EL | OT | Sirach | Chapter 46 | Verse 10] ὅπως ἴδωσι πάντες οἱ υἱοὶ Ἰσραὴλ, ὅτι καλὸν τὸ πορεύεσθαι ὀπίσω Κυρίου.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 11] Καὶ οἱ κριταὶ ἕκαστος τῷ αὐτοῦ ὀνόματι, ὅσων οὐκ ἐξεπόρνευσεν ἡ καρδία, καὶ ὅσοι οὐκ ἀπεστράφησαν ἀπὸ Κυρίου, εἴη τὸ μνημόσυνον αὐτῶν ἐν εὐλογίαις·
[LXX | EL | OT | Sirach | Chapter 46 | Verse 12] τὰ ὀστᾶ αὐτῶν ἀναθάλοι ἐκ τοῦ τόπου αὐτῶν, καὶ τὸ ὄνομα αὐτῶν ἀντικαταλλασσόμένον ἐφ υἱοῖς δεδοξασμένων αὐτῶν.
[LXX | EL | OT | Sirach | Chapter 46 | Verse 13] Ἠγαπημένος ὑπὸ Κυρίου αὐτοῦ Σαμουὴλ προφήτης Κυρίου κατέστησε βασιλείαν, καὶ ἔχρισεν ἄρχοντας ἐπὶ τὸν λαὸν αὐτοῦ.
