[LXX | EL | OT | Sirach | Chapter 34 | Verse 1] Ἀγρυπνία πλούτου ἐκτήκει σάρκας, καὶ ἡ μέριμνα αὐτοῦ ἀφιστᾷ ὕπνον.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 2] Μέριμνα ἀγρυπνίας ἀπαιτήσει νυσταγμὸν, καὶ ἀῤῥώστημα βαρὺ ἐκνήψει ὕπνος.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 3] Ἐκοπίασε πλούσιος ἐν συναγωγῇ χρημάτων, καὶ ἐν τῇ ἀναπαύσει ἐμπίπλαται τῶν τρυφημάτων αὐτοῦ·
[LXX | EL | OT | Sirach | Chapter 34 | Verse 4] ἐκοπίασε πτωχὸς ἐν ἐλαττώσει βίου, καὶ ἐν τῇ ἀναπαύσει ἐπιδεὴς γίνεται.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 5] Ὁ ἀγαπῶν χρυσίον οὐ δικαιωθήσεται, καὶ ὁ διώκων διαφθορὰν, αὐτὸς πλησθήσεται.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 6] Πολλοὶ ἐδόθησαν εἰς πτῶμα χάριν χρυσίου, καὶ ἐγενήθη ἀπώλεια αὐτῶν κατὰ πρόσωπον αὐτῶν.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 7] Ξύλον προσκόμματός ἐστι τοῖς ἐνθυσιάζουσιν αὐτῷ, καὶ πᾶς ἄφρων ἁλώσεται ἐν αὐτῷ.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 8] Μακάριος πλούσιος ὃς εὑρέθη ἄμωμος, καὶ ὃς ὀπίσω χρυσίου οὐκ ἐπορεύθη.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 9] Τίς ἐστι καὶ μακαριοῦμεν αὐτόν; ἐποίησε γὰρ θαυμάσια ἐν λαῷ αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 10] Τίς ἐδοκιμάσθη ἐν αὐτῷ καὶ ἐτελειώθη, καὶ ἔστω εἰς καύχησιν; τίς ἐδύνατο παραβῆναι, καὶ οὐ παρέβη, καὶ ποιῆσαι κακὰ, καὶ οὐκ ἐποίησε;
[LXX | EL | OT | Sirach | Chapter 34 | Verse 11] Στερεωθήσεται τὰ ἀγαθὰ αὐτοῦ, καὶ τὰς ἐλεημοσύνας αὐτοῦ ἐκδιηγήσεται ἐκκλησία.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 12] Ἐπὶ τραπέζης μεγάλης ἐκάθισας; μὴ ἀνοίξῃς ἐπʼ αὐτῆς φάρυγγά σου· καὶ μὴ εἴπῃς, πολλά γε τὰ ἐπʼ αὐτῆς.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 13] Μνήσθητι ὅτι κακὸν ὀφθαλμὸς πονηρὸς, πονηρότερον ὀφθαλμοῦ τί ἔκτισται; διὰ τοῦτο ἀπὸ παντὸς προσώπου δακρύει.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 14] Οὗ ἐὰν ἐπιβλέψῃ, μὴ ἐκτείνῃς χεῖρα, καὶ μὴ συνθλίβου αὐτῷ ἐν τρυβλίῳ.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 15] Νόει τὰ τοῦ πλησίον ἐκ σεαυτοῦ, καὶ ἐπὶ παντὶ πράγματι διανοοῦ.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 16] Φάγε ὡς ἄνθρωπος τὰ παρακείμενά σοι, καὶ μὴ διαμασῷ, μὴ μισηθῇς.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 17] Παῦσαι πρῶτος χάριν παιδείας, καὶ μὴ ἀπληστεύου, μήποτε προσκόψῃς.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 18] Καὶ εἰ ἀναμέσον πλειόνων ἐκάθισας, πρότερος αὐτῶν μὴ ἐκτείνῃς τὴν χεῖρά σου.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 19] Ὡς ἱκανὸν ἀνθρώπῳ πεπαιδευμένῳ τὸ ὀλίγον, καὶ ἐπὶ τῆς κοίτης αὐτοῦ οὐκ ἀσθμαίνει.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 20] Ὕπνος ὑγείας ἐπὶ ἐντέρῳ μετρίῳ, ἀνέστη πρωῒ, καὶ ἡ ψυχὴ αὐτοῦ μετʼ αὐτοῦ· πόνος ἀγρυπνίας καὶ χολέρας καὶ στρόφος μετὰ ἀνδρὸς ἀπλήστου.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 21] Καὶ εἰ ἐβιάσθης ἐν ἐδέσμασιν, ἀνάστα μεσοπωρῶν καὶ ἀναπαύσῃ.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 22] Ἄκουσόν μου τέκνον καὶ μὴ ἐξουδενώσῃς με, καὶ ἐπʼ ἐσχάτῳ εὑρήσεις τοὺς λόγους μου· ἐν πᾶσι τοῖς ἔργοις σου γίνου ἐντρεχὴς, καὶ πᾶν αρρώστημα οὐ μή σοι ἀπαντήσῃ.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 23] Λαμπρὸν ἐπʼ ἄρτοῖς εὐλογήσει χείλη, καὶ μαρτυρία τῆς καλλονῆς αὐτοῦ πιστή.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 24] Πονηρῷ ἐπʼ ἄρτῳ διαγογγύσει πόλις, καὶ ἡ μαρτυρία τῆς πονηρίας αὐτοῦ ἐκριβής.
[LXX | EL | OT | Sirach | Chapter 34 | Verse 25] Ἐν οἴνῳ μὴ ἀνδρίζου, πολλοὺς γὰρ ἀπώλεσεν ὁ οἶνος·
[LXX | EL | OT | Sirach | Chapter 34 | Verse 26] Κάμινος δοκιμάζει στόμωμα ἐν βαφῇ, οὕτως οἶνος καρδίας ἐν μάχῃ ὑπερηφάνων.
