[LXX | EL | OT | Sirach | Chapter 14 | Verse 1] Μακάριος ἀνὴρ ὃς οὐκ ὠλίσθησεν ἐν στόματι αὐτοῦ, καὶ οὐ κατενύγη ἐν λύπῃ ἁμαρτίας.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 2] Μακάριος οὗ οὐ κατέγνω ἡ ψυχὴ αὐτοῦ, καὶ ὃς οὐκ ἔπεσεν ἀπὸ τῆς ἐλπίδος αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 3] Ἀνδρὶ μικρολόγῳ οὐ καλὸς ὁ πλοῦτος, καὶ ἀνθρώπῳ βασκάνῳ ἱνατί χρήματα;
[LXX | EL | OT | Sirach | Chapter 14 | Verse 4] Ὁ συνάγων ἀπὸ τῆς ψυχῆς αὐτοῦ, συνάγει ἄλλοις, καὶ ἐν τοῖς ἀγαθοῖς αὐτοῦ τρυφήσουσιν ἕτεροι.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 5] Ὁ πονηρὸς ἑαυτῷ, τίνι ἀγαθὸς ἔσται; καὶ οὐ μὴ εὐφρανθήσεται ἐν τοῖς χρήμασιν αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 6] Τοῦ βασκαίνοντος ἑαυτὸν οὐκ ἔστι πονηρότερος, καὶ τοῦτο ἀνταπόδομα τῆς κακίας αὐτοῦ·
[LXX | EL | OT | Sirach | Chapter 14 | Verse 7] κᾂν εὐποιῇ, ἐν λήθῃ ποιεῖ, καὶ ἐπʼ ἐσχάτων ἐκφαίνει τὴν κακίαν αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 8] Πονηρὸς ὁ βασκαίνων ὀφθαλμῷ, ἀποστρέφων πρόσωπον καὶ ὁ ὑπερορῶν ψυχάς.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 9] Πλεονέκτου ὀφθαλμὸς οὐκ ἐμπίπλαται μερίδι, καὶ ἀδικία πονηρὰ ἀναξηρανει ψυχήν.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 10] Ὀφθαλμὸς πονηρὸς φθονερὸς ἐπʼ ἄρτῳ, καὶ ἐλλιπὴς ἐπὶ τῆς τραπέζης αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 11] Τέκνον, καθὼς ἐὰν ἔχεις εὐποίει σεαυτόν, καὶ προσφορὰς Κυρίῳ ἀξίως πρόσαγε.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 12] Μνήσθητι ὅτι θάνατος οὐ χρονιεῖ, καὶ διαθήκη ᾅδου οὐχ ὑπεδείχθη σοι.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 13] Πρίν σε τελευτῆσαι εὐποίει φίλῳ, καὶ κατὰ τὴν ἰσχύν σου ἔκτεινον καὶ δὸς αὐτῷ.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 14] Μὴ ἀφυστερήσῃς ἀπὸ ἀγαθῆς ἡμέρας, καὶ μερὶς ἐπιθυμίας ἀγαθῆς μή σε παρελθάτω.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 15] Οὐχὶ ἑτέρῳ καταλείψεις τοὺς πόνους σου, καὶ τοὺς κόπους σου εἰς διαίρεσιν κλήρου;
[LXX | EL | OT | Sirach | Chapter 14 | Verse 16] Δὸς καὶ λάβε, καὶ ἀπάτησον τὴν ψυχήν σου, ὅτι οὐκ ἔστιν ἐν ᾅδου ζητῆσαι τρυφήν.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 17] Πᾶσα σὰρξ ὡς ἱμάτιον παλαιοῦται, ἡ γὰρ διαθήκη ἀπʼ αἰῶνος θανάτῳ ἀποθανῇ.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 18] Ὡς φύλλον θάλλον ἐπὶ δένδρου δασέος, τὰ μὲν καταβάλλει, ἀλλα δὲ φύει· οὕτως γενεὰ σαρκὸς καὶ αἵματος, ἡ μὲν τελευτᾷ, ἑτέρα δὲ γεννᾶται.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 19] Πᾶν ἔργον σηπόμενον ἐκλείπει, καὶ ὁ ἐργαζόμενος αὐτὸ μετʼ αὐτοῦ ἀπελεύσεται.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 20] Μακάριος ἀνὴρ ὃς ἐν σοφίᾳ τελευτήσει, καὶ ὃς ἐν συνέσει αὐτοῦ διαλεχθήσεται·
[LXX | EL | OT | Sirach | Chapter 14 | Verse 21] ὡ διανοούμενος τὰς ὁδοὺς αὐτῆς ἐν καρδίᾳ αὐτοῦ, καὶ ἐν τοῖς ἀποκρύφοις αὐτῆς νοηθήσεται.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 22] Ἔξελθε ὀπίσω αὐτῆς ὡς ἰχνευτὴς, καὶ ἐν ταῖς εἰσόδοις αὐτῆς ἐνέδρευε.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 23] Ὁ παρακύπτων διὰ τῶν θυρίδων αὐτῆς, καὶ ἐπὶ τῶν θυρωμάτων αὐτῆς ἀκροάσεται·
[LXX | EL | OT | Sirach | Chapter 14 | Verse 24] ὁ καταλύων σύνεγγυς τοῦ οἴκου αὐτῆς, καὶ πήξει πάσσαλον ἐν τοῖς τοίχοις αὐτῆς.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 25] Στήσει τὴν σκηνὴν αὐτοῦ κατὰ χεῖρας αὐτῆς, καὶ καταλύσει ἐν καταλύματι ἀγαθῶν.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 26] Θήσει τὰ τέκνα αὐτοῦ ἐν τῇ σκέπῃ αὐτῆς, καὶ ὑπὸ τοὺς κλάδους αὐτῆς αὐλισθήσεται.
[LXX | EL | OT | Sirach | Chapter 14 | Verse 27] Σκεπασθήσεται ὑπʼ αὐτῆς ἀπὸ καύματος, καὶ ἐν τῇ δόξῃ αὐτῆς καταλύσει.
