[LXX | EL | OT | Sirach | Chapter 38 | Verse 1] Τίμα ἰατρὸν πρὸς τὰς χρείας τιμαῖς αὐτοῦ, καὶ γὰρ αὐτὸν ἔκτισε Κύριος.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 2] Παρὰ γὰρ ὑψίστου ἐστὶν ἴασις, καὶ παρὰ βασιλέως λήψεται δόμα.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 3] Ἐπιστήμη ἰατροῦ ἀνυψώσει κεφαλὴν αὐτοῦ, καὶ ἔναντι μεγιστάνων θαυμασθήσεται.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 4] Κύριος ἔκτισεν ἐκ γῆς φάρμακα, καὶ ἀνὴρ φρόνιμος οὐ προσοχθιεῖ αὐτοῖς.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 5] Οὐκ ἀπὸ ξύλου ἐγλυκάνθη ὕδωρ, εἰς τὸ γνωσθῆναι τὴν ἰσχὺν αὐτοῦ;
[LXX | EL | OT | Sirach | Chapter 38 | Verse 6] Καὶ αὐτὸς ἔδωκεν ἀνθρώποις ἐπιστήμην ἐνδοξάζεσθαι ἐν τοῖς θαυμασίοις αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 7] Ἐν αὐτοῖς ἐθεράπευσε, καὶ ᾖρε τὸν πόνον αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 8] Μυρεψὸς ἐν τούτοις ποιήσει μίγμα, καὶ οὐ μὴ συντελέσῃ ἔργα αὐτοῦ, καὶ εἰρήνη παρʼ αὐτοῦ ἐστιν ἐπὶ προσώπου τῆς γῆς.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 9] Τέκνον, ἐν ἀῤῥωστήματί σου μὴ παράβλεπε, ἀλλʼ εὖξαι Κυρίῳ, καὶ αὐτὸς ἰάσεταί σε.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 10] Ἀπόστησον πλημμέλειαν, καὶ εὔθυνον χεῖρας, καὶ ἀπὸ πάσης ἁμαρτίας καθάρισον καρδίαν.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 11] Δὸς εὐωδίαν, καὶ μνημόσυνον σεμιδάλεως, καὶ λίπανον προσφορὰν, ὡς μὴ ὑπάρχων.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 12] Καὶ ἰατρῷ δὸς τόπον, καὶ γὰρ αὐτὸν ἔκτισε Κύριος· καὶ μὴ ἀποστήτω σου, καὶ γὰρ αὐτοῦ χρεία.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 13] Ἔστι καιρὸς ὅτε καὶ ἐν χερσὶν αὐτῶν εὐωδία.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 14] Καὶ γὰρ αὐτοὶ Κυρίου δεηθήσονται, ἵνα εὐοδώσῃ αὐτοῖς ἀνάπαυσιν καὶ ἴασιν χάριν ἐμβιώσεως.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 15] Ὁ ἁμαρτάνων ἔναντι τοῦ ποιήσαντος αὐτὸν, ἐμπέσοι εἰς χεῖρας ἰατροῦ.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 16] Τέκνον, ἐπὶ νεκρῷ κατάγαγε δάκρυα, καὶ ὡς δεινὰ πάσχων ἔναρξε θρήνου· κατὰ δὲ τὴν κρίσιν αὐτοῦ περίστειλον τὸ σῶμα αὐτοῦ, καὶ μὴ ὑπερίδῃς τὴν ταφὴν αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 17] Πίκρανον κλαυθμὸν, καὶ θέρμανον κοπετὸν, καὶ ποίησον τὸ πένθος κατὰ τὴν ἀξίαν αὐτοῦ ἡμέραν μίαν καὶ δύο χάριν διαβολῆς, καὶ παρακλήθητι λύπης ἕνεκα·
[LXX | EL | OT | Sirach | Chapter 38 | Verse 18] ἀπὸ λύπης γὰρ ἐκβαίνει θάνατος, καὶ λύπη καρδίας κάμψει ἰσχύν.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 19] Ἐν ἀπαγωγῇ παραβαίνει καὶ λύπη, καὶ βίος πτωχοῦ κατὰ καρδίας.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 20] Μὴ δῷς εἰς λύπην τὴν καρδίαν σου, ἀπόστησον αὐτὴν μνησθεὶς τὰ ἔσχατα.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 21] Μὴ ἐπιλαθῇ, οὐ γάρ ἐστιν ἐπάνοδος, καὶ τοῦτον οὐκ ὠφελήσεις, καὶ σεαυτὸν κακώσεις.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 22] Μνήσθητι τὸ κρίμα αὐτοῦ, ὅτι οὕτω ὡς καὶ τὸ σόν· ἐμοὶ χθὲς, καὶ σοὶ σήμερον.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 23] Ἐν ἀναπαύσει νεκροῦ κατάπαυσον τὸ μνημόσυνον αὐτοῦ, καὶ παρακλήθητι ἐν αὐτῷ ἐν ἐξόδῳ πνεύματος αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 24] Σοφία γραμματέως ἐν εὐκαιρίᾳ σχολῆς, καὶ ὁ ἐλασσούμενος πράξει αὐτοῦ σοφισθήσεται.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 25] Τί σοφισθήσεται ὁ κρατῶν ἀροτροῦ, καὶ καυχώμενος ἐν δόρατι κέντρου, βόας ἐλαύνων καὶ ἀναστρεφόμενος ἐν ἔργοις αὐτῶν, καὶ ἡ διήγησις αὐτοῦ ἐν υἱοῖς ταυρῶν;
[LXX | EL | OT | Sirach | Chapter 38 | Verse 26] Καρδίαν αὐτοῦ δώσει ἐκδοῦναι αὔλακας, καὶ ἡ ἀγρυπνία αὐτοῦ εἰς χορτάσματα δαμάλεων.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 27] Οὕτως πᾶς τέκτων καὶ ἀρχιτέκτων, ὅστις νύκτωρ ὡς ἡμέρᾳ διάγει· οἱ γλύφοντες γλύμματα σφραγίδων, καὶ ἡ ὑπομονὴ αὐτοῦ ἀλλοιῶσαι ποικιλίαν· καρδίαν αὐτοῦ δώσει εἰς τὸ ὁμοιῶσαι ζωγραφίαν, καὶ ἡ ἀγρυπνία αὐτοῦ τελέσαι ἔργον.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 28] Οὕτως χαλκεὺς καθήμενος ἐγγὺς ἄκμονος, καὶ καταμανθάνων ἀργῷ σιδήρῳ· ἀτμὶς πυρὸς πήξει σάρκας αὐτοῦ, καὶ ἐν θέρμῃ καμίνου διαμαχήσεται· φωνὴ σφύρης καινιεῖ τὸ οὖς αὐτοῦ, καὶ κατέναντι ὁμοιώματος σκεύους οἱ ὀφθαλμοὶ αὐτοῦ· καρδίαν αὐτοῦ δώσει εἰς συντέλειαν ἔργων, καὶ ἡ ἀγρυπνία αὐτοῦ κοσμῆσαι ἐπὶ συντελείας.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 29] Οὕτω κεραμεὺς καθήμενος ἐν ἔργῳ αὐτοῦ, καὶ συστρέφων ἐν ποσὶν αὐτοῦ τροχὸν, ὃς ἐν μεριμνῃ κεῖται διαπαντὸς ἐπὶ τὸ ἔργον αὐτοῦ, καὶ ἐναρίθμιος πᾶσα ἡ ἐργασία αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 30] Ἐν βραχίονι αὐτοῦ τυπώσει πηλὸν, καὶ πρὸ ποδῶν κάμψει ἰσχὺν αὐτοῦ· καρδίαν ἐπιδώσει συντελέσαι τὸ χρίσμα, καὶ ἡ ἀγρυπνία αὐτοῦ καθαρίσαι κάμινον.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 31] Πάντες οὗτοι εἰς χεῖρας αὐτῶν ἐνεπίστευσαν, καὶ ἕκαστος ἐν τῷ ἔργῳ αὐτοῦ σοφίζεται.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 32] Ἄνευ αὐτῶν οὐκ οἰκισθήσεται πόλις, καὶ οὐ παροικήσουσιν, οὐδὲ περιπατήσουσι·
[LXX | EL | OT | Sirach | Chapter 38 | Verse 33] καὶ ἐν ἐκκλησίᾳ οὐχ ὑπεραλοῦνται· ἐπὶ δίφρον δικαστοῦ οὐ καθιοῦνται, καὶ διαθήκην κρίματος οὐ διανοηθήσονται, οὐδὲ μὴ ἐκφανῶσι δικαιοσύνην καὶ κρίμα· καὶ ἐν παραβολαῖς οὐχ εὑρεθήσονται.
[LXX | EL | OT | Sirach | Chapter 38 | Verse 34] Ἀλλὰ κτίσμα αἰῶνος στηρίσουσι· καὶ ἡ δέησις αὐτῶν ἐν ἐργασίᾳ τέχνης. Πλὴν τοῦ ἐπιδόντος τὴν ψυχὴν αὐτοῦ, καὶ διανοουμένου ἐν νόμῳ ὑψίστου,
