[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 1] Μετὰ δὲ πέντε ἡμέρας κατέβη ὁ ἀρχιερεὺς Ἀνανίας μετὰ τῶν πρεσβυτέρων καὶ ῥήτορος Τερτύλλου τινός, οἵτινες ἐνεφάνισαν τῷ ἡγεμόνι κατὰ τοῦ Παύλου.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 2] Κληθέντος δὲ αὐτοῦ, ἤρξατο κατηγορεῖν ὁ Τέρτυλλος λέγων, Πολλῆς εἰρήνης τυγχάνοντες διὰ σοῦ, καὶ κατορθωμάτων γινομένων τῷ ἔθνει τούτῳ διὰ τῆς σῆς προνοίας,
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 3] πάντῃ τε καὶ πανταχοῦ ἀποδεχόμεθα, κράτιστε Φῆλιξ, μετὰ πάσης εὐχαριστίας.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 4] Ἵνα δὲ μὴ ἐπὶ πλεῖόν σε ἐγκόπτω, παρακαλῶ ἀκοῦσαί σε ἡμῶν συντόμως τῇ σῇ ἐπιεικείᾳ.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 5] Εὑρόντες γὰρ τὸν ἄνδρα τοῦτον λοιμόν, καὶ κινοῦντα στάσιν πᾶσι τοῖς Ἰουδαίοις τοῖς κατὰ τὴν οἰκουμένην, πρωτοστάτην τε τῆς τῶν Ναζωραίων αἱρέσεως·
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 6] ὃς καὶ τὸ ἱερὸν ἐπείρασε βεβηλῶσαι· ὃν καὶ ἐκρατήσαμεν καὶ κατὰ τὸν ἡμέτερον νόμον ἠθελήσαμεν κρίνειν.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 7] Παρελθὼν δὲ Λυσίας ὁ χιλίαρχος μετὰ πολλῆς βίας ἐκ τῶν χειρῶν ἡμῶν ἀπήγαγε,
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 8] κελεύσας τοὺς κατηγόρους αὐτοῦ ἔρχεσθαι ἐπὶ σέ· παρ᾿ οὗ δυνήσῃ, αὐτὸς ἀνακρίνας, περὶ πάντων τούτων ἐπιγνῶναι ὧν ἡμεῖς κατηγοροῦμεν αὐτοῦ.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 9] Συνέθεντο δὲ καὶ οἱ Ἰουδαῖοι, φάσκοντες ταῦτα οὕτως ἔχειν.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 10] Ἀπεκρίθη δὲ ὁ Παῦλος, νεύσαντος αὐτῷ τοῦ ἡγεμόνος λέγειν, Ἐκ πολλῶν ἐτῶν ὄντα σε κριτὴν τῷ ἔθνει τούτῳ ἐπιστάμενος, εὐθυμότερον τὰ περὶ ἐμαυτοῦ ἀπολογοῦμαι,
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 11] δυναμένου σου γνῶναι ὅτι οὐ πλείους εἰσί μοι ἡμέραι ἢ δεκαδύο, ἀφ᾿ ἧς ἀνέβην προσκυνήσων ἐν Ἱερουσαλήμ·
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 12] καὶ οὔτε ἐν τῷ ἱερῷ εὗρόν με πρός τινα διαλεγόμενον ἢ ἐπισύστασιν ποιοῦντα ὄχλου, οὔτε ἐν ταῖς συναγωγαῖς, οὔτε κατὰ τὴν πόλιν.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 13] Οὔτε + 24:13 παραστῆσαί ¦ παραστῆσαί με ST παραστῆσαί με δύνανται περὶ ὧν νῦν κατηγοροῦσί μου.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 14] Ὁμολογῶ δὲ τοῦτό σοι, ὅτι κατὰ τὴν ὁδὸν ἣν λέγουσιν αἵρεσιν, οὕτω λατρεύω τῷ πατρῴῳ Θεῷ, πιστεύων πᾶσι τοῖς κατὰ τὸν νόμον καὶ + 24:14 τοῖς ¦ ἐν τοῖς ELZ τοῖς προφήταις γεγραμμένοις·
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 15] ἐλπίδα ἔχων εἰς τὸν Θεόν, ἣν καὶ αὐτοὶ οὗτοι προσδέχονται, ἀνάστασιν μέλλειν ἔσεσθαι νεκρῶν, δικαίων τε καὶ ἀδίκων.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 16] Ἐν τούτῳ δὲ αὐτὸς ἀσκῶ, ἀπρόσκοπον συνείδησιν ἔχειν πρὸς τὸν Θεὸν καὶ τοὺς ἀνθρώπους διὰ παντός.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 17] Δι᾿ ἐτῶν δὲ πλειόνων παρεγενόμην ἐλεημοσύνας ποιήσων εἰς τὸ ἔθνος μου καὶ προσφοράς·
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 18] ἐν οἷς εὗρόν με ἡγνισμένον ἐν τῷ ἱερῷ, οὐ μετὰ ὄχλου οὐδὲ μετὰ θορύβου, + 24:18 τινὲς ¦ τινὲς δὲ ST τινὲς ἀπὸ τῆς Ἀσίας Ἰουδαῖοι·
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 19] οὓς + 24:19 ἔδει ¦ δεῖ ST ἔδει ἐπὶ σοῦ παρεῖναι καὶ κατηγορεῖν εἴ τι ἔχοιεν πρός με.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 20] Ἢ αὐτοὶ οὗτοι εἰπάτωσαν, εἴ τι εὗρον ἐν ἐμοὶ ἀδίκημα, στάντος μου ἐπὶ τοῦ συνεδρίου,
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 21] ἢ περὶ μιᾶς ταύτης φωνῆς, ἧς ἔκραξα ἑστὼς ἐν αὐτοῖς, ὅτι Περὶ ἀναστάσεως νεκρῶν ἐγὼ κρίνομαι σήμερον ὑφ᾿ ὑμῶν.
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 22] Ἀκούσας δὲ ταῦτα ὁ Φῆλιξ ἀνεβάλετο αὐτούς, ἀκριβέστερον εἰδὼς τὰ περὶ τῆς ὁδοῦ, εἰπών, Ὅταν Λυσίας ὁ χιλίαρχος καταβῇ, διαγνώσομαι τὰ καθ᾿ ὑμᾶς·
[GRCGTR | EL | NT | Acts | Chapter 24 | Verse 23] διαταξάμενός τε τῷ ἑκατοντάρχῃ τηρεῖσθαι τὸν Παῦλον, ἔχειν τε ἄνεσιν, καὶ μηδένα κωλύειν τῶν ἰδίων αὐτοῦ ὑπηρετεῖν ἢ προσέρχεσθαι αὐτῷ.
