[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 1] Ἐγένετο δέ, ἐν τῷ τὸν Ἀπολλὼ εἶναι ἐν Κορίνθῳ, Παῦλον διελθόντα τὰ ἀνωτερικὰ μέρη ἐλθεῖν εἰς Ἔφεσον· καὶ εὑρών τινας μαθητὰς
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 2] εἶπε πρὸς αὐτούς, Εἰ πνεῦμα ἅγιον ἐλάβετε πιστεύσαντες; Οἱ δὲ εἶπον πρὸς αὐτόν, Ἀλλ᾿ οὐδὲ εἰ πνεῦμα ἅγιόν ἐστιν, ἠκούσαμεν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 3] Εἶπέ τε πρὸς αὐτούς, Εἰς τί οὖν ἐβαπτίσθητε; Οἱ δὲ εἶπον, Εἰς τὸ Ἰωάννου βάπτισμα.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 4] Εἶπε δὲ Παῦλος, Ἰωάννης μὲν ἐβάπτισε βάπτισμα μετανοίας, τῷ λαῷ λέγων εἰς τὸν ἐρχόμενον μετ᾿ αὐτὸν ἵνα πιστεύσωσι, τοῦτ᾿ ἔστιν, εἰς τὸν Χριστὸν Ἰησοῦν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 5] Ἀκούσαντες δὲ ἐβαπτίσθησαν εἰς τὸ ὄνομα τοῦ Κυρίου Ἰησοῦ.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 6] Καὶ ἐπιθέντος αὐτοῖς τοῦ Παύλου τὰς χεῖρας, ἦλθε τὸ πνεῦμα τὸ ἅγιον ἐπ᾿ αὐτούς, ἐλάλουν τε γλώσσαις καὶ προεφήτευον.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 7] Ἦσαν δὲ οἱ πάντες ἄνδρες ὡσεὶ δεκαδύο.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 8] Εἰσελθὼν δὲ εἰς τὴν συναγωγὴν ἐπαρρησιάζετο, ἐπὶ μῆνας τρεῖς διαλεγόμενος καὶ πείθων τὰ περὶ τῆς βασιλείας τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 9] Ὡς δέ τινες ἐσκληρύνοντο καὶ ἠπείθουν, κακολογοῦντες τὴν ὁδὸν ἐνώπιον τοῦ πλήθους, ἀποστὰς ἀπ᾿ αὐτῶν ἀφώρισε τοὺς μαθητάς, καθ᾿ ἡμέραν διαλεγόμενος ἐν τῇ σχολῇ Τυράννου τινός.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 10] Τοῦτο δὲ ἐγένετο ἐπὶ ἔτη δύο, ὥστε πάντας τοὺς κατοικοῦντας τὴν Ἀσίαν ἀκοῦσαι τὸν λόγον τοῦ Κυρίου Ἰησοῦ, Ἰουδαίους τε καὶ Ἕλληνας.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 11] Δυνάμεις τε οὐ τὰς τυχούσας ἐποίει ὁ Θεὸς διὰ τῶν χειρῶν Παύλου,
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 12] ὥστε καὶ ἐπὶ τοὺς ἀσθενοῦντας ἐπιφέρεσθαι ἀπὸ τοῦ χρωτὸς αὐτοῦ σουδάρια ἢ σιμικίνθια, καὶ ἀπαλλάσσεσθαι ἀπ᾿ αὐτῶν τὰς νόσους, τά τε πνεύματα τὰ πονηρὰ ἐξέρχεσθαι ἀπ᾿ αὐτῶν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 13] Ἐπεχείρησαν δέ τινες ἀπὸ τῶν περιερχομένων Ἰουδαίων ἐξορκιστῶν ὀνομάζειν ἐπὶ τοὺς ἔχοντας τὰ πνεύματα τὰ πονηρὰ τὸ ὄνομα τοῦ Κυρίου Ἰησοῦ, λέγοντες, Ὁρκίζομεν ὑμᾶς τὸν Ἰησοῦν ὃν ὁ Παῦλος κηρύσσει.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 14] Ἦσαν δέ τινες υἱοὶ Σκευᾶ Ἰουδαίου ἀρχιερέως ἑπτὰ οἱ τοῦτο ποιοῦντες.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 15] Ἀποκριθὲν δὲ τὸ πνεῦμα τὸ πονηρὸν εἶπε, Τὸν Ἰησοῦν γινώσκω, καὶ τὸν Παῦλον ἐπίσταμαι· ὑμεῖς δὲ τίνες ἐστέ;
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 16] Καὶ ἐφαλλόμενος ἐπ᾿ αὐτοὺς ὁ ἄνθρωπος ἐν ᾧ ἦν τὸ πνεῦμα τὸ πονηρόν, καὶ κατακυριεύσας αὐτῶν, ἴσχυσε κατ᾿ αὐτῶν, ὥστε γυμνοὺς καὶ τετραυματισμένους ἐκφυγεῖν ἐκ τοῦ οἴκου ἐκείνου.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 17] Τοῦτο δὲ ἐγένετο γνωστὸν πᾶσιν Ἰουδαίοις τε καὶ Ἕλλησι τοῖς κατοικοῦσι τὴν Ἔφεσον, καὶ ἐπέπεσε φόβος ἐπὶ πάντας αὐτούς, καὶ ἐμεγαλύνετο τὸ ὄνομα τοῦ Κυρίου Ἰησοῦ.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 18] Πολλοί τε τῶν πεπιστευκότων ἤρχοντο, ἐξομολογούμενοι, καὶ ἀναγγέλλοντες τὰς πράξεις αὐτῶν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 19] Ἱκανοὶ δὲ τῶν τὰ περίεργα πραξάντων συνενέγκαντες τὰς βίβλους κατέκαιον ἐνώπιον πάντων· καὶ συνεψήφισαν τὰς τιμὰς αὐτῶν, καὶ εὗρον ἀργυρίου μυριάδας πέντε.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 20] Οὕτω κατὰ κράτος ὁ λόγος τοῦ Κυρίου ηὔξανε καὶ ἴσχυεν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 21] Ὡς δὲ ἐπληρώθη ταῦτα, ἔθετο ὁ Παῦλος ἐν τῷ πνεύματι, διελθὼν τὴν Μακεδονίαν καὶ Ἀχαΐαν, πορεύεσθαι εἰς Ἱερουσαλήμ, εἰπὼν ὅτι Μετὰ τὸ γενέσθαι με ἐκεῖ, δεῖ με καὶ Ῥώμην ἰδεῖν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 22] Ἀποστείλας δὲ εἰς τὴν Μακεδονίαν δύο τῶν διακονούντων αὐτῷ, Τιμόθεον καὶ Ἔραστον, αὐτὸς ἐπέσχε χρόνον εἰς τὴν Ἀσίαν.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 23] Ἐγένετο δὲ κατὰ τὸν καιρὸν ἐκεῖνον τάραχος οὐκ ὀλίγος περὶ τῆς ὁδοῦ.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 24] Δημήτριος γάρ τις ὀνόματι, ἀργυροκόπος, ποιῶν ναοὺς ἀργυροῦς Ἀρτέμιδος, παρείχετο τοῖς τεχνίταις ἐργασίαν οὐκ ὀλίγην·
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 25] οὓς συναθροίσας, καὶ τοὺς περὶ τὰ τοιαῦτα ἐργάτας, εἶπεν, Ἄνδρες, ἐπίστασθε ὅτι ἐκ ταύτης τῆς ἐργασίας ἡ εὐπορία ἡμῶν ἐστι.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 26] Καὶ θεωρεῖτε καὶ ἀκούετε ὅτι οὐ μόνον Ἐφέσου, ἀλλὰ σχεδὸν πάσης τῆς Ἀσίας, ὁ Παῦλος οὗτος πείσας μετέστησεν ἱκανὸν ὄχλον, λέγων ὅτι οὐκ εἰσὶ θεοὶ οἱ διὰ χειρῶν γινόμενοι.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 27] Οὐ μόνον δὲ τοῦτο κινδυνεύει ἡμῖν τὸ μέρος εἰς ἀπελεγμὸν ἐλθεῖν, ἀλλὰ καὶ τὸ τῆς μεγάλης θεᾶς Ἀρτέμιδος ἱερὸν εἰς οὐδὲν λογισθῆναι, μέλλειν + 19:27 τε ¦ δὲ ST τε καὶ καθαιρεῖσθαι τὴν μεγαλειότητα αὐτῆς, ἣν ὅλη ἡ Ἀσία καὶ ἡ οἰκουμένη σέβεται.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 28] Ἀκούσαντες δὲ καὶ γενόμενοι πλήρεις θυμοῦ, ἔκραζον λέγοντες, Μεγάλη ἡ Ἄρτεμις Ἐφεσίων.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 29] Καὶ ἐπλήσθη ἡ πόλις ὅλη συγχύσεως· ὥρμησάν τε ὁμοθυμαδὸν εἰς τὸ θέατρον, συναρπάσαντες Γάϊον καὶ Ἀρίσταρχον Μακεδόνας, συνεκδήμους τοῦ Παύλου.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 30] Τοῦ δὲ Παύλου βουλομένου εἰσελθεῖν εἰς τὸν δῆμον, οὐκ εἴων αὐτὸν οἱ μαθηταί.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 31] Τινὲς δὲ καὶ τῶν Ἀσιαρχῶν, ὄντες αὐτῷ φίλοι, πέμψαντες πρὸς αὐτόν, παρεκάλουν μὴ δοῦναι ἑαυτὸν εἰς τὸ θέατρον.
[GRCGTR | EL | NT | Acts | Chapter 19 | Verse 32] Ἄλλοι μὲν οὖν ἄλλο τι ἔκραζον· ἦν γὰρ ἡ ἐκκλησία συγκεχυμένη, καὶ οἱ πλείους οὐκ ᾔδεισαν τίνος ἕνεκεν συνεληλύθεισαν.
