[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 1] Σαῦλος δὲ ἦν συνευδοκῶν τῇ ἀναιρέσει αὐτοῦ. Ἐγένετο δὲ ἐν ἐκείνῃ τῇ ἡμέρᾳ διωγμὸς μέγας ἐπὶ τὴν ἐκκλησίαν τὴν ἐν Ἱεροσολύμοις· πάντες τε διεσπάρησαν κατὰ τὰς χώρας τῆς Ἰουδαίας καὶ Σαμαρείας, πλὴν τῶν ἀποστόλων.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 2] Συνεκόμισαν δὲ τὸν Στέφανον ἄνδρες εὐλαβεῖς, καὶ ἐποιήσαντο κοπετὸν μέγαν ἐπ᾿ αὐτῷ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 3] Σαῦλος δὲ ἐλυμαίνετο τὴν ἐκκλησίαν, κατὰ τοὺς οἴκους εἰσπορευόμενος, σύρων τε ἄνδρας καὶ γυναῖκας παρεδίδου εἰς φυλακήν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 4] Οἱ μὲν οὖν διασπαρέντες διῆλθον, εὐαγγελιζόμενοι τὸν λόγον.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 5] Φίλιππος δὲ κατελθὼν εἰς πόλιν τῆς Σαμαρείας, ἐκήρυσσεν αὐτοῖς τὸν Χριστόν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 6] Προσεῖχόν τε οἱ ὄχλοι τοῖς λεγομένοις ὑπὸ τοῦ Φιλίππου ὁμοθυμαδόν, ἐν τῷ ἀκούειν αὐτοὺς καὶ βλέπειν τὰ σημεῖα ἃ ἐποίει.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 7] Πολλῶν γὰρ τῶν ἐχόντων πνεύματα ἀκάθαρτα, βοῶντα μεγάλῃ φωνῇ ἐξήρχετο· πολλοὶ δὲ παραλελυμένοι καὶ χωλοὶ ἐθεραπεύθησαν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 8] Καὶ ἐγένετο χαρὰ μεγάλη ἐν τῇ πόλει ἐκείνῃ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 9] Ἀνὴρ δέ τις ὀνόματι Σίμων προϋπῆρχεν ἐν τῇ πόλει μαγεύων καὶ ἐξιστῶν τὸ ἔθνος τῆς Σαμαρείας, λέγων εἶναί τινα ἑαυτὸν μέγαν·
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 10] ᾧ προσεῖχον πάντες ἀπὸ μικροῦ ἕως μεγάλου, λέγοντες, Οὗτός ἐστιν ἡ δύναμις τοῦ Θεοῦ ἡ μεγάλη.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 11] Προσεῖχον δὲ αὐτῷ, διὰ τὸ ἱκανῷ χρόνῳ ταῖς μαγείαις ἐξεστακέναι αὐτούς.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 12] Ὅτε δὲ ἐπίστευσαν τῷ Φιλίππῳ εὐαγγελιζομένῳ τὰ περὶ τῆς βασιλείας τοῦ Θεοῦ καὶ τοῦ ὀνόματος τοῦ Ἰησοῦ Χριστοῦ, ἐβαπτίζοντο ἄνδρες τε καὶ γυναῖκες.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 13] Ὁ δὲ Σίμων καὶ αὐτὸς ἐπίστευσε, καὶ βαπτισθεὶς ἦν προσκαρτερῶν τῷ Φιλίππῳ· θεωρῶν τε + 8:13 σημεῖα καὶ δυνάμεις μεγάλας γινομένας ¦ δυνάμεις καὶ σημεῖα γινόμενα SCR σημεῖα καὶ δυνάμεις μεγάλας γινομένας, ἐξίστατο.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 14] Ἀκούσαντες δὲ οἱ ἐν Ἱεροσολύμοις ἀπόστολοι ὅτι δέδεκται ἡ Σαμάρεια τὸν λόγον τοῦ Θεοῦ, ἀπέστειλαν πρὸς αὐτοὺς τὸν Πέτρον καὶ Ἰωάννην·
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 15] οἵτινες καταβάντες προσηύξαντο περὶ αὐτῶν, ὅπως λάβωσι πνεῦμα ἅγιον·
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 16] οὔπω γὰρ ἦν ἐπ᾿ οὐδενὶ αὐτῶν ἐπιπεπτωκός, μόνον δὲ βεβαπτισμένοι ὑπῆρχον εἰς τὸ ὄνομα τοῦ Κυρίου Ἰησοῦ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 17] Τότε ἐπετίθουν τὰς χεῖρας ἐπ᾿ αὐτούς, καὶ ἐλάμβανον πνεῦμα ἅγιον.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 18] Θεασάμενος δὲ ὁ Σίμων ὅτι διὰ τῆς ἐπιθέσεως τῶν χειρῶν τῶν ἀποστόλων δίδοται τὸ πνεῦμα τὸ ἅγιον, προσήνεγκεν αὐτοῖς χρήματα,
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 19] λέγων, Δότε κἀμοὶ τὴν ἐξουσίαν ταύτην, ἵνα ᾧ + 8:19 ἐὰν ¦ ἂν ST ἐὰν ἐπιθῶ τὰς χεῖρας, λαμβάνῃ πνεῦμα ἅγιον.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 20] Πέτρος δὲ εἶπε πρὸς αὐτόν, Τὸ ἀργύριόν σου σὺν σοὶ εἴη εἰς ἀπώλειαν, ὅτι τὴν δωρεὰν τοῦ Θεοῦ ἐνόμισας διὰ χρημάτων κτᾶσθαι.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 21] Οὐκ ἔστι σοι μερὶς οὐδὲ κλῆρος ἐν τῷ λόγῳ τούτῳ. Ἡ γὰρ καρδία σου οὐκ ἔστιν εὐθεῖα ἐνώπιον τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 22] Μετανόησον οὖν ἀπὸ τῆς κακίας σου ταύτης, καὶ δεήθητι τοῦ Θεοῦ, εἰ ἄρα ἀφεθήσεταί σοι ἡ ἐπίνοια τῆς καρδίας σου.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 23] Εἰς γὰρ χολὴν πικρίας καὶ σύνδεσμον ἀδικίας ὁρῶ σε ὄντα.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 24] Ἀποκριθεὶς δὲ ὁ Σίμων εἶπε, Δεήθητε ὑμεῖς ὑπὲρ ἐμοῦ πρὸς τὸν Κύριον, ὅπως μηδὲν ἐπέλθῃ ἐπ᾿ ἐμὲ ὧν εἰρήκατε.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 25] Οἱ μὲν οὖν διαμαρτυράμενοι καὶ λαλήσαντες τὸν λόγον τοῦ Κυρίου, ὑπέστρεψαν εἰς Ἱερουσαλήμ, πολλάς τε κώμας τῶν Σαμαρειτῶν εὐηγγελίσαντο.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 26] Ἄγγελος δὲ Κυρίου ἐλάλησε πρὸς Φίλιππον, λέγων, Ἀνάστηθι καὶ πορεύου κατὰ μεσημβρίαν ἐπὶ τὴν ὁδὸν τὴν καταβαίνουσαν ἀπὸ Ἱερουσαλὴμ εἰς Γάζαν· αὕτη ἐστὶν ἔρημος.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 27] Καὶ ἀναστὰς ἐπορεύθη· καὶ ἰδού, ἀνὴρ Αἰθίοψ εὐνοῦχος δυνάστης Κανδάκης τῆς βασιλίσσης Αἰθιόπων, ὃς ἦν ἐπὶ πάσης τῆς γάζης αὐτῆς, ὃς ἐληλύθει προσκυνήσων εἰς Ἱερουσαλήμ,
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 28] ἦν τε ὑποστρέφων καὶ καθήμενος ἐπὶ τοῦ ἅρματος αὐτοῦ, + 8:28 καὶ ¦ — SCR καὶ ἀνεγίνωσκε τὸν προφήτην Ἠσαΐαν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 29] Εἶπε δὲ τὸ πνεῦμα τῷ Φιλίππῳ, Πρόσελθε καὶ κολλήθητι τῷ ἅρματι τούτῳ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 30] Προσδραμὼν δὲ ὁ Φίλιππος ἤκουσεν αὐτοῦ ἀναγινώσκοντος τὸν προφήτην Ἠσαΐαν, καὶ εἶπεν, Ἆρά γε γινώσκεις ἃ ἀναγινώσκεις;
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 31] Ὁ δὲ εἶπε, Πῶς γὰρ ἂν δυναίμην, ἐὰν μή τις ὁδηγήσῃ με; Παρεκάλεσέ τε τὸν Φίλιππον ἀναβάντα καθίσαι σὺν αὐτῷ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 32] Ἡ δὲ περιοχὴ τῆς γραφῆς ἣν ἀνεγίνωσκεν ἦν αὕτη, Ὡς πρόβατον ἐπὶ σφαγὴν ἤχθη, καὶ ὡς ἀμνὸς ἐναντίον τοῦ κείροντος αὐτὸν ἄφωνος, οὕτως οὐκ ἀνοίγει τὸ στόμα αὐτοῦ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 33] Ἐν τῇ ταπεινώσει αὐτοῦ ἡ κρίσις αὐτοῦ ἤρθη, τὴν δὲ γενεὰν αὐτοῦ τίς διηγήσεται; Ὅτι αἴρεται ἀπὸ τῆς γῆς ἡ ζωὴ αὐτοῦ.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 34] Ἀποκριθεὶς δὲ ὁ εὐνοῦχος τῷ Φιλίππῳ εἶπε, Δέομαί σου, περὶ τίνος ὁ προφήτης λέγει τοῦτο; Περὶ ἑαυτοῦ, ἢ περὶ ἑτέρου τινός;
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 35] Ἀνοίξας δὲ ὁ Φίλιππος τὸ στόμα αὐτοῦ, καὶ ἀρξάμενος ἀπὸ τῆς γραφῆς ταύτης, εὐηγγελίσατο αὐτῷ τὸν Ἰησοῦν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 36] Ὡς δὲ ἐπορεύοντο κατὰ τὴν ὁδόν, ἦλθον ἐπί τι ὕδωρ· καί φησιν ὁ εὐνοῦχος, Ἰδού, ὕδωρ· τί κωλύει με βαπτισθῆναι;
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 37] Εἶπε δὲ ὁ Φίλιππος, Εἰ πιστεύεις ἐξ ὅλης τῆς καρδίας, ἔξεστιν. Ἀποκριθεὶς δὲ εἶπε, Πιστεύω τὸν υἱὸν τοῦ Θεοῦ εἶναι τὸν Ἰησοῦν Χριστόν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 38] Καὶ ἐκέλευσε στῆναι τὸ ἅρμα· καὶ κατέβησαν ἀμφότεροι εἰς τὸ ὕδωρ, ὅ τε Φίλιππος καὶ ὁ εὐνοῦχος· καὶ ἐβάπτισεν αὐτόν.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 39] Ὅτε δὲ ἀνέβησαν ἐκ τοῦ ὕδατος, πνεῦμα Κυρίου ἥρπασε τὸν Φίλιππον· καὶ οὐκ εἶδεν αὐτὸν οὐκέτι ὁ εὐνοῦχος, ἐπορεύετο γὰρ τὴν ὁδὸν αὐτοῦ χαίρων.
[GRCGTR | EL | NT | Acts | Chapter 8 | Verse 40] Φίλιππος δὲ εὑρέθη εἰς Ἄζωτον· καὶ διερχόμενος εὐηγγελίζετο τὰς πόλεις πάσας, ἕως τοῦ ἐλθεῖν αὐτὸν εἰς Καισάρειαν.
