[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 1] Διοδεύσαντες δὲ τὴν Ἀμφίπολιν καὶ Ἀπολλωνίαν, ἦλθον εἰς Θεσσαλονίκην, ὅπου ἦν ἡ συναγωγὴ τῶν Ἰουδαίων·
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 2] κατὰ δὲ τὸ εἰωθὸς τῷ Παύλῳ εἰσῆλθε πρὸς αὐτούς, καὶ ἐπὶ σάββατα τρία διελέγετο αὐτοῖς ἀπὸ τῶν γραφῶν,
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 3] διανοίγων καὶ παρατιθέμενος, ὅτι Τὸν Χριστὸν ἔδει παθεῖν καὶ ἀναστῆναι ἐκ νεκρῶν, καὶ ὅτι Οὗτός ἐστιν ὁ Χριστὸς Ἰησοῦς, ὃν ἐγὼ καταγγέλλω ὑμῖν.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 4] Καί τινες ἐξ αὐτῶν ἐπείσθησαν, καὶ προσεκληρώθησαν τῷ Παύλῳ καὶ τῷ Σίλᾳ, τῶν τε σεβομένων Ἑλλήνων πολὺ πλῆθος, γυναικῶν τε τῶν πρώτων οὐκ ὀλίγαι.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 5] Ζηλώσαντες δὲ οἱ ἀπειθοῦντες Ἰουδαῖοι, καὶ προσλαβόμενοι τῶν ἀγοραίων τινὰς ἄνδρας πονηρούς, καὶ ὀχλοποιήσαντες, ἐθορύβουν τὴν πόλιν· ἐπιστάντες τε τῇ οἰκίᾳ Ἰάσονος, ἐζήτουν αὐτοὺς ἀγαγεῖν εἰς τὸν δῆμον.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 6] Μὴ εὑρόντες δὲ αὐτούς, ἔσυρον τὸν Ἰάσονα καί τινας ἀδελφοὺς ἐπὶ τοὺς πολιτάρχας, βοῶντες ὅτι Οἱ τὴν οἰκουμένην ἀναστατώσαντες, οὗτοι καὶ ἐνθάδε πάρεισιν,
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 7] οὓς ὑποδέδεκται Ἰάσων· καὶ οὗτοι πάντες ἀπέναντι τῶν δογμάτων Καίσαρος πράττουσι, βασιλέα λέγοντες ἕτερον εἶναι, Ἰησοῦν.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 8] Ἐτάραξαν δὲ τὸν ὄχλον καὶ τοὺς πολιτάρχας ἀκούοντας ταῦτα.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 9] Καὶ λαβόντες τὸ ἱκανὸν παρὰ τοῦ Ἰάσονος καὶ τῶν λοιπῶν, ἀπέλυσαν αὐτούς.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 10] Οἱ δὲ ἀδελφοὶ εὐθέως διὰ τῆς νυκτὸς ἐξέπεμψαν τόν τε Παῦλον καὶ τὸν Σίλαν εἰς Βέροιαν· οἵτινες παραγενόμενοι εἰς τὴν συναγωγὴν τῶν Ἰουδαίων ἀπῄεσαν.
[GRCGTR | EL | NT | Acts | Chapter 17 | Verse 11] Οὗτοι δὲ ἦσαν εὐγενέστεροι τῶν ἐν Θεσσαλονίκῃ, οἵτινες ἐδέξαντο τὸν λόγον μετὰ πάσης προθυμίας, τὸ καθ᾿ ἡμέραν ἀνακρίνοντες τὰς γραφάς, εἰ ἔχοι ταῦτα οὕτω.
