[LXX | EL | OT | Psalms | Chapter 91 | Verse 1] Ψαλμὸς ᾠδῆς εἰς τὴν ἡμέραν τοῦ σαββάτου.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 2] Ἀγαθὸν τὸ ἐξομολογεῖσθαι τῷ Κυρίῳ, καὶ ψάλλειν τῷ ὀνόματί σου, ὕψιστε·
[LXX | EL | OT | Psalms | Chapter 91 | Verse 3] τοῦ ἀναγγέλλειν τοπρωῒ τὸ ἔλεός σου, καὶ τὴν ἀλήθειάν σου κατὰ νύκτα,
[LXX | EL | OT | Psalms | Chapter 91 | Verse 4] ἐν δεκαχόρδῳ ψαλτηρίῳ, μετʼ ᾠδῆς ἐν κιθάρᾳ.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 5] Ὅτι εὔφρανάς με, Κύριε, ἐν τῷ ποιήματί σου, καὶ ἐν τοῖς ἔργοις τῶν χειρῶν σου ἀγαλλιάσομαι.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 6] Ὡς ἐμεγαλύνθη τὰ ἔργα σου, Κύριε; σφόδρα ἐβαθύνθησαν οἱ διαλογισμοί σου.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 7] Ἀνὴρ ἄφρων οὐ γνώσεται, καὶ ἀσύνετος οὐ συνήσει ταῦτα.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 8] Ἐν τῷ ἀνατεῖλαι τοὺς ἁμαρτωλοὺς ὡσεὶ χόρτον, καὶ διέκυψαν πάντες οἱ ἐργαζόμενοι τὴν ἀνομίαν, ὅπως ἂν ἐξολοθρευθῶσιν εἰς τὸν αἰῶνα τοῦ αἰῶνος.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 9] Σὺ δὲ ὕψιστος εἰς τὸν αἰῶνα, Κύριε.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 10] Ὅτι ἰδοὺ οἱ ἐχθροί σου ἀπολοῦνται, καὶ διασκορπισθήσονται πάντες οἱ ἐργαζόμενοι τὴν ἀνομίαν.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 11] Καὶ ὑψωθήσεται ὡς μονοκέρωτος τὸ κέρας μου, καὶ τὸ γῆράς μου ἐν ἐλέῳ πίονι.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 12] Καὶ ἐπεῖδεν ὁ ὀφθαλμός μου ἐν τοῖς ἐχθροῖς μου, καὶ ἐν τοῖς ἐπανισταμένοις ἐπʼ ἐμὲ πονηρευομένοις ἀκούσεται τὸ οὖς μου.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 13] Δίκαιος ὡς φοῖνιξ ἀνθήσει, ὡς ἡ κέδρος ἡ ἐν τῷ Λιβάνῳ πληθυνθήσεται·
[LXX | EL | OT | Psalms | Chapter 91 | Verse 14] Πεφυτευμένοι ἐν τῷ οἴκῳ Κυρίου, ἐν ταῖς αὐλαῖς τοῦ Θεοῦ ἡμῶν ἐξανθήσουσι.
[LXX | EL | OT | Psalms | Chapter 91 | Verse 15] Τότε πληθυνθήσονται ἐν γήρει πίονι, καὶ εὐπαθοῦντες ἔσονται
[LXX | EL | OT | Psalms | Chapter 91 | Verse 16] τοῦ ἀναγγεῖλαι· ὅτι εὐθὴς Κύριος ὁ Θεός μου, καὶ οὐκ ἔστιν ἀδικία ἐν αὐτῷ.
