[LXX | EL | OT | Psalms | Chapter 73 | Verse 1] Συνέσεως τῷ Ἀσάφ. Ἱνατί ἀπόσω ὁ Θεὸς εἰς τέλος; ὠργίσθη ὁ θυμός σου ἐπὶ πρόβατα νομῆς σου;
[LXX | EL | OT | Psalms | Chapter 73 | Verse 2] Μνήσθητι τῆς συναγωγῆς σου ἧς ἐκτήσω ἀπʼ ἀρχῆς· ἐλυτρώσω ῥάβδον κληρονομίας σου· ὄρος Σιὼν τοῦτο ὃ κατεσκήνωσας ἐν αὐτῷ.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 3] Ἔπαρον τὰς χεῖράς σου ἐπὶ τὰς ὑπερηφανίας αὐτῶν εἰς τέλος· ὅσα ἐπονηρεύσατο ὁ ἐχθρὸς ἐν τοῖς ἁγίοις σου.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 4] Καὶ ἐνεκαυχήσαντο οἱ μισοῦντές σε ἐν μέσῳ τῆς ἑορτῆς σου·
[LXX | EL | OT | Psalms | Chapter 73 | Verse 5] ἔθεντο τὰ σημεῖα αὐτῶν σημεῖα, καὶ οὐκ ἔγνωσαν, ὡς εἰς τὴν εἴσοδον ὑπεράνω· ὡς ἐν δρυμῷ ξύλων ἀξίναις ἐξέκοψαν
[LXX | EL | OT | Psalms | Chapter 73 | Verse 6] τὰς θύρας αὐτῆς ἐπιτοαυτὸ, ἐν πελέκει καὶ λαξευτηρίῳ κατέῤῥαξαν αὐτήν.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 7] Ἐνεπύρισαν ἐν πυρὶ τὸ ἁγιαστήριόν σου εἰς τὴν γῆν, ἐβεβήλωσαν τὸ σκήνωμα τοῦ ὀνόματός σου.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 8] Εἶπαν ἐν τῇ καρδίᾳ αὐτῶν, ἡ συγγένεια αὐτῶν ἐπιτοαυτὸ, δεῦτε, καταπαύσωμεν τὰς ἑορτὰς Κυρίου ἀπὸ τῆς γῆς.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 9] Τὰ σημεῖα ἡμῶν οὐκ εἴδομεν, οὐκ ἔστιν ἔτι προφήτης, καὶ ἡμᾶς οὐ γνώσεται ἔτι.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 10] Ἕως πότε ὁ Θεὸς, ὀνειδιεῖ ὁ ἐχθρὸς, παροξυνεῖ ὁ ὑπεναντίος τὸ ὄνομά σου εἰς τέλος;
[LXX | EL | OT | Psalms | Chapter 73 | Verse 11] Ἱνατί ἀποστρέφεις τὴν χεῖρά σου, καὶ τὴν δεξιάν σου ἐκ μέσου τοῦ κόλπου σου εἰς τέλος;
[LXX | EL | OT | Psalms | Chapter 73 | Verse 12] Ὁ δὲ Θεὸς βασιλεὺς ἡμῶν πρὸ αἰῶνος, εἰργάσατο σωτηρίαν ἐν μέσῳ τῆς γῆς.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 13] Σὺ ἐκραταίωσας ἐν τῇ δυνάμει σου τὴν θάλασσαν, σὺ συνέτριψας τὰς κεφαλὰς τῶν δρακόντων ἐπὶ τοῦ ὕδατος. Σὺ συνέτριψας τὰς κεφαλὰς τοῦ δράκοντος,
[LXX | EL | OT | Psalms | Chapter 73 | Verse 14] ἔδωκας αὐτὸν βρῶμα λαοῖς τοῖς Αἰθίοψι.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 15] Σὺ διέῤῥηξας πηγὰς καὶ χειμάῤῥους, σὺ ἐξήρανας ποταμοὺς ἠθάμ.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 16] Σή ἐστιν ἡ ἡμέρα, καὶ σή ἐστιν ἡ νὺξ, σὺ κατηρτίσω ἥλιον καὶ σελήνην.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 17] Σὺ ἐποίησας πάντα τὰ ὅρια τῆς γῆς, θέρος καὶ ἔαρ σὺ ἐποίησας.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 18] Μνήσθητι ταύτης τῆς κτίσεώς σου· ἐχθρὸς ὠνείδισε τὸν Κύριον, καὶ λαὸς ἄφρων παρώξυνε τὸ ὄνομά σου.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 19] Μὴ παραδῷς τοῖς θηρίοις ψυχὴν ἐξομολογουμένην σοι, τῶν ψυχῶν τῶν πενήτων σου μὴ ἐπιλάθῃ εἰς τέλος.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 20] Ἐπίβλεψον εἰς τὴν διαθήκην σου, ὅτι ἐπληρωθήσαν οἱ ἐσκοτωμένοι τῆς γῆς οἴκων ἀνομιῶν.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 21] Μὴ ἀποστραφήτω τεταπεινωμένος καὶ κατῃσχυμμένος, πτωχὸς καὶ πένης αἰνέσουσι τὸ ὄνομά σου.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 22] Ἀνάστα ὁ Θεὸς, δίκασον τὴν δίκην σου, μνήσθητι τῶν ὀνειδισμῶν σου τῶν ὑπὸ ἄφρονος ὅλην τὴν ἡμέραν.
[LXX | EL | OT | Psalms | Chapter 73 | Verse 23] Μὴ ἐπιλάθῃ τῆς φωνῆς τῶν ἱκετῶν σου, ἡ ὑπερηφανία τῶν μισούντων σε ἀναβαίη διαπαντὸς πρὸς σέ.
