[LXX | EL | OT | Psalms | Chapter 33 | Verse 1] Τῷ Δαυὶδ, ὁπότε ἠλλοίωσε τὸ πρόσωπον αὐτοῦ ἐναντίον Ἀβιμέλεχ, καὶ ἀπέλυσεν αὐτὸν, καὶ ἀπῆλθεν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 2] Εὐλογήσω τὸν Κύριον ἐν παντὶ καιρῷ, διαπαντὸς ἡ αἴνεσις αὐτοῦ ἐν τῷ στόματί μου.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 3] Ἐν τῷ Κυρίῳ ἐπαινεθήσεται ἡ ψυχή μου· ἀκουσάτωσαν πρᾳεῖς καὶ εὐφρανθήτωσαν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 4] Μεγαλύνατε τὸν Κύριον σὺν ἐμοὶ, καὶ ὑψώσωμεν τὸ ὄνομα αὐτοῦ ἐπιτοαυτό.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 5] Ἐξεζήτησα τὸν Κύριον καὶ ἐπήκουσέ μου, καὶ ἐκ πασῶν τῶν παροικιῶν μου ἐῤῥύσατό με·
[LXX | EL | OT | Psalms | Chapter 33 | Verse 6] Προσέλθατε πρὸς αὐτὸν καὶ φωτίσθητε, καὶ τὰ πρόσωπα ὑμῶν οὐ μὴ καταισχυνθῇ·
[LXX | EL | OT | Psalms | Chapter 33 | Verse 7] Οὗτος ὁ πτωχὸς ἐκέκραξε, καὶ ὁ Κύριος εἰσήκουσεν αὐτοῦ, καὶ ἐκ πασῶν τῶν θλίψεων αὐτοῦ ἔσωσεν αὐτόν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 8] Παρεμβαλεῖ ἄγγελος Κυρίου κύκλῳ τῶν φοβουμένων αὐτὸν, καὶ ῥύσεται αὐτούς.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 9] Γεύσασθε καὶ ἴδετε ὅτι χρηστὸς ὁ Κύριος, μακάριος ἀνὴρ ὃς ἐλπίζει ἐπʼ αὐτόν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 10] φοβήθητε τὸν Κύριον πάντες οἱ ἅγιοι αὐτοῦ, ὅτι οὐκ ἔστιν ὑστέρημα τοῖς φοβουμένοις αὐτόν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 11] Πλούσιοι ἐπτώχευσαν καὶ ἐπείνασαν, οἱ δὲ ἐκζητοῦντες τὸν Κύριον οὐκ ἐλαττωθήσονται παντὸς ἀγαθοῦ· διάψαλμα.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 12] Δεῦτε τέκνα, ἀκούσατέ μου, φόβον Κυρίου διδάξω ὑμᾶς.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 13] Τίς ἐστιν ἄνθρωπος ὁ θέλων ζωὴν, ἀγαπῶν ἡμέρας ἰδεῖν ἀγαθάς;
[LXX | EL | OT | Psalms | Chapter 33 | Verse 14] Παῦσον τὴν γνῶσσάν σου ἀπὸ κακοῦ, καὶ χείλη σου τοῦ μὴ λαλῆσαι δόλον.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 15] Ἔκκλινον ἀπὸ κακοῦ, καὶ ποίησον ἀγαθὸν· ζήτησον εἰρήνην, καὶ δίωξον αὐτήν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 16] Οφθαλμοὶ Κυρίου ἐπὶ δικαίους, καὶ ὦτα αὐτοῦ εἰς δέησιν αὐτῶν·
[LXX | EL | OT | Psalms | Chapter 33 | Verse 17] Πρόσωπον δὲ Κυρίου ἐπὶ ποιοῦντας κακὰ, τοῦ ἐξολοθρεῦσαι ἐκ γῆς τὸ μνημόσυνον αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 18] Ἐκέκραξαν οἱ δίκαιοι, καὶ ὁ Κύριος εἰσήκουσεν αὐτῶν, καὶ ἐκ πασῶν τῶν θλίψεων αὐτῶν ἐῤῥύσατο αὐτούς.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 19] Ἐγγὺς Κύριος τοῖς συντετριμμένοις τὴν καρδίαν, καὶ τοὺς ταπεινοὺς τῷ πνεύματι σώσει.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 20] Πολλαὶ αἱ θλίψεις τῶν δικαίων, καὶ ἐκ πασῶν αὐτῶν ῥύσεται αὐτοὺς
[LXX | EL | OT | Psalms | Chapter 33 | Verse 21] ὁ Κύριος. Φυλάσσει πάντα τὰ ὀστᾶ αὐτῶν, ἓν ἐξ αὐτῶν οὐ συντριβήσεται.
[LXX | EL | OT | Psalms | Chapter 33 | Verse 22] Θάνατος ἁμαρτωλῶν πονηρὸς, καὶ οἱ μισοῦντες τὸ δίκαιον πλημμελήσουσι.
