[LXX | EL | OT | Psalms | Chapter 39 | Verse 1] Εἰς τὸ τέλος, τῷ Δαυὶδ ψαλμός.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 2] Ὑπομένων ὑπέμεινα τὸν Κύριον, καὶ προσέσχε μοι, καὶ εἰσήκουσε τῆς δεήσεώς μου.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 3] Καὶ ἀνήγαγέ με ἐκ λάκκου ταλαιπωρίας, καὶ ἀπὸ πηλοῦ ἰλύος· καὶ ἔστησεν ἐπὶ πέτραν τοὺς πόδας μου, καὶ κατεύθυνε τὰ διαβήματά μου.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 4] Καὶ ἐνέβαλεν εἰς τὸ στόμα μου ᾆσμα καινὸν, ὕμνον τῷ Θεῷ ἡμῶν· ὄψονται πολλοὶ καὶ φοβηθήσονται, καὶ ἐλπιοῦσιν ἐπὶ Κύριον.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 5] Μακάριος ἀνὴρ, οὗ ἐστι τὸ ὄνομα Κυρίου ἐλπὶς αὐτοῦ, καὶ οὐκ ἐπέβλεψεν εἰς ματαιότητας καὶ μανίας ψευδεῖς.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 6] Πολλὰ ἐποίησας σὺ Κύριε ὁ Θεός μου τὰ θαυμάσιά σου, καὶ τοῖς διαλογισμοῖς σου οὐκ ἔστι τίς ὁμοιωθήσεταί σοι· ἀπήγγειλα καὶ ἐλάλησα, ἐπληθύνθησαν ὑπὲρ ἀριθμόν.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 7] Θυσίαν καὶ προσφορὰν οὐκ ἠθέλησας, σῶμα δὲ κατηρτίσω μοι· ὁλοκαύτωμα καὶ περὶ ἁμαρτίας οὐκ ᾔτησας.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 8] Τότε εἶπον, ἰδοὺ ἥκω· ἐν κεφαλίδι βιβλίου γέγραπται περὶ ἐμοῦ,
[LXX | EL | OT | Psalms | Chapter 39 | Verse 9] τοῦ ποιῆσαι τὸ θέλημά σου ὁ Θεός μου ἠβουλήθην, καὶ τὸν νόμον σου ἐν μέσῳ τῆς καρδίας μου.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 10] Εὐηγγελισάμην δικαιοσύνην ἐν ἐκκλησίᾳ μεγάλῃ, ἰδοὺ τὰ χείλη μου οὐ μὴ κωλύσω. Κύριε, σὺ ἔγνως
[LXX | EL | OT | Psalms | Chapter 39 | Verse 11] τὴν δικαιοσύνην μου, οὐκ ἔκρυψα ἐν τῇ καρδίᾳ μου τὴν ἀλήθειάν σου, καὶ τὸ σωτήριόν σου εἶπα· οὐκ ἔκρυψα τὸ ἔλεός σου καὶ τὴν ἀλήθειάν σου ἀπὸ συναγωγῆς πολλῆς.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 12] Σὺ δέ Κύριε μὴ μακρύνῃς τοὺς οἰκτιρμούς σου ἀπʼ ἐμοῦ, τὸ ἔλεός σου καὶ ἡ ἀλήθειά σου διαπαντὸς ἀντελάβοντό μου.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 13] Ὅτι περιέσχον με κακὰ, ὧν οὐκ ἔστιν ἀριθμὸς, κατέλαβόν με αἱ ἀνομίαι μου, καὶ οὐκ ἠδυνάσθην τοῦ βλέπειν· ἐπληθύνθησαν ὑπὲρ τὰς τρίχας τῆς κεφαλῆς μου, καὶ ἡ καρδία μου ἐγκατέλιπέ με.
[LXX | EL | OT | Psalms | Chapter 39 | Verse 14] Εὐδόκησον Κύριε τοῦ ῥύσασθαί με, Κύριε εἰς τὸ βοηθῆσαί μοι πρόσχες.
