[LXX | EL | OT | Psalms | Chapter 105 | Verse 1] Ἀλληλούϊα. Ἐξομολογεῖσθε τῷ Κυρίῳ, ὅτι χρηστὸς, ὅτι εἰς τὸν αἰῶνα τὸ ἔλεος αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 2] Τίς λαλήσει τὰς δυναστείας τοῦ Κυρίου, ἀκουστὰς ποιήσει πάσας τὰς αἰνέσεις αὐτοῦ;
[LXX | EL | OT | Psalms | Chapter 105 | Verse 3] Μακάριοι οἱ φυλάσσοντες κρίσιν, καὶ ποιοῦντες δικαιοσύνην ἐν παντὶ καιρῷ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 4] Μνήσθητι ἡμῶν Κύριε ἐν τῇ εὐδοκίᾳ τοῦ λαοῦ σου, ἐπίσκεψαι ἡμᾶς ἐν τῷ σωτηρίῳ σου·
[LXX | EL | OT | Psalms | Chapter 105 | Verse 5] τοῦ ἰδεῖν ἐν τῇ χρηστότητι τῶν ἐκλεκτῶν σου, τοῦ εὐφρανθῆναι ἐν τῇ εὐφροσύνῃ τοῦ ἔθνους σου, τοῦ ἐπαινεῖσθαι μετὰ τῆς κληρονομίας σου.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 6] Ἡμάρτομεν μετὰ τῶν πατέρων ἡμῶν, ἠνομήσαμεν, ἠδικήσαμεν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 7] Οἱ πατέρες ἡμῶν ἐν Αἰγύπτῳ οὐ συνῆκαν τὰ θαυμάσιά σου, καὶ οὐκ ἐμνήσθησαν τοῦ πλήθους τοῦ ἐλέους σου· καὶ παρεπίκραναν ἀναβαίνοντες ἐν τῇ ἐρυθρᾷ θαλάσσῃ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 8] Καὶ ἔσωσεν αὐτοὺς ἕνεκεν τοῦ ὀνόματος αὐτοῦ, τοῦ γνωρίσαι τὴν δυναστείαν αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 9] Καὶ ἐπετίμησε τῇ ἐρυθρᾷ θαλάσσῃ, καὶ ἐξηράνθη· καὶ ὡδήγησεν αὐτοὺς ἐν ἀβύσσῳ ὡς ἐν ἐρήμῳ·
[LXX | EL | OT | Psalms | Chapter 105 | Verse 10] Καὶ ἔσωσεν αὐτοὺς ἐκ χειρὸς μισούντων, καὶ ἐλυτρώσατο αὐτοὺς ἐκ χειρὸς ἐχθροῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 11] Ἐκάλυψεν ὕδωρ τοὺς θλίβοντας αὐτοὺς, εἷς ἐξ αὐτῶν οὐχ ὑπελείφθη.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 12] Καὶ ἐπίστευσαν τοῖς λόγοις αὐτοῦ, καὶ ᾔνεσαν τὴν αἴνεσιν αὐτοῦ.
