[LXX | EL | OT | Psalms | Chapter 40 | Verse 1] Εἰς τὸ τέλος, ψαλμὸς τῷ Δαυίδ.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 2] Μακαρίος ὁ συνιῶν ἐπὶ πτωχὸν καὶ πένητα, ἐν ἡμέρᾳ πονηρᾷ ῥύσεται αὐτὸν ὁ Κύριος.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 3] Κύριος φυλάξαι αὐτὸν καὶ ζήσαι αὐτὸν, καὶ μακαρίσαι αὐτὸν ἐν τῇ γῇ, καὶ μὴ παραδοῖ αὐτὸν εἰς χεῖρας ἐχθροῦ αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 4] Κύριος βοηθήσαι αὐτῷ ἐπὶ κλίνης ὀδύνης αὐτοῦ, ὅλην τὴν κοίτην αὐτοῦ ἔστρεψας ἐν τῇ ἀῤῥωστίᾳ αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 5] Ἐγὼ εἶπα, Κύριε ἐλέησόν με, ἴασαι τὴν ψυχήν μου, ὅτι ἥμαρτόν σοι.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 6] Οἱ ἐχθροί μου εἶπαν κακά μοι, πότε ἀποθανεῖται καὶ ἀπολεῖται τὸ ὄνομα αὐτοῦ;
[LXX | EL | OT | Psalms | Chapter 40 | Verse 7] Καὶ εἰ εἰσεπορεύετο τοῦ ἰδεῖν, μάτην ἐλάλει ἡ καρδία αὐτοῦ, συνήγαγεν ἀνομίαν ἑαυτῷ, ἐξεπορεύετο ἔξω, καὶ ἐλάλει
[LXX | EL | OT | Psalms | Chapter 40 | Verse 8] ἐπὶ τὸ αὐτό. Κατʼ ἐμοῦ ἐψιθύριζον πάντες οἱ ἐχθροί μου, κατʼ ἐμοῦ ἐλογίζοντο κακά μοι.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 9] Λόγον παράνομον κατέθεντο κατʼ ἐμοῦ, μὴ ὁ κοιμώμενος οὐχὶ προσθήσει τοῦ ἀναστῆναι;
[LXX | EL | OT | Psalms | Chapter 40 | Verse 10] Καὶ γὰρ ὁ ἄνθρωπος τῆς εἰρήνης μου ἐφʼ ὃν ἤλπισα, ὁ ἐσθίων ἄρτους μου ἐμεγάλυνεν ἐπʼ ἐμὲ πτερνισμόν.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 11] Σὺ δὲ Κύριε ἐλέησόν με, καὶ ἀνάστησόν με, καὶ ἀνταποδώσω αὐτοῖς.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 12] Ἐν τούτῳ ἔγνων, ὅτι τεθέληκάς με ὅτι οὐ μὴ ἐπιχαρῇ ὁ ἐχθρός μου ἐπʼ ἐμέ.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 13] Ἐμοῦ δὲ διὰ τὴν ἀκακίαν ἀντελάβου, καὶ ἐβεβαίωσάς με ἐνώπιόν σου εἰς τὸν αἰῶνα.
[LXX | EL | OT | Psalms | Chapter 40 | Verse 14] Εὐλογητὸς Κύριος ὁ Θεὸς Ἰσραὴλ ἀπὸ τοῦ αἰῶνος καὶ εἰς τὸν αἰῶνα· γένοιτο, γένοιτο.
