[LXX | EL | OT | Psalms | Chapter 89 | Verse 1] Προσευχὴ τοῦ Μωυσῆ ἀνθρώπου τοῦ Θεοῦ. Κύριε, καταφυγὴ ἐγενήθης ἡμῖν ἐν γενεᾷ καὶ γενεᾷ.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 2] Πρὸ τοῦ ὄρη γενηθῆναι καὶ πλασθῆναι τὴν γῆν καὶ τὴν οἰκουμένην, καὶ ἀπὸ τοῦ αἰῶνος ἕως τοῦ αἰῶνος σὺ εἶ.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 3] Μὴ ἀποστρέψῃς ἄνθρωπον εἰς ταπείνωσιν, καὶ εἶπας, ἐπιστρέψατε υἱοὶ ἀνθρώπων;
[LXX | EL | OT | Psalms | Chapter 89 | Verse 4] Ὅτι χίλια ἔτη ἐν ὀφθαλμοῖς σου, ὡς ἡ ἡμέρα ἡ ἐχθὲς ἥτις διῆλθε, καὶ φυλακὴ ἐν νυκτί.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 5] Τὰ ἐξουδενώματα αὐτῶν ἔτη ἔσονται, τοπρωῒ ὡσεὶ χλόη παρέλθοι·
[LXX | EL | OT | Psalms | Chapter 89 | Verse 6] Τοπρωῒ ἀνθήσαι καὶ παρέλθοι, τὸ ἑσπέρας ἀποπέσοι, σκληρυνθείη καὶ ξηρανθείη.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 7] Ὅτι ἐξελίπομεν ἐν τῇ ὀργῇ σου, καὶ ἐν τῷ θυμῷ σου ἐταράχθημεν.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 8] Ἔθου τὰς ἀνομίας ἡμῶν ἐνώπιόν σου, ὁ αἰὼν ἡμῶν εἰς φωτισμὸν τοῦ προσώπου σου.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 9] Ὅτι πᾶσαι αἱ ἡμέραι ἡμῶν ἐξέλιπον, καὶ ἐν τῇ ὀργῇ σου ἐξελίπομεν· τὰ ἔτη ἡμῶν ὡς ἀράχνη ἐμελέτων.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 10] Αἱ ἡμέραι τῶν ἐτῶν ἡμῶν ἐν αὐτοῖς ἑβδομήκοντα ἔτη, ἐὰν δὲ ἐν δυναστείαις, ὀγδοήκοντα ἔτη, καὶ τὸ πλεῖον αὐτῶν κόπος καὶ πόνος· ὅτι ἐπῆλθε πραΰτης ἐφʼ ἡμᾶς, καὶ παιδευθησόμεθα.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 11] Τίς γινώσκει τὸ κράτος τῆς ὀργῆς σου, καὶ ἀπὸ τοῦ φόβου τοῦ θυμοῦ σου ἐξαριθμήσασθαι;
[LXX | EL | OT | Psalms | Chapter 89 | Verse 12] τὴν δεξιάν σου οὕτως γνώρισον, καὶ τοὺς πεπαιδευμένους τῇ καρδίᾳ ἐν σοφίᾳ.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 13] Ἐπίστρεψον, Κύριε· ἕως πότε; καὶ παρακλήθητι ἐπὶ τοῖς δούλοις σου.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 14] Ἐνεπλήσθημεν τοπρωῒ τοῦ ἐλέους σου, καὶ ἠγαλλιασάμεθα καὶ εὐφράνθημεν· ἐν πάσαις ταῖς ἡμέραις ἡμῶν
[LXX | EL | OT | Psalms | Chapter 89 | Verse 15] εὐφρανθείημεν, ἀνθʼ ᾧν ἡμερῶν ἐταπείνωσας ἡμᾶς, ἐτῶν ὧν εἴδομεν κακά.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 16] Καὶ ἴδε ἐπὶ τοὺς δούλους σου καὶ ἐπὶ τὰ ἔργα σου, καὶ ὁδήγησον τοὺς υἱοὺς αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 89 | Verse 17] Καὶ ἔστω ἡ λαμπρότης Κυρίου τοῦ Θεοῦ ἡμῶν ἐφʼ ἡμᾶς, καὶ τὰ ἔργα τῶν χειρῶν ἡμῶν κατεύθυνον ἐφʼ ἡμᾶς.
