[LXX | EL | OT | Psalms | Chapter 84 | Verse 1] Εἰς τὸ τέλος, τοῖς υἱοῖς Κορὲ ψαλμός.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 2] Εὐδόκησας Κύριε τὴν γῆν σου, ἀπέστρεψας τὴν αἰχμαλωσίαν Ἰακώβ.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 3] Ἀφῆκας τὰς ἀνομίας τῷ λαῷ σου, ἐκάλυψας πάσας τὰς ἁμαρτίας αὐτῶν· διάψαλμα.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 4] Κατέπαυσας πᾶσαν τὴν ὀργήν σου, ἀπέστρεψας ἀπὸ ὀργῆς θυμοῦ σου.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 5] Ἐπίστρεψον ἡμᾶς ὁ Θεὸς τῶν σωτηρίων ἡμῶν, καὶ ἀπόστρεψον τὸν θυμόν σου ἀφʼ ἡμῶν.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 6] Μὴ εἰς τὸν αἰῶνα ὀργισθῇς ἡμῖν; ἢ διατενεῖς τὴν ὀργήν σου ἀπὸ γενεᾶς εἰς γενεάν;
[LXX | EL | OT | Psalms | Chapter 84 | Verse 7] Ὁ Θεὸς, σὺ ἐπιστρέψας ζωώσεις ἡμᾶς, καὶ ὁ λαός σου εὐφρανθήσεται ἐπὶ σοί.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 8] Δεῖξον ἡμῖν Κύριε τὸ ἔλεός σου, καὶ τὸ σωτήριόν σου δῴης ἡμῖν.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 9] Ἀκούσομαι τί λαλήσει ἐν ἐμοὶ Κύριος ὁ Θεὸς, ὅτι λαλήσει εἰρήνην ἐπὶ τὸν λαὸν αὐτοῦ, καὶ ἐπὶ τοὺς ὁσίους αὐτοῦ, καὶ ἐπὶ τοὺς ἐπιστρέφοντας πρὸς αὐτὸν καρδίαν.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 10] Πλὴν ἐγγὺς τῶν φοβουμένων αὐτὸν τὸ σωτήριον αὐτοῦ, τοῦ κατασκηνῶσαι δόξαν ἐν τῇ γῇ ἡμῶν.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 11] Ἔλεος καὶ ἀλήθεια συνήντησαν, δικαιοσύνη καὶ εἰρήνη κατεφίλησαν.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 12] Ἀλήθεια ἐκ τῆς γῆς ἀνέτειλε, καὶ δικαιοσύνη ἐκ τοῦ οὐρανοῦ διέκυψε.
[LXX | EL | OT | Psalms | Chapter 84 | Verse 13] Καὶ γὰρ ὁ Κύριος δώσει χρηστότητα, καὶ ἡ γῆ ἡμῶν δώσει τὸν καρπὸν αὐτῆς.
