[LXX | EL | OT | Psalms | Chapter 50 | Verse 1] Εἰς τὸ τέλος, ψαλμὸς τῷ Δαυὶδ,
[LXX | EL | OT | Psalms | Chapter 50 | Verse 2] ἐν τῷ ἐλθεῖν πρὸς αὐτὸν Νάθαν τὸν προφήτην, ἡνίκα εἰσῆλθε πρὸς Βηρσαβεέ.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 3] Ἐλέησον με ὁ Θεὸς κατὰ τὸ μέγα ἔλεός σου, καὶ κατὰ τὸ πλῆθος τῶν οἰκτιρμῶν σου ἐξάλειψον τὸ ἀνόμημά μου.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 4] Ἐπιπλεῖον πλῦνόν με ἀπὸ τῆς ἀνομίας μου, καὶ ἀπὸ τῆς ἁμαρτίας μου καθάρισόν με.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 5] Ὅτι τὴν ἀνομίαν μου ἐγὼ γινώσκω, καὶ ἡ ἁμαρτία μου ἐνώπιόν μου ἐστὶ διαπαντός·
[LXX | EL | OT | Psalms | Chapter 50 | Verse 6] Σοὶ μόνῳ ἥμαρτον, καὶ τὸ πονηρὸν ἐνώπιόν σου ἐποίησα· ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου, καὶ νικήσῃς ἐν τῷ κρίνεσθαί σε.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 7] Ἰδοὺ γὰρ ἐν ἀνομίαις συνελήφθην, καὶ ἐν ἁμαρτίαις ἐκίσσησέ με ἡ μήτηρ μου.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 8] Ἰδοὺ γὰρ ἀλήθειαν ἠγάπησας, τὰ ἄδηλα καὶ τὰ κρύφια τῆς σοφίας σου ἐδήλωσάς μοι.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 9] Ῥαντιεῖς με ὑσσώπῳ καὶ καθαρισθήσομαι, πλυνεῖς με καὶ ὑπὲρ χιόνα λευκανθήσομαι.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 10] Ἀκουτιεῖς με ἀγαλλίασιν καὶ εὐφροσύνην, ἀγαλλιάσονται ὀστᾶ τεταπεινωμένα.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 11] Ἀπόστρεψον τὸ πρόσωπόν σου ἀπὸ τῶν ἁμαρτιῶν μου, καὶ πάσας τὰς ἀνομίας μου ἐξάλειψον.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 12] Καρδίαν καθαρὰν κτίσον ἐν ἐμοὶ ὁ Θεὸς, καὶ πνεῦμα εὐθὲς ἐγκαίνισον ἐν τοῖς ἐγκάτοις μου.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 13] Μὴ ἀποῤῥίψῃς με ἀπὸ τοῦ προσώπου σου, καὶ τὸ πνεῦμα τὸ ἅγιόν σου μὴ ἀντανέλῃς ἀπʼ ἐμοῦ.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 14] Ἀπόδος μοι τὴν ἀγαλλίασιν τοῦ σωτηρίου σου, πνεύματι ἡγεμονικῷ στήριξόν με.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 15] Διδάξω ἀνόμους τὰς ὁδούς σου, καὶ ἀσεβεῖς ἐπὶ σὲ ἐπιστρέψουσι.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 16] Ῥῦσαί με ἐξ αἱμάτων ὁ Θεὸς, ὁ Θεὸς τῆς σωτηρίας μου, ἀγαλλιάσεται ἡ γλῶσσά μου τὴν δικαιοσύνην σου.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 17] Κύριε, τὰ χείλη μου ἀνοίξεις, καὶ τὸ στόμα μου ἀναγγελεῖ τὴν αἴνεσίν σου.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 18] Ὅτι εἰ ἠθέλησας θυσίαν, ἔδωκα ἄν· ὁλοκαυτώματα οὐκ εὐδοκήσεις.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 19] Θυσία τῷ Θεῷ πνεῦμα συντετριμμένον, καρδίαν συντετριμμένην καὶ τεταπεινωμένην ὁ Θεὸς οὐκ ἐξουδενώσει.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 20] Ἀγάθυνον, Κύριε, ἐν τῇ εὐδοκίᾳ σου τὴν Σιὼν, καὶ οἰκοδομηθήτω τὰ τείχη Ἱερουσαλήμ.
[LXX | EL | OT | Psalms | Chapter 50 | Verse 21] Τότε εὐδοκήσεις θυσίαν δικαιοσύνης, ἀναφορὰν, καὶ ὁλοκαυτώματα· τότε ἀνοίσουσιν ἐπὶ τὸ θυσιαστήριόν σου μόσχους.
