[LXX | EL | OT | Psalms | Chapter 18 | Verse 1] Εἰς τὸ τέλος, ψαλμὸς τῷ Δαυίδ.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 2] Οἱ οὐρανοὶ διηγοῦνται δόξαν Θεοῦ, ποίησιν δὲ χειρῶν αὐτοῦ ἀναγγέλλει τὸ στερέωμα.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 3] Ἡμέρα τῇ ἡμέρᾳ ἐρεύγεται ῥῆμα, καὶ νὺξ νυκτὶ ἀναγγέλλει γνῶσιν.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 4] Οὐκ εἰσὶ λαλιαὶ οὐδὲ λόγοι, ὧν οὐχὶ ἀκούονται αἱ φωναὶ αὐτῶν·
[LXX | EL | OT | Psalms | Chapter 18 | Verse 5] Εἰς πᾶσαν τὴν γῆν ἐξῆλθεν ὁ φθόγγος αὐτῶν, καὶ εἰς τὰ πέρατα τῆς οἰκουμένης τὰ ῥήματα αὐτῶν·
[LXX | EL | OT | Psalms | Chapter 18 | Verse 6] ἐν τῷ ἡλίῳ ἔθετο τὸ σκήνωμα αὐτοῦ, καὶ αὐτὸς ὡς νυμφίος ἐκπορευόμενος ἐκ παστοῦ αὐτοῦ· ἀγαλλιάσεται ὡς γίγας δραμεῖν ὁδὸν αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 7] Ἀπʼ ἄκρου τοῦ οὐρανοῦ ἡ ἔξοδος αὐτοῦ· καὶ τὸ κατάντημα αὐτοῦ ἕως ἄκρου τοῦ οὐρανοῦ· καὶ οὐκ ἔστιν ὃς ἀποκρυβήσεται τὴν θέρμην αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 8] Ὁ νόμος τοῦ Κυρίου ἄμωμος ἐπιστρέφων ψυχὰς, ἡ μαρτυρία Κυρίου πιστὴ σοφίζουσα νήπια.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 9] Τὰ δικαιώματα Κυρίου εὐθέα εὐφραίνοντα καρδίαν, ἡ ἐντολὴ Κυρίου τηλαυγὴς φωτίζουσα ὀφθαλμούς.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 10] Ὁ φόβος Κυρίου ἁγνὸς διαμένων εἰς αἰῶνα αἰῶνος, τὰ κρίματα Κυρίου ἀληθινὰ δεδικαιωμένα ἐπὶ τὸ αὐτό·
[LXX | EL | OT | Psalms | Chapter 18 | Verse 11] Ἐπιθυμητὰ ὑπὲρ χρυσίον καὶ λίθον τίμιον πολὺν, καὶ γλυκύτερα ὑπὲρ μέλι καὶ κηρίον.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 12] Καὶ γὰρ ὁ δοῦλός σου φυλάσσει αὐτὰ, ἐν τῷ φυλάσσειν αὐτὰ ἀνταπόδοσις πολλή.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 13] Παραπτώματα τίς συνήσει; ἐκ τῶν κρυφίων μου καθάρισόν με,
[LXX | EL | OT | Psalms | Chapter 18 | Verse 14] καὶ ἀπὸ ἀλλοτρίων φεῖσαι τοῦ δούλου σου· ἐὰν μή μου κατακυριεύσωσι, τότε ἄμωμος ἔσομαι, καὶ καθαρισθήσομαι ἀπὸ ἁμαρτίας μεγάλης.
[LXX | EL | OT | Psalms | Chapter 18 | Verse 15] Καὶ ἔσονται εἰς εὐδοκίαν τὸ λόγια τοῦ στόματός μου, καὶ ἡ μελέτη τῆς καρδίας μου ἐνώπιόν σου διαπαντός· Κύριε βοηθέ μου, καὶ λυτρωτά μου.
