[LXX | EL | OT | Proverbs | Chapter 19 | Verse 3] Ἀφροσύνη ἀνδρὸς λυμαίνεται τὰς ὁδοὺς αὐτοῦ, τὸν δὲ Θεὸν αἰτιᾶται τῇ καρδίᾳ αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 4] Πλοῦτος προστίθησι φίλους πολλοὺς, ὁ δὲ πτωχὸς καὶ ἀπὸ τοῦ ὑπάρχοντος φίλου λείπεται.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 5] Μάρτυς ψευδὴς οὐκ ἀτιμώρητος ἔσται, ὁ δὲ ἐγκαλῶν ἀδίκως οὐ διαφεύξεται.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 6] Πολλοὶ θεραπεύουσι πρόσωπα βασιλέων, πᾶς δὲ ὁ κακὸς γίνεται ὄνειδος ἀνδρί.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 7] Πᾶς ὃς ἀδελφὸν πτωχὸν μισεῖ, καὶ φιλίας μακρὰν ἔσται· ἔννοια ἀγαθὴ τοῖς εἰδόσιν αὐτὴν ἐγγιεῖ, ἀνὴρ δὲ φρόνιμος εὑρήσει αὐτήν· ὁ πολλὰ κακοποιῶν τελεσιουργεῖ κακίαν, ὃς δὲ ἐρεθίζει λόγους, οὐ σωθήσεται.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 8] Ὁ κτώμενος φρόνησιν ἀγαπᾷ ἑαυτὸν, ὃς δὲ φυλάσσει φρόνησιν, εὑρήσει ἀγαθά.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 9] Μάρτυς ψευδὴς οὐκ ἀτιμώρητος ἔσται, ὃς δʼ ἂν ἐκκαύσῃ κακίαν, ἀπολεῖται ὑπʼ αὐτῆς.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 10] Οὐ συμφέρει ἄφρονι τρυφὴ, καὶ ἐὰν οἰκέτης ἄρξηται μεθʼ ὕβρεως δυναστεύειν.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 11] Ἐλεήμων ἀνὴρ μακροθυμεῖ, τὸ δὲ καύχημα αὐτοῦ ἐπέρχεται παρανόμοις.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 12] Βασιλέως ἀπειλὴ ὁμοία βρυγμῷ λέοντος· ὥσπερ δὲ δρόσος ἐπὶ χόρτῳ, οὕτως τὸ ἱλαρὸν αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 13] Αἰσχύνη πατρὶ υἱὸς ἄφρων, οὐχ ἁγναὶ εὐχαὶ ἀπὸ μισθώματος ἑταίρας.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 14] Οἶκον καὶ ὕπαρξιν μερίζουσι πατέρες παισὶ, παρὰ δὲ Κυρίου ἁρμόζεται γυνὴ ἀνδρί.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 15] Δειλία κατέχει ἀνδρόγυνον, ψυχὴ δὲ ἀεργοῦ πεινάσει.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 16] Ὃς φυλάσσει ἐντολὴν, τηρεῖ τὴν ἑαυτοῦ ψυχήν· ὁ δὲ καταφρονῶν τῶν ἑαυτοῦ ὁδῶν, ἀπολεῖται.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 17] Δανείζει Θεῷ ὁ ἐλεῶν πτωχὸν, κατὰ δὲ τὸ δόμα αὐτοῦ ἀνταποδώσει αὐτῷ.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 18] Παίδευε υἱόν σου, οὕτως γὰρ ἔσται εὔελπις, εἰς δὲ ὕβριν μὴ ἐπαίρου τῇ ψυχῇ σου.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 19] Κακόφρων ἀνὴρ πολλὰ ζημιωθήσεται· ἐὰν δὲ λοιμεύηται, καὶ τὴν ψυχὴν αὐτοῦ προσθήσει.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 20] Ἄκουε, υἱὲ, παιδείαν πατρός σου, ἵνα σοφὸς γένῃ ἐπʼ ἐσχάτων σου.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 21] Πολλοὶ λογισμοὶ ἐν καρδίᾳ ἀνδρὸς, ἡ δὲ βουλὴ τοῦ Κυρίου εἰς τὸν αἰῶνα μένει.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 22] Καρπὸς ἀνδρὶ ἐλεημοσύνη, κρείσσων δὲ πτωχὸς δίκαιος ἢ πλούσιος ψευδής.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 23] Φόβος Κυρίου εἰς ζωὴν ἀνδρὶ· ὁ δὲ ἄφοβος αὐλισθήσεται ἐν τόποις οὗ οὐκ ἐπισκοπεῖται γνῶσις.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 24] Ὁ ἐγκρύπτων εἰς τὸν κόλπον αὐτοῦ χεῖρας ἀδίκως, οὐδὲ τῷ στόματι οὐ μὴ προσενείκῃ αὐτάς.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 25] Λοιμοῦ μαστιγουμένου, ἄφρων πανουργότερος γίνεται· ἐὰν δὲ ἐλέγχῃς ἄνδρα φρόνιμον, νοήσει αἴσθησιν.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 26] Ὁ ἀτιμάζων πατέρα καὶ ἀπωθούμενος μητέρα αὐτοῦ, καταισχυνθήσεται καὶ ἐπονείδιστος ἔσται.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 27] Υἱὸς ἀπολειπόμενος φυλάξαι παιδείαν πατρὸς, μελετήσει ῥήσεις κακάς.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 28] Ὁ ἐγγυώμενος παῖδα ἄφρονα, καθυβρίσει δικαίωμα· στόμα δὲ ἀσεβῶν καταπίεται κρίσεις.
[LXX | EL | OT | Proverbs | Chapter 19 | Verse 29] Ἑτοιμάζονται ἀκολάστοις μάστιγες, καὶ τιμωρίαι ὁμοίως ἄφροσιν.
