[LXX | EL | OT | Proverbs | Chapter 25 | Verse 1] Αὗται αἱ παιδεῖαι Σαλωμῶντος αἱ ἀδιάκριτοι, ἃς ἐξεγράψαντο οἱ φίλοι Ἐζεκίου τοῦ βασιλέως τῆς Ἰουδαίας.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 2] Δόξα Θεοῦ κρύπτει λόγον, δόξα δὲ βασιλέως τιμᾷ πράγματα.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 3] Οὐρανὸς ὑψηλὸς, γῆ δὲ βαθεῖα, καρδία δὲ βασιλέως ἀνεξέλεγκτος.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 4] Τύπτε ἀδόκιμον ἀργύριον, καὶ καθαρισθήσεται καθαρὸν ἅπαν.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 5] Κτεῖνε ἀσεβεῖς ἐκ προσώπου βασιλέως, καὶ κατορθώσει ἐν δικαιοσύνῃ ὁ θρόνος αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 6] Μὴ ἀλαζονεύου ἐνώπιον βασιλέως, μηδὲ ἐν τόποις δυναστῶν ὑφίστασο·
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 7] Κρεῖσσον γάρ σοι τὸ ῥηθῆναι, ἀνάβαινε πρὸς μὲ, ἢ ταπεινῶσαί σε ἐν προσώπῳ δυνάστου· ἃ εἶδον οἱ ὀφθαλμοί σου λέγε.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 8] Μὴ πρόσπιπτε εἰς μάχην ταχέως, ἵνα μὴ μεταμεληθῇς ἐπʼ ἐσχάτων· ἡνίκα ἄν σε ὀνειδίσῃ ὁ σὸς φίλος,
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 9] ἀναχώρει εἰς τὰ ὀπίσω· μὴ καταφρόνει,
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 10] μή σε ὀνειδίσῃ μὲν ὁ φίλος, ἡ δὲ μάχη σου καὶ ἡ ἔχθρα οὐκ ἀπέσται, ἀλλὰ ἔσται σοι ἴση θανάτῳ· χάρις καὶ φιλία ἐλευθεροῖ, ἃς τήρησον σεαυτῷ, ἵνα μὴ ἐπονείδιστος γένῃ, ἀλλὰ φύλαξον τὰς ὁδούς σου εὐσυναλλάκτως.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 11] Μῆλον χρυσοῦν ἐν ὁρμίσκῳ σαρδίου, οὕτως εἰπεῖν λόγον.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 12] Εἰς ἐνώτιον χρυσοῦν καὶ σάρδιον πολυτελὲς δέδεται, λόγος σοφὸς εἰς εὐήκοον οὖς.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 13] Ὥσπερ ἔξοδος χιόνος ἐν ἀμητῷ κατὰ καῦμα ὠφελεῖ, οὕτως ἄγγελος πιστὸς τοὺς ἀποστείλαντας αὐτόν· ψυχὰς γὰρ τῶν αὐτῷ χρωμένων ὠφελεῖ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 14] Ὥσπερ ἄνεμοι καὶ νέφη καὶ ὑετοὶ, ἐπιφανέστατα, οὕτως ὁ καυχώμενος ἐπὶ δόσει ψευδεῖ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 15] Ἐν μακροθυμίᾳ εὐοδία βασιλεῦσι, γλῶσσα δὲ μαλακὴ συντρίβει ὀστᾶ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 16] Μέλι εὑρὼν φάγε τὸ ἱκανὸν, μή ποτε πλησθεὶς ἐξεμέσῃς.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 17] Σπάνιον εἴσαγε σὸν πόδα πρὸς σεαυτοῦ φίλον, μή ποτε πλησθείς σου μισήσῃ σε.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 18] Ῥόπαλον καὶ μάχαιρα καὶ τόξευμα ἀκιδωτὸν, οὕτως καὶ ἀνὴρ ὁ καταμαρτυρῶν τοῦ φίλου αὐτοῦ μαρτυρίαν ψευδῆ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 19] Οδὸς κακοῦ καὶ ποὺς παρανόμου ὀλεῖται ἐν ἡμέρᾳ κακῇ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 20] Ὥσπερ ὄξος ἕλκει ἀσύμφορον, οὕτως προσπεσὸν πάθος ἐν σώματι καρδίαν λυπεῖ· ὥσπερ σὴς ἐν ἱματίῳ καὶ σκώληξ ξύλῳ, οὕτως λύπη ἀνδρὸς βλάπτει καρδίαν.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 21] Ἐὰν πεινᾷ ὁ ἐχθρός σου, ψώμιζε αὐτὸν, ἐὰν διψᾷ, πότιζε αὐτόν·
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 22] Τοῦτο γὰρ ποιῶν ἄνθρακας πυρὸς σωρεύσεις ἐπὶ τὴν κεφαλὴν αὐτοῦ, ὁ δὲ Κύριος ἀνταποδώσει σοι ἀγαθά.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 23] Ἄνεμος Βορέας ἐξεγείρει νέφη, πρόσωπον δὲ ἀναιδὲς γλῶσσαν ἐρεθίζει·
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 24] Κρεῖσσον οἰκεῖν ἐπὶ γωνίας δώματος, ἢ μετὰ γυναικὸς λοιδόρου ἐν οἰκίᾳ κοινῇ.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 25] Ὥσπερ ὕδωρ ψυχρὸν ψυχῇ διψώσῃ προσηνὲς, οὕτως ἀγγελία ἀγαθὴ ἐκ γῆς μακρόθεν.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 26] Ὥσπερ εἴ τις πηγὴν φράσσοι καὶ ὕδατος ἔξοδον λυμαίνοιτο, οὕτως ἄκοσμον δίκαιον πεπτωκέναι ἐνώπιον ἀσεβοῦς.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 27] Ἐσθίειν μέλι πολὺ οὐ καλὸν, τιμᾷν δὲ χρὴ λόγους ἐνδόξους.
[LXX | EL | OT | Proverbs | Chapter 25 | Verse 28] Ὥσπερ πόλις τὰ τείχη καταβεβλημένη καὶ ἀτείχιστος, οὕτως ἀνὴρ ὃς οὐ μετὰ βουλῆς τι πράσσει.
