[LXX | EL | OT | Proverbs | Chapter 27 | Verse 1] Μὴ καυχῶ τὰ εἰς αὔριον, οὐ γὰρ γινώσκεις τί τέξεται ἡ ἐπιοῦσα.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 2] Ἐγκωμιαζέτω σε ὁ πέλας καὶ μὴ τὸ σὸν στόμα, ἀλλότριος καὶ μὴ τὰ σὰ χείλη.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 3] Βαρὺ λίθος καὶ δυσβάστακτον ἄμμος, ὀργὴ δὲ ἄφρονος βαρυτέρα ἀμφοτέρων.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 4] Ἀνελεήμων θυμὸς καὶ ὀξεῖα ὀργὴ, ἀλλʼ οὐδὲν ὑφίσταται ζῆλος.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 5] Κρείσσους ἔλεγχοι ἀποκεκαλυμμένοι κρυπτομένης φιλίας.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 6] Ἀξιοπιστότερά ἐστι τραύματα φίλου, ἢ ἑκούσια φιλήματα ἐχθροῦ.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 7] Ψυχὴ ἐν πλησμονῇ οὖσα κηρίοις ἐμπαίζει, ψυχῇ δὲ ἐνδεεῖ καὶ τὰ πικρὰ γλυκέα φαίνεται.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 8] Ὥσπερ ὅταν ὄρνεον καταπετασθῇ ἐκ τῆς ἰδίας νοσσιᾶς, οὕτως ἄνθρωπος δουλοῦται ὅταν ἀποξενωθῇ ἐκ τῶν ἰδίων τόπων.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 9] Μύροις καὶ οἴνοις καὶ θυμιάμασι τέρπεται καρδία, καταῤῥήγνυται δὲ ὑπὸ συμπτωμάτων ψυχή.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 10] Φίλον σὸν ἢ φίλον πατρῷον μὴ ἐγκαταλίπῃς, εἰς δὲ τὸν οἶκον τοῦ ἀδελφοῦ σου μὴ εἰσέλθῃς ἀτυχῶν· κρείσσων φίλος ἐγγὺς, ἢ ἀδελφὸς μακρὰν οἰκῶν.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 11] Σοφὸς γίνου υἱὲ, ἵνα σου εὐφραίνηται ἡ καρδία, καὶ ἀπόστρεψον ἀπὸ σοῦ ἐπονειδίστους λόγους.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 12] Πανοῦργος κακῶν ἐπερχομένων ἀπεκρύβη, ἄφρονες δὲ ἐπελθόντες ζημίαν τίσουσιν.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 13] Ἀφελοῦ τὸ ἱμάτιον αὐτοῦ, παρῆλθε γὰρ ὑβριστὴς, ὅστις τὰ ἀλλότρια λυμαίνεται.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 14] Ὃς ἂν εὐλογῇ θίλον τοπρωῒ μεγάλῃ τῇ φωνῇ, καταρωμένου οὐδὲν διαφέρειν δόξει.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 15] Σταγόνες ἐκβάλλουσιν ἄνθρωπον ἐν ἡμέρᾳ χειμερινῇ ἐκ τοῦ οἴκου αὐτοῦ, ὡσαύτως καὶ γυνὴ λοίδορος ἐκ τοῦ ἰδίου οἴκου.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 16] Βορέας σκληρὸς ἄνεμος, ὀνόματι δὲ ἐπιδέξιος καλεῖται.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 17] Σίδηρος σίδηρον ὀξύνει, ἀνὴρ δὲ παροξύνει πρόσωπον ἑταίρου.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 18] Ὃς φυτεύει συκὴν φάγεται τοὺς καρποὺς αὐτῆς, ὃς δὲ φυλάσσει τὸν ἑαυτοῦ κύριον τιμηθήσεται.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 19] Ὥσπερ οὐχ ὅμοια πρόσωπα προσώποις, οὕτως οὐδὲ αἱ διάνοιαι τῶν ἀνθρώπων.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 20] Ἅδης καὶ ἀπώλεια οὐκ ἐμπίμπλανται, ὡσαύτως καὶ οἱ ὀφθαλμοὶ τῶν ἀνθρώπων ἄπληστοι· βδέλυγμα Κυρίῳ στηρίζων ὀφθαλμὸν, καὶ οἱ ἀπαίδευτοι ἀκρατεῖς γλώσσῃ.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 21] Δοκίμιον ἀργυρίῳ καὶ χρυσῷ πύρωσις, ἀνὴρ δὲ δοκιμάζεται διὰ στόματος ἐγκωμιαζόντων αὐτόν. καρδία ἀνόμου ἐκζητεῖ κακὰ, καρδία δὲ εὐθὴς ζητεῖ γνῶσιν.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 22] Ἐὰν μαστιγοῖς ἄφρονα ἐν μέσῳ συνεδρίου ἀτιμάζων, οὐ μὴ περιέλῃς τὴν ἀφροσύνην αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 23] Γνωστῶς ἐπιγνώσῃ ψυχὰς ποιμνίου σου, καὶ ἐπιστήσεις καρδίαν σου σαῖς ἀγέλαις.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 24] Ὅτι οὐκ εἰς τὸν αἰῶνα ἀνδρὶ κράτος καὶ ἰσχὺς, οὐδὲ παραδίδωσιν ἐκ γενεᾶς εἰς γενεάν.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 25] Ἐπιμελοῦ τῶν ἐν τῷ πεδίῳ χλωρῶν, καὶ κερεῖς πόαν, καὶ σύναγε χόρτον ὀρεινὸν,
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 26] ἵνα ἔχῃς πρόβατα εἰς ἱματισμόν· τίμα πεδίον, ἵνα ὠσί σοι ἄρνες.
[LXX | EL | OT | Proverbs | Chapter 27 | Verse 27] Υἱὲ, παρʼ ἐμοῦ ἔχεις ῥήσεις ἰσχυρὰς εἰς τὴν ζωήν σου, καὶ εἰς τὴν ζωὴν σῶν θεραπόντων.
