[LXX | EL | OT | Proverbs | Chapter 13 | Verse 1] Υἱὸς πανοῦργος ὑπήκοος πατρὶ, υἱὸς δὲ ἀνήκοος ἐν ἀπωλείᾳ.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 2] Ἀπὸ καρπῶν δικαιοσύνης φάγεται ἀγαθὸς, ψυχαὶ δὲ παρανόμων ὀλοῦνται ἄωροι.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 3] Ὃς φυλάσσει τὸ ἑαυτοῦ στόμα τηρεῖ τὴν ἑαυτοῦ ψυχὴν, ὁ δὲ προπετὴς χείλεσι πτοήσει ἑαυτόν.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 4] Ἐν ἐπιθυμίαις ἐστὶ πᾶς ἀεργὸς, χεῖρες δὲ ἀνδρείων ἐν ἐπιμελείᾳ.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 5] Λόγον ἄδικον μισεῖ δίκαιος, ἀσεβὴς δὲ αἰσχύνεται, καὶ οὐκ ἕξει παῤῥησίαν.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 7] Εἰσὶν οἱ πλουτίζοντες ἑαυτοὺς μηδὲν ἔχοντες, καὶ εἰσὶν οἱ ταπεινοῦντες ἑαυτοὺς ἐν πολλῷ πλούτῳ.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 8] Λύτρον ἀνδρὸς ψυχῆς ὁ ἴδιος πλοῦτος, πτωχὸς δὲ οὐχ ὑφίσταται ἀπειλήν.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 9] Φῶς δικαίοις διαπαντὸς, φῶς δὲ ἀσεβῶν σβέννυται· ψυχαὶ δόλιαι πλανῶνται ἐν ἁμαρτίαις, δίκαιοι δὲ οἰκτείρουσι καὶ ἐλεοῦσι.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 10] Κακὸς μεθʼ ὕβρεως πράσσει κακὰ, οἱ δʼ ἑαυτῶν ἐπιγνώμονες σοφοί.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 11] Ὕπαρξις ἐπισπουδαζομένη μετὰ ἀνομίας, ἐλάσσων γίνεται, ὁ δὲ συνάγων ἑαυτῷ μετʼ εὐσεβείας πληθυνθήσεται· δίκαιος οἰκτείρει καὶ κιχρᾷ.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 12] Κρείσσων ἐναρχόμενος βοηθῶν καρδίᾳ, τοῦ ἐπαγγελλομένου καὶ εἰς ἐλπίδα ἄγοντος· δένδρον γὰρ ζωῆς, ἐπιθυμία ἀγαθή.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 13] Ὃς καταφρονεῖ πράγματος, καταφρονηθήσεται ὑπʼ αὐτοῦ· ὁ δὲ φοβούμενος ἐντολὴν, οὗτος ὑγιαίνει· υἱῷ δολίῳ οὐδὲν ἔσται ἀγαθὸν, οἰκέτῃ δὲ σοφῷ εὔοδοι ἔσονται πράξεις, καὶ κατευθυνθήσεται ἡ ὁδὸς αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 14] Νόμος σοφοῦ πηγὴ ζωῆς, ὁ δὲ ἄνους ὑπὸ παγίδος θανεῖται.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 15] Σύνεσις ἀγαθὴ δίδωσι χάριν, τὸ δὲ γνῶναι νόμον διανοίας ἐστὶν ἀγαθῆς, ὁδοὶ δὲ καταφρονούντων ἐν ἀπωλείᾳ.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 16] Πᾶς πανοῦργος πράσσει μετὰ γνώσεως, ὁ δὲ ἄφρων ἐξεπέτασεν ἑαυτοῦ κακίαν.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 17] Βασιλεὺς θρασὺς ἐμπεσεῖται εἰς κακὰ, ἄγγελος δὲ σοφὸς ῥύσεται αὐτόν.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 18] Πενίαν καὶ ἀτιμίαν ἀφαιρεῖται παιδεία, ὁ δὲ φυλάσσων ἐλέγχους δοξασθήσεται.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 19] Ἐπιθυμίαι εὐσεβῶν ἡδύνουσι ψυχὴν, ἔργα δὲ ἀσεβῶν μακρὰν ἀπὸ γνώσεως.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 20] Συμπορευόμενος σοφοῖς σοφὸς ἔσῃ, ὁ δὲ συμπορευόμενος ἄφροσι γνωσθήσεται.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 21] Ἁμαρτάνοντας καταδιώξεται κακὰ, τοὺς δὲ δικαίους καταλήψεται ἀγαθά.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 22] Ἀγαθὸς ἀνὴρ κληρονομήσει υἱοὺς υἱῶν, θησαυρίζεται δὲ δικαίοις πλοῦτος ἀσεβῶν.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 23] Δίκαιοι ποιήσουσιν ἐν πλούτῳ ἔτη πολλὰ, ἄδικοι δὲ ἀπολοῦνται συντόμως.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 24] Ὃς φείδεται τῆς βακτηρίας, μισεῖ τὸν υἱὸν αὐτοῦ ὁ δὲ ἀγαπῶν, ἐπιμελῶς παιδεύει.
[LXX | EL | OT | Proverbs | Chapter 13 | Verse 25] Δίκαιος ἔσθων ἐμπιπλᾷ τὴν ψυχὴν αὐτοῦ, ψυχαὶ δὲ ἀσεβῶν ἐνδεεῖς.
