[LXX | EL | OT | Proverbs | Chapter 14 | Verse 1] Σοφαὶ γυναῖκες ᾠκοδόμησαν οἴκους, ἡ δὲ ἄφρων κατέσκαψε ταῖς χερσὶν αὐτῆς.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 2] Ὁ πορευόμενος ὀρθῶς φοβεῖται τὸν Κύριον, ὁ δὲ σκολιάζων ταῖς ὁδοῖς αὐτοῦ ἀτιμασθήσεται.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 3] Ἐκ στόματος ἀφρόνων βακτηρία ὕβρεως, χείλη δὲ σοφῶν φυλάσσει αὐτούς.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 4] Οὗ μή εἰσι βόες, φάτναι καθαραί· οὗ δὲ πολλὰ γεννήματα, φανερὰ βοὸς ἰσχύς.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 5] Μάρτυς πιστὸς οὐ ψεύδεται, ἐκκαίει δὲ ψευδῆ μάρτυς ἄδικος.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 6] Ζητήσεις σοφίαν παρὰ κακοῖς καὶ οὐχ εὑρήσεις, αἴσθησις δὲ παρὰ φρονίμοις εὐχερής.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 7] Πάντα ἐναντία ἀνδρὶ ἄφρονι, ὅπλα δὲ αἰσθήσεως χείλη σοφά.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 8] Σοφία πανούργων ἐπιγνώσεται τὰς ὁδοὺς αὐτῶν, ἄνοια δὲ ἀφρόνων ἐν πλάνῃ.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 9] Οἰκίαι παρανόμων ὀφειλήσουσι καθαρισμὸν, οἰκίαι δὲ δικαίων δεκταί.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 10] Καρδία ἀνδρὸς αἰσθητικὴ, λυπηρὰ ψυχὴ αὐτοῦ, ὅταν δὲ εὐφραίνηται οὐκ ἐπιμίγνυται ὕβρει.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 11] Οἰκίαι ἀσεβῶν ἀφανισθήσονται, σκηναὶ δὲ κατορθούντων στήσονται.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 12] Ἔστιν ὁδὸς ἣ δοκεῖ παρὰ ἀνθρώποις ὀρθὴ εἶναι, τὰ δὲ τελευταῖα αὐτῆς ἔρχεται εἰς πυθμένα ᾅδου.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 13] Ἐν εὐφροσύναις οὐ προσμίγνυται λύπη, τελευταῖα δὲ χαρὰ εἰς πένθος ἔρχεται.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 14] Τῶν ἑαυτοῦ ὁδῶν πλησθήσεται θρασυκάρδιος, ἀπὸ δὲ τῶν διανοημάτων αὐτοῦ ἀνὴρ ἀγαθός.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 15] Ἄκακος πιστεύει παντὶ λόγῳ, πανοῦργος δὲ ἔρχεται εἰς μετάνοιαν.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 16] Σοφὸς φοβηθεὶς ἐξέκλινεν ἀπὸ κακοῦ, ὁ δὲ ἄφρων ἑαυτῷ πεποιθὼς μίγνυται ἀνόμῳ.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 17] Ὀξύθυμος πράσσει μετὰ ἀβουλίας, ἀνὴρ δὲ φρόνιμος πολλὰ ὑποφέρει.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 18] Μεριοῦνται ἄφρονες κακίαν, οἱ δὲ πανοῦργοι κρατήσουσιν αἰσθήσεως.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 19] Ὀλισθήσουσι κακοὶ ἔναντι ἀγαθῶν, καὶ ἀσεβεῖς θεραπεύσουσι θύρας δικαίων.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 20] Φίλοι μισήσουσι φίλους πτωχούς, φίλοι δὲ πλουσίων πολλοί.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 21] Ὁ ἀτιμάζων πένητας ἁμαρτάνει, ἐλεῶν δὲ πτωχοὺς μακαριστός.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 22] Πλανώμενοι τεκταίνουσι κακά, ἔλεον δὲ καὶ ἀλήθειαν τεκταίνουσιν ἀγαθοί· οὐκ ἐπίστανται ἔλεον καὶ πίστιν τέκτονες κακῶν, ἐλεημοσύναι δὲ καὶ πίστεις παρὰ τέκτοσιν ἀγαθοῖς.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 23] Ἐν παντὶ μεριμνῶντι ἔνεστι περισσόν, ὁ δὲ ἡδὺς καὶ ἀνάλγητος ἐν ἐνδείᾳ ἔσται.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 24] Στέφανος σοφῶν πανοῦργος, ἡ δὲ διατριβὴ ἀφρόνων κακή.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 25] Ῥύσεται ἐκ κακῶν ψυχὴν μάρτυς πιστὸς, ἐκκαίει δὲ ψευδῆ δόλιος.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 26] Ἐν φόβῳ Κυρίου ἐλπὶς ἰσχύος, τοῖς δὲ τέκνοις αὐτοῦ καταλείπει ἔρεισμα.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 27] Πρόσταγμα Κυρίου πηγὴ ζωῆς, ποιεῖ δὲ ἐκκλίνειν ἐκ παγίδος θανάτου.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 28] Ἐν πολλῷ ἔθνει δόξα βασιλέως, ἐν δὲ ἐκλείψει λαοῦ συντριβὴ δυνάστου.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 29] Μακρόθυμος ἀνὴρ πολὺς ἐν φρονήσει, ὁ δὲ ὀλιγόψυχος ἰσχυρῶς ἄφρων.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 30] Πρᾳΰθυμος ἀνὴρ καρδίας ἰατρὸς, σὴς δὲ ὀστέων καρδία αἰσθητική·
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 31] Ὁ συκοφαντῶν πένητα παροξύνει τὸν ποιήσαντα αὐτὸν, ὁ δὲ τιμῶν αὐτὸν ἐλεεῖ πτωχόν.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 32] Ἐν κακίᾳ αὐτοῦ ἀπωσθήσεται ἀσεβής, ὁ δὲ πεποιθὼς τῇ ἑαυτοῦ ὁσιότητι δίκαιος.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 33] Ἐν καρδίᾳ ἀγαθῇ ἀνδρὸς σοφία, ἐν δὲ καρδίᾳ ἀφρόνων οὐ διαγινώσκεται.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 34] Δικαιοσύνη ὑψοῖ ἔθνος, ἐλασσονοῦσι δὲ φυλὰς ἁμαρτίαι.
[LXX | EL | OT | Proverbs | Chapter 14 | Verse 35] Δεκτὸς βασιλεῖ ὑπηρέτης νοήμων, τῇ δὲ ἑαυτοῦ εὐστροφίᾳ ἀφαιρεῖται ἀτιμίαν.
