[LXX | EL | OT | Proverbs | Chapter 28 | Verse 1] Φεύγει ἀσεβὴς μηδενὸς διώκοντος, δίκαιος δὲ ὥσπερ λέων πέποιθε.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 2] Διʼ ἁμαρτίας ἀσεβῶν κρίσεις ἐγείρονται, ἀνὴρ δὲ πανοῦργος κατασβέσει αὐτάς.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 3] Ἀνδρεῖος ἐν ἀσεβείαις συκοφαντεῖ πτωχούς· ὥσπερ ὑετὸς λάβρος καὶ ἀνωφελὴς,
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 4] οὕτως οἱ ἐγκαταλείποντες τὸν νόμον ἐγκωμιάζουσιν ἀσέβειαν· οἱ δὲ ἀγαπῶντες τὸν νόμον, περιβάλλουσιν ἑαυτοῖς τεῖχος.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 5] Ἄνδρες κακοὶ οὐ συνήσουσι κρίμα, οἱ δὲ ζητοῦντες τὸν Κύριον συνήσουσιν ἐν παντί.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 6] Κρείσσων πτωχὸς πορευόμενος ἐν ἀληθείᾳ, πλουσίου ψευδοῦς.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 7] Φυλάσσει νόμον υἱὸς συνετὸς, ὃς δὲ ποιμαίνει ἀσωτίαν ἀτιμάζει πατέρα.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 8] Ὁ πληθύνων τὸν πλοῦτον αὐτοῦ μετὰ τόκων καὶ πλεονασμῶν, τῷ ἐλεῶντι πτωχοὺς συνάγει αὐτόν.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 9] Ὁ ἐκκλίνων τὸ οὖς αὐτοῦ μὴ εἰσακοῦσαι νόμου, καὶ αὐτὸς τὴν προσευχὴν αὐτοῦ ἐβδέλυκται.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 10] Ὃς πλανᾷ εὐθεῖς ἐν ὁδῷ κακῇ, εἰς διαφθορὰν αὐτὸς ἐμπεσεῖται· οἱ δὲ ἄνομοι διελεύσονται ἀγαθὰ, καὶ οὐκ εἰσελεύσονται εἰς αὐτά.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 11] Σοφὸς παρʼ ἑαυτῷ ἀνὴρ πλούσιος, πένης δὲ νοήμων καταγνώσεται αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 12] Διὰ βοήθειαν δικαίων πολλὴ γίνεται δόξα, ἐν δὲ τόποις ἀσεβῶν ἁλίσκονται ἄνθρωποι.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 13] Ὁ ἐπικαλύπτων ἀσέβειαν ἑαυτοῦ οὐκ εὐοδωθήσεται, ὁ δὲ ἐξηγούμενος ἐλέγχους ἀγαπηθήσεται.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 14] Μακάριος ἀνὴρ ὃς καταπτήσσει πάντα διʼ εὐλάβειαν, ὁ δὲ σκληρὸς τὴν καρδίαν ἐμπεσεῖται κακοῖς.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 15] Λέων πεινῶν καὶ λύκος διψῶν, ὃς τυραννεῖ, πτωχὸς ὢν, ἔθνους πενιχροῦ.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 16] Βασιλεὺς ἐνδεὴς προσόδων μέγας συκοφάντης, ὁ δὲ μισῶν ἀδικίαν μακρὸν χρόνον ζήσεται.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 17] Ἄνδρα τὸν ἐν αἰτίᾳ φόνου ὁ ἐγγυώμενος, φυγὰς ἔσται καὶ οὐκ ἐν ἀσφαλείᾳ· παίδευε υἱὸν καὶ ἀγαπήσει σε, καὶ δώσει κόσμον τῇ σῇ ψυχῇ, οὐ μὴ ὑπακούσει ἔθνει παρανόμῳ.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 18] Ὁ πορευόμενος δικαίως βεβοήθηται, ὁ δὲ σκολιαῖς ὁδοῖς πορευόμενος ἐμπλακήσεται.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 19] Ὁ ἐργαζόμενος τὴν ἑαυτοῦ γῆν πλησθήσεται ἄρτων, ὁ δὲ διώκων σχολὴν πλησθήσεται πενίας.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 20] Ἀνὴρ ἀξιόπιστος πολλὰ εὐλογηθήσεται, ὁ δὲ κακὸς οὐκ ἀτιμώρητος ἔσται.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 21] Ὃς οὐκ αἰσχύνεται πρόσωπα δικαίων, οὐκ ἀγαθὸς, ὁ τοιοῦτος ψωμοῦ ἄρτου ἀποδώσεται ἄνδρα.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 22] Σπεύδει πλουτεῖν ἀνὴρ βάσκανος, καὶ οὐκ οἶδεν ὅτι ἐλεήμων κρατήσει αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 28 | Verse 23] Ὁ ἐλέγχων ἀνθρώπου ὁδοὺς, χάριτας ἕξει μᾶλλον τοῦ γλωσσοχαριτοῦντος.
