[LXX | EL | OT | Proverbs | Chapter 7 | Verse 1] Υἱὲ φύλασσε ἐμοὺς λόγους, τὰς δὲ ἐμὰς ἐντολὰς κρύψον παρὰ σεαυτῷ· Υἱὲ τίμα τὸν Κύριον καὶ ἰσχύσεις, πλὴν δὲ αὐτοῦ μὴ φοβοῦ ἄλλον·
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 2] φύλαξον ἐμὰς ἐντολὰς καὶ βιώσεις, τοὺς δὲ ἐμοὺς λόγους ὥσπερ κόρας ὀμμάτων.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 3] Περίθου δὲ αὐτοὺς σοῖς δακτύλοις, ἐπίγραψον δὲ ἐπὶ τὸ πλάτος τῆς καρδίας σου.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 4] Εἰπὸν τὴν σοφίαν σὴν ἀδελφὴν εἶναι, τὴν δὲ φρόνησιν γνώριμον περιποίησαι σεαυτῷ.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 5] Ἵνα σε τηρήσῃ ἀπὸ γυναικὸς ἀλλοτρίας καὶ πονηρᾶς, ἐάν σε λόγοις τοῖς πρὸς χάριν ἐμβάληται.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 6] Ἀπὸ γὰρ θυρίδος ἐκ τοῦ οἴκου αὐτῆς εἰς τὰς πλατείας παρακύπτουσα,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 7] ὃν ἂν ἴδῃ τῶν ἀφρόνων τέκνων νεανίαν ἐνδεῆ φρενῶν,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 8] παραπορευόμενον παρὰ γωνίαν ἐν διόδοις οἴκων αὐτῆς, καὶ λαλοῦντα
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 9] ἐν σκότει ἑσπερινῷ, ἡνίκα ἂν ἡσυχία νυκτερινὴ καὶ γνοφώδης,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 10] ἡ δὲ γυνὴ συναντᾷ αὐτῷ, εἶδος ἔχουσα πορνικὸν, ἣ ποιεῖ νέων ἐξίπτασθαι καρδίας.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 11] Ἀνεπτερωμένη δέ ἐστι καὶ ἄσωτος, ἐν οἴκῳ δὲ οὐχ ἡσυχάζουσιν οἱ πόδες αὐτῆς.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 12] Χρόνον γάρ τινα ἔξω ῥέμβεται, χρόνον δὲ ἐν πλατείαις παρὰ πᾶσαν γωνίαν ἐνεδρεύει.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 13] Εἶτα ἐπιλαβομένη ἐφίλησεν αὐτὸν, ἀναιδεῖ δὲ προσώπῳ προσεῖπεν αὐτῷ,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 14] θυσία εἰρηνική μοι ἐστὶ, σήμερον ἀποδίδωμι τὰς εὐχάς μου.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 15] Ἕνεκα τούτου ἐξῆλθον εἰς συνάντησίν σοι, ποθοῦσα τὸ σὸν πρόσωπον, εὕρηκά σε.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 16] κειρίαις τέτακα τὴν κλίνην μου, ἀμφιτάποις δὲ ἔστρωκα τοῖς ἀπʼ Αἰγύπτου.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 17] Διέῤῥαγκα τὴν κοίτην μου κροκίνῳ, τὸν δὲ οἶκόν μου κινναμώμῳ·
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 18] Ἐλθὲ καὶ ἀπολαύσωμεν φιλίας ἕως ὄρθρου, δεῦρο καὶ ἐλκυλισθῶμεν ἔρωτι.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 19] Οὐ γὰρ πάρεστιν ὁ ἀνήρ μου ἐν οἴκω, πεπόρευται δὲ ὁδὸν μακράν,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 20] ἔνδεσμον ἀργυρίου λαβὼν ἐν χειρὶ αὐτοῦ, διʼ ἡμερῶν πολλῶν ἐπανήξει εἰς τὸν οἶκον αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 21] Ἀπεπλάνησε δὲ αὐτὸν πολλῇ ὁμιλίᾳ, βρόχοις τε τοῖς ἀπὸ χειλέων ἐξώκειλεν αὐτόν.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 22] Ὁ δὲ ἐπηκολούθησεν αὐτῇ κεπφωθείς· ὥσπερ δὲ βοῦς ἐπὶ σφαγὴν ἄγεται, καὶ ὥσπερ κύων ἐπὶ δεσμοὺς,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 23] ἢ ὡς ἔλαφος τοξεύματι πεπληγὼς εἰς τὸ ἧπαρ· σπεύδει δὲ ὥσπερ ὄρνεον εἰς παγίδα, οὐκ εἰδὼς ὅτι περὶ ψυχῆς τρέχει.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 24] Νῦν οὖν υἱὲ ἄκουέ μου, καὶ πρόσεχε ῥήμασι στόματός μου.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 25] Μὴ ἐκκλινάτω εἰς τὰς ὁδοὺς αὐτῆς ἡ καρδία σου,
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 26] πολλοὺς γὰρ τρώσασα καταβέβληκε, καὶ ἀναρίθμητοί εἰσιν οὓς πεφόνευκεν.
[LXX | EL | OT | Proverbs | Chapter 7 | Verse 27] Ὁδοὶ ᾅδου ὁ οἶκος αὐτῆς, κατάγουσαι εἰς τὰ ταμιεῖα τοῦ θανάτου.
