[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 1] Καὶ ἐκεῖ ἐπικαλούμενος υἱὸς παράνομος, καὶ ὄνομα αὐτῷ Σαβεὲ, υἱὸς Βοχορί ἀνὴρ ὁ Ἰεμινὶ, καὶ ἐσάλπισε τῇ κερατίνῃ, καὶ εἶπεν, οὐκ ἔστιν ἡμῖν μερὶς ἐν Δαυὶδ, οὐδὲ κληρονομία ἡμῖν ἐν τῷ υἱῷ Ἰεσσαί· ἀνὴρ εἰς τὰ σκηνώματά σου, Ἰσραήλ.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 2] Καὶ ἀνέβη πᾶς ἀνὴρ Ἰσραὴλ ἀπὸ ὄπισθεν Δαυὶδ ὀπίσω Σαβεὲ υἱοῦ Βοχορί· καὶ ἀνὴρ Ἰούδα ἐκολλήθη τῷ βασιλεῖ αὐτῶν, ἀπὸ τοῦ Ἰορδάνου καὶ ἕως Ἰερουσαλήμ.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 3] Καὶ εἰσῆλθε Δαυὶδ εἰς τὸν οἶκον αὐτοῦ εἰς Ἱερουσαλήμ· καὶ ἔλαβεν ὁ βασιλεὺς τὰς δέκα γυναῖκας τὰς παλλακὰς αὐτοῦ, ἃς ἀφῆκε φυλάσσειν τὸν οἶκον, καὶ ἔδωκεν αὐτὰς ἐν οἴκῳ φυλακῆς, καὶ διέθρεψεν αὐτὰς, καὶ πρὸς αὐτὰς οὐκ εἰσῆλθε· καὶ ἦσαν συνεχόμεναι ἕως ἡμέρας θανάτου αὐτῶν χῆραι ζῶσαι.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 4] Καὶ εἶπεν ὁ βασιλεὺς πρὸς Ἀμεσσαῒ, βόησόν μοι τὸν ἄνδρα Ἰούδα τρεῖς ἡμέρας, σὺ δὲ αὐτοῦ στῆθι.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 5] Καὶ ἐπορεύθη Ἀμεσσαῒ τοῦ βοῆσαι τὸν Ἰούδαν, καὶ ἐχρόνισεν ἀπὸ τοῦ καιροῦ οὗ ἐτάξατο αὐτῷ Δαυίδ.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 6] Καὶ εἶπε Δαυὶδ πρὸς Ἀμεσσαῒ, νῦν κακοποιήσει ἡμᾶς Σαβεὲ υἱὸς Βοχορὶ ὑπὲρ Ἀβεσσαλώμ· καὶ νῦν σὺ λάβε μετὰ σεαυτοῦ τοὺς παῖδας τοῦ κυρίου σου, καὶ καταδίωξον ὀπίσω αὐτοῦ, μή ποτε ἑαυτῷ εὕρῃ πόλεις ὀχυρὰς, καὶ σκιάσει τοὺς ὀφθαλμοὺς ἡμῶν.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 7] Καὶ ἐξῆλθον ὀπίσω αὐτοὺ Ἀβεσσαῒ καὶ οἱ ἄνδρες Ἰωὰβ, καὶ ὁ Χερεθὶ, καὶ ὁ Φελεθὶ, καὶ πάντες οἱ δυνατοὶ, καὶ ἐξῆλθον ἐξ Ἱερουσαλὴμ διῶξαι ὀπίσω Σαβεὲ υἱοῦ Βοχορί.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 8] Καὶ αὐτοὶ παρὰ τῷ λίθῳ τῷ μεγάλῳ τῷ ἐν Γαβαών· καὶ Ἀμεσσαῒ εἰσῆλθεν ἔμπροσθεν αὐτῶν· καὶ Ἰωὰβ περιεζωσμένος μανδύαν τὸ ἔνδυμα αὐτοῦ, καὶ ἐπʼ αὐτῷ ἐζωσμένος μάχαιραν ἐζευγμένην ἐπὶ τῆς ὀσφύος αὐτοῦ ἐν κολεῷ αὐτῆς· καὶ ἡ μάχαιρα ἐξῆλθε· καὶ αὐτὴ ἐξῆλθε καὶ ἔπεσε.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 9] Καὶ εἶπεν Ἰωὰβ τῷ Ἀμεσσαῒ, εἰ ὑγιαίνεις σὺ, ἀδελφέ; καὶ ἐκράτησεν ἡ χεὶρ ἡ δεξιὰ Ἰωὰβ τοῦ πώγωνος Ἀμεσσαῒ τοῦ καταφιλῆσαι αὐτόν.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 10] Καὶ Ἀμεσσαῒ οὐκ ἐφυλάξατο τὴν μάχαιραν τὴν ἐν τῇ χειρὶ Ἰωάβ· καὶ ἔπαισεν αὐτὸν ἐν αὐτῇ Ἰωὰβ εἰς τὴν ψόαν, καὶ ἐξεχύθη ἡ κοιλία αὐτοῦ εἰς τὴν γῆν, καὶ οὐκ ἐδευτέρωσεν αὐτῷ, καὶ ἀπέθανε· καὶ Ἰωὰβ καὶ Ἀβεσσαῒ ὁ ἀδελφὸς αὐτοῦ ἐδίωξεν ὀπίσω Σαβεὲ υἱοῦ Βοχορί.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 11] Καὶ ἀνὴρ ἔστη ἐπʼ αὐτὸν τῶν παιδαρίων Ἰωὰβ, καὶ εἶπε, τίς ὁ βουλόμενος Ἰωὰβ, καὶ τίς τοῦ Δαυὶδ, ὀπίσω Ἰωάβ;
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 12] Καὶ Ἀμεσσαῒ πεφυρμένος ἐν τῷ αἵματι ἐν μέσὼ τῆς τρίβου· καὶ εἶδεν ἀνὴρ, ὅτι εἱστήκει πᾶς ὁ λαὸς, καὶ ἀπέστρεψε τὸν Ἀμεσσαῒ ἐκ τῆς τρίβου εἰς ἀγρόν· καὶ ἐπέῤῥιψεν ἐπʼ αὐτὸν ἱμάτιον, καθʼ ὅτι εἶδε πάντα τὸν ἐρχόμενον ἐπʼ αὐτὸν ἑστηκότα.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 13] Ἡνίκα δὲ ἔφθασεν ἐκ τῆς τρίβου, παρῆλθε πᾶς ἀνὴρ Ἰσραὴλ ὀπίσω Ἰωὰβ τοῦ διῶξαι ὀπίσω Σαβεὲ υἱοῦ Βοχορί.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 14] Καὶ διῆλθεν ἐν πάσαις φυλαῖς Ἰσραὴλ εἰς Ἀβὲλ καὶ εἰς Βαθμαχά· καὶ πάντες ἐν Χαῤῥὶ καὶ ἐξεκκλησιάσθησαν, καὶ ἦλθον κατόπισθεν αὐτοῦ.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 15] Καὶ παρεγενήθησαν καὶ ἐπολιόρκουν ἐπʼ αὐτὸν ἐν Ἀβὲλ καὶ Φερμαχά· καὶ ἐξέχεαν πρόσχωμα πρὸς τὴν πόλιν, καὶ ἔστη ἐν τῷ προτειχίσματι· καὶ πᾶς ὁ λαὸς ὁ μετὰ Ἰωὰβ ἐνοοῦσαν καταβαλεῖν τὸ τεῖχος.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 16] Καὶ ἐβόησε γυνὴ σοφὴ ἐκ τοῦ τείχους, καὶ εἶπεν, ἀκούσατε ἀκούσατε, εἴπατε δὴ πρὸς Ἰωὰβ, ἔγγισον ἕως ὧδε, καὶ λαλήσω πρὸς αὐτόν.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 17] Καὶ προσήγγισε πρὸς αὐτήν· καὶ εἶπεν ἡ γυνὴ, εἰ σὺ εἶ Ἰωάβ; ὁ δὲ εἶπεν, ἐγώ. εἶπε δὲ αὐτῷ, ἄκουσον τοὺς λόγους τῆς δούλης σου· καὶ εἶπεν Ἰωὰβ, ἀκούω ἐγώ εἰμι.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 18] Καὶ εἶπε λέγουσα, λόγον ἐλάλησαν ἐν πρώτοις, λέγοντες, ἠρωτημένος ἠρωτήθη ἐν τῇ Ἀβὲλ καὶ ἐν Δὰν εἰ ἐξέλιπον ἃ ἔθεντο οἱ πιστοὶ τοῦ Ἰσραήλ· ἐρωτῶντες ἐπερωτήσουσιν ἐν Ἀβὲλ, καὶ οὕτως εἰ ἐξέλιπον.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 19] Ἐγώ εἰμι εἰρηνικὰ τῶν στηριγμάτων Ἰσραήλ· σὺ δὲ ζητεῖς θανατῶσαι πόλιν καὶ μητρόπολιν ἐν Ἰσραήλ· ἱνατί καταποντίζεις κληρονομίαν Κυρίου;
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 20] Καὶ ἀπεκρίθη Ἰωὰβ, καὶ εἶπεν, ἵλεώς μοι ἵλεώς μοι, εἰ καταποντιῶ καὶ εἰ φθερῶ.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 21] Οὐχ οὕτως ὁ λόγος, ὅτι ἀνὴρ ἐξ ὄρους Ἐφραὶμ, Σαβεὲ υἱὸς Βοχορὶ ὄνομα αὐτοῦ, καὶ ἐπῇρε τὴν χεῖρα αὐτοῦ ἐπὶ τὸν βασιλέα Δαυίδ. δότε αὐτόν μοι μόνον, καὶ ἀπελεύσομαι ἀπάνωθεν τῆς πόλεως. Καὶ εἶπεν ἡ γυνὴ πρὸς Ἰωὰβ, ἰδοὺ ἡ κεφαλὴ αὐτοῦ ῥιφήσεται πρὸς σὲ διὰ τοῦ τείχους.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 22] Καὶ εἰσῆλθεν ἡ γυνὴ πρὸς πάντα τὸν λαὸν, καὶ ἐλάλησε πρὸς πᾶσαν τὴν πόλιν ἐν τῇ σοφίᾳ αὐτῆς· καὶ ἀφεῖλε τὴν κεφαλὴν Σαβεὲ υἱοῦ Βοχορί· καὶ ἀφεῖλε καὶ ἔβαλε πρὸς Ἰωάβ· καὶ ἐσάλπισεν ἐν κερατίνῃ, καὶ διεσπάρησαν ἀπὸ τῆς πόλεως ἀπʼ αὐτοῦ ἀνὴρ εἰς τὰ σκηνώματα αὐτοῦ· καὶ Ἰωὰβ ἀπέστρεψεν εἰς Ἰερουσαλὴμ πρὸς τὸν βασιλέα.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 23] Καὶ ὁ Ἰωὰβ πρὸς πάσῃ τῇ δυνάμει Ἰσραήλ· καὶ Βαναίας υἱὸς Ἰωδαὲ ἐπὶ τοῦ Χερεθὶ, καὶ ἐπὶ τοῦ Φελεθί·
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 24] Καὶ Ἀδωνιρὰμ ἐπὶ τοῦ φόρου· καὶ Ἰωσαφὰθ υἱὸς Ἀχιλοὺθ ἀναμιμνήσκων.
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 25] Καὶ Σουσὰ γραμματεύς· καὶ Σαδὼκ καὶ Ἀβιάθαρ ἱερεῖς·
[LXX | EL | OT | 2 Samuel | Chapter 20 | Verse 26] Καί γε Ἰρὰς ὁ Ἰαρὶν ἦν ἱερεὺς τῷ Δαυίδ.
