[WEB | EN | OT | Psalms | Chapter 31 | Verse 1] In you, LORD, I take refuge. Let me never be disappointed. Deliver me in your righteousness.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 2] Bow down your ear to me. Deliver me speedily. Be to me a strong rock, a house of defense to save me.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 3] For you are my rock and my fortress, therefore for your name’s sake lead me and guide me.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 4] Pluck me out of the net that they have laid secretly for me, for you are my stronghold.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 5] Into your hand I commend my spirit. You redeem me, LORD, God of truth.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 6] I hate those who regard lying vanities, but I trust in the LORD.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 7] I will be glad and rejoice in your loving kindness, for you have seen my affliction. You have known my soul in adversities.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 8] You have not shut me up into the hand of the enemy. You have set my feet in a large place.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 9] Have mercy on me, LORD, for I am in distress. My eye, my soul, and my body waste away with grief.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 10] For my life is spent with sorrow, my years with sighing. My strength fails because of my iniquity. My bones are wasted away.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 11] Because of all my adversaries I have become utterly contemptible to my neighbors, a horror to my acquaintances. Those who saw me on the street fled from me.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 12] I am forgotten from their hearts like a dead man. I am like broken pottery.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 13] For I have heard the slander of many, terror on every side, while they conspire together against me, they plot to take away my life.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 14] But I trust in you, LORD. I said, “You are my God.”
[WEB | EN | OT | Psalms | Chapter 31 | Verse 15] My times are in your hand. Deliver me from the hand of my enemies, and from those who persecute me.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 16] Make your face to shine on your servant. Save me in your loving kindness.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 17] Let me not be disappointed, LORD, for I have called on you. Let the wicked be disappointed. Let them be silent in Sheol.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 18] Let the lying lips be mute, which speak against the righteous insolently, with pride and contempt.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 19] Oh how great is your goodness, which you have laid up for those who fear you, which you have worked for those who take refuge in you, before the sons of men!
[WEB | EN | OT | Psalms | Chapter 31 | Verse 20] In the shelter of your presence you will hide them from the plotting of man. You will keep them secretly in a dwelling away from the strife of tongues.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 21] Praise be to the LORD, for he has shown me his marvelous loving kindness in a strong city.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 22] As for me, I said in my haste, “I am cut off from before your eyes.” Nevertheless you heard the voice of my petitions when I cried to you.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 23] Oh love the LORD, all you his saints! The LORD preserves the faithful, and fully recompenses him who behaves arrogantly.
[WEB | EN | OT | Psalms | Chapter 31 | Verse 24] Be strong, and let your heart take courage, all you who hope in the LORD.
