[WEB | EN | OT | Psalms | Chapter 55 | Verse 1] Listen to my prayer, God. Don’t hide yourself from my supplication.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 2] Attend to me, and answer me. I am restless in my complaint, and moan
[WEB | EN | OT | Psalms | Chapter 55 | Verse 3] because of the voice of the enemy, because of the oppression of the wicked. For they bring suffering on me. In anger they hold a grudge against me.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 4] My heart is severely pained within me. The terrors of death have fallen on me.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 5] Fearfulness and trembling have come on me. Horror has overwhelmed me.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 6] I said, “Oh that I had wings like a dove! Then I would fly away, and be at rest.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 7] Behold, then I would wander far off. I would lodge in the wilderness.” Selah.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 8] “I would hurry to a shelter from the stormy wind and storm.”
[WEB | EN | OT | Psalms | Chapter 55 | Verse 9] Confuse them, Lord, and confound their language, for I have seen violence and strife in the city.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 10] Day and night they prowl around on its walls. Malice and abuse are also within her.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 11] Destructive forces are within her. Threats and lies don’t depart from her streets.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 12] For it was not an enemy who insulted me, then I could have endured it. Neither was it he who hated me who raised himself up against me, then I would have hidden myself from him.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 13] But it was you, a man like me, my companion, and my familiar friend.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 14] We took sweet fellowship together. We walked in God’s house with company.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 15] Let death come suddenly on them. Let them go down alive into Sheol. For wickedness is among them, in their dwelling.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 16] As for me, I will call on God. The LORD will save me.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 17] Evening, morning, and at noon, I will cry out in distress. He will hear my voice.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 18] He has redeemed my soul in peace from the battle that was against me, although there are many who oppose me.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 19] God, who is enthroned forever, will hear and answer them. Selah. They never change and don’t fear God.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 20] He raises his hands against his friends. He has violated his covenant.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 21] His mouth was smooth as butter, but his heart was war. His words were softer than oil, yet they were drawn swords.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 22] Cast your burden on the LORD and he will sustain you. He will never allow the righteous to be moved.
[WEB | EN | OT | Psalms | Chapter 55 | Verse 23] But you, God, will bring them down into the pit of destruction. Bloodthirsty and deceitful men shall not live out half their days, but I will trust in you.
