[WEB | EN | OT | Psalms | Chapter 65 | Verse 1] Praise waits for you, God, in Zion. Vows shall be performed to you.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 2] You who hear prayer, all men will come to you.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 3] Sins overwhelmed me, but you atoned for our transgressions.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 4] Blessed is the one whom you choose and cause to come near, that he may live in your courts. We will be filled with the goodness of your house, your holy temple.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 5] By awesome deeds of righteousness, you answer us, God of our salvation. You who are the hope of all the ends of the earth, of those who are far away on the sea.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 6] By your power, you form the mountains, having armed yourself with strength.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 7] You still the roaring of the seas, the roaring of their waves, and the turmoil of the nations.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 8] They also who dwell in faraway places are afraid at your wonders. You call the morning’s dawn and the evening with songs of joy.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 9] You visit the earth, and water it. You greatly enrich it. The river of God is full of water. You provide them grain, for so you have ordained it.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 10] You drench its furrows. You level its ridges. You soften it with showers. You bless it with a crop.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 11] You crown the year with your bounty. Your carts overflow with abundance.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 12] The wilderness grasslands overflow. The hills are clothed with gladness.
[WEB | EN | OT | Psalms | Chapter 65 | Verse 13] The pastures are covered with flocks. The valleys also are clothed with grain. They shout for joy! They also sing.
