[WEB | EN | OT | Psalms | Chapter 38 | Verse 1] LORD, don’t rebuke me in your wrath, neither chasten me in your hot displeasure.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 2] For your arrows have pierced me, your hand presses hard on me.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 3] There is no soundness in my flesh because of your indignation, neither is there any health in my bones because of my sin.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 4] For my iniquities have gone over my head. As a heavy burden, they are too heavy for me.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 5] My wounds are loathsome and corrupt because of my foolishness.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 6] I am in pain and bowed down greatly. I go mourning all day long.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 7] For my waist is filled with burning. There is no soundness in my flesh.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 8] I am faint and severely bruised. I have groaned by reason of the anguish of my heart.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 9] Lord, all my desire is before you. My groaning is not hidden from you.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 10] My heart throbs. My strength fails me. As for the light of my eyes, it has also left me.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 11] My lovers and my friends stand aloof from my plague. My kinsmen stand far away.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 12] They also who seek after my life lay snares. Those who seek my hurt speak mischievous things, and meditate deceits all day long.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 13] But I, as a deaf man, don’t hear. I am as a mute man who doesn’t open his mouth.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 14] Yes, I am as a man who doesn’t hear, in whose mouth are no reproofs.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 15] For I hope in you, LORD. You will answer, Lord my God.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 16] For I said, “Don’t let them gloat over me, or exalt themselves over me when my foot slips.”
[WEB | EN | OT | Psalms | Chapter 38 | Verse 17] For I am ready to fall. My pain is continually before me.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 18] For I will declare my iniquity. I will be sorry for my sin.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 19] But my enemies are vigorous and many. Those who hate me without reason are numerous.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 20] They who render evil for good are also adversaries to me, because I follow what is good.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 21] Don’t forsake me, LORD. My God, don’t be far from me.
[WEB | EN | OT | Psalms | Chapter 38 | Verse 22] Hurry to help me, Lord, my salvation.
