[WEB | EN | OT | Psalms | Chapter 25 | Verse 1] To you, LORD, I lift up my soul.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 2] My God, I have trusted in you. Don’t let me be shamed. Don’t let my enemies triumph over me.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 3] Yes, no one who waits for you will be shamed. They will be shamed who deal treacherously without cause.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 4] Show me your ways, LORD. Teach me your paths.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 5] Guide me in your truth, and teach me, for you are the God of my salvation. I wait for you all day long.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 6] LORD, remember your tender mercies and your loving kindness, for they are from old times.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 7] Don’t remember the sins of my youth, nor my transgressions. Remember me according to your loving kindness, for your goodness’ sake, LORD.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 8] Good and upright is the LORD, therefore he will instruct sinners in the way.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 9] He will guide the humble in justice. He will teach the humble his way.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 10] All the paths of the LORD are loving kindness and truth to such as keep his covenant and his testimonies.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 11] For your name’s sake, LORD, pardon my iniquity, for it is great.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 12] What man is he who fears the LORD? He shall instruct him in the way that he shall choose.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 13] His soul will dwell at ease. His offspring will inherit the land.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 14] The friendship of the LORD is with those who fear him. He will show them his covenant.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 15] My eyes are ever on the LORD, for he will pluck my feet out of the net.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 16] Turn to me, and have mercy on me, for I am desolate and afflicted.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 17] The troubles of my heart are enlarged. Oh bring me out of my distresses.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 18] Consider my affliction and my travail. Forgive all my sins.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 19] Consider my enemies, for they are many. They hate me with cruel hatred.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 20] Oh keep my soul, and deliver me. Let me not be disappointed, for I take refuge in you.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 21] Let integrity and uprightness preserve me, for I wait for you.
[WEB | EN | OT | Psalms | Chapter 25 | Verse 22] God, redeem Israel out of all his troubles.
