[WEB | EN | OT | Psalms | Chapter 139 | Verse 1] LORD, you have searched me, and you know me.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 2] You know my sitting down and my rising up. You perceive my thoughts from afar.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 3] You search out my path and my lying down, and are acquainted with all my ways.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 4] For there is not a word on my tongue, but behold, LORD, you know it altogether.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 5] You hem me in behind and before. You laid your hand on me.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 6] This knowledge is beyond me. It’s lofty. I can’t attain it.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 7] Where could I go from your Spirit? Or where could I flee from your presence?
[WEB | EN | OT | Psalms | Chapter 139 | Verse 8] If I ascend up into heaven, you are there. If I make my bed in Sheol, behold, you are there!
[WEB | EN | OT | Psalms | Chapter 139 | Verse 9] If I take the wings of the dawn, and settle in the uttermost parts of the sea,
[WEB | EN | OT | Psalms | Chapter 139 | Verse 10] even there your hand will lead me, and your right hand will hold me.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 11] If I say, “Surely the darkness will overwhelm me. The light around me will be night,”
[WEB | EN | OT | Psalms | Chapter 139 | Verse 12] even the darkness doesn’t hide from you, but the night shines as the day. The darkness is like light to you.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 13] For you formed my inmost being. You knit me together in my mother’s womb.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 14] I will give thanks to you, for I am fearfully and wonderfully made. Your works are wonderful. My soul knows that very well.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 15] My frame wasn’t hidden from you, when I was made in secret, woven together in the depths of the earth.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 16] Your eyes saw my body. In your book they were all written, the days that were ordained for me, when as yet there were none of them.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 17] How precious to me are your thoughts, God! How vast is their sum!
[WEB | EN | OT | Psalms | Chapter 139 | Verse 18] If I would count them, they are more in number than the sand. When I wake up, I am still with you.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 19] If only you, God, would kill the wicked. Get away from me, you bloodthirsty men!
[WEB | EN | OT | Psalms | Chapter 139 | Verse 20] For they speak against you wickedly. Your enemies take your name in vain.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 21] LORD, don’t I hate those who hate you? Am I not grieved with those who rise up against you?
[WEB | EN | OT | Psalms | Chapter 139 | Verse 22] I hate them with perfect hatred. They have become my enemies.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 23] Search me, God, and know my heart. Try me, and know my thoughts.
[WEB | EN | OT | Psalms | Chapter 139 | Verse 24] See if there is any wicked way in me, and lead me in the everlasting way.
