[WEB | EN | OT | Psalms | Chapter 59 | Verse 1] Deliver me from my enemies, my God. Set me on high from those who rise up against me.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 2] Deliver me from the workers of iniquity. Save me from the bloodthirsty men.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 3] For, behold, they lie in wait for my soul. The mighty gather themselves together against me, not for my disobedience, nor for my sin, LORD.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 4] I have done no wrong, yet they are ready to attack me. Rise up, behold, and help me!
[WEB | EN | OT | Psalms | Chapter 59 | Verse 5] You, LORD God of Armies, the God of Israel, rouse yourself to punish the nations. Show no mercy to the wicked traitors. Selah.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 6] They return at evening, howling like dogs, and prowl around the city.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 7] Behold, they spew with their mouth. Swords are in their lips, “For”, they say, “who hears us?”
[WEB | EN | OT | Psalms | Chapter 59 | Verse 8] But you, LORD, laugh at them. You scoff at all the nations.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 9] Oh, my Strength, I watch for you, for God is my high tower.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 10] My God will go before me with his loving kindness. God will let me look at my enemies in triumph.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 11] Don’t kill them, or my people may forget. Scatter them by your power, and bring them down, Lord our shield.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 12] For the sin of their mouth, and the words of their lips, let them be caught in their pride, for the curses and lies which they utter.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 13] Consume them in wrath. Consume them, and they will be no more. Let them know that God rules in Jacob, to the ends of the earth. Selah.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 14] At evening let them return. Let them howl like a dog, and go around the city.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 15] They shall wander up and down for food, and wait all night if they aren’t satisfied.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 16] But I will sing of your strength. Yes, I will sing aloud of your loving kindness in the morning. For you have been my high tower, a refuge in the day of my distress.
[WEB | EN | OT | Psalms | Chapter 59 | Verse 17] To you, my strength, I will sing praises. For God is my high tower, the God of my mercy.
