[IRV | GU | NT | Acts | Chapter 19 | Verse 1] એમ થયું કે જયારે આપોલસ કરિંથમાં હતો, ત્યારે પાઉલ ઉપલા પ્રદેશમાં ફરીને એફેસસમાં આવ્યો, અને કેટલાક શિષ્યો તેને મળ્યા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 2] તેણે તેઓને પૂછ્યું કે, ‘તમે વિશ્વાસ કર્યો ત્યારે શું પવિત્ર આત્મા પામ્યા? તેઓએ તેને કહ્યું કે, ના, પવિત્ર આત્મા છે એ અમે સાંભળ્યું પણ નથી.’”
[IRV | GU | NT | Acts | Chapter 19 | Verse 3] પાઉલે પૂછ્યું કે, ‘ત્યારે તમે કોનું બાપ્તિસ્મા પામ્યા?’ અને તેઓએ કહ્યું કે, ‘યોહાનનું બાપ્તિસ્મા.’”
[IRV | GU | NT | Acts | Chapter 19 | Verse 4] ત્યારે પાઉલે કહ્યું કે, યોહાને પશ્ચાતાપનું બાપ્તિસ્મા કર્યું ખરું, અને લોકોને કહ્યું કે, ‘મારી પાછળ જે આવે છે તેના પર એટલે ઈસુ પર તમારે વિશ્વાસ કરવો.’”
[IRV | GU | NT | Acts | Chapter 19 | Verse 5] તેઓએ એ સાંભળીને પ્રભુ ઈસુને નામે બાપ્તિસ્મા લીધું.
[IRV | GU | NT | Acts | Chapter 19 | Verse 6] જયારે પાઉલે તેઓ પર હાથ મૂક્યા ત્યારે પવિત્ર આત્મા તેઓ પર આવ્યો; તેઓ (અન્ય) ભાષાઓ બોલવા તથા પ્રબોધ કરવા લાગ્યા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 7] તેઓ બધા મળીને બાર પુરુષ હતા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 8] પછી ભક્તિસ્થાનમાં જઈને તેણે ત્રણ મહિના સુધી હિંમતથી ઈસુના વચનો કહ્યા, અને વાદવિવાદ કરીને ઈશ્વરના રાજ્ય વિષેની બાબતો સમજાવી.
[IRV | GU | NT | Acts | Chapter 19 | Verse 9] પણ કેટલાકે મનમાં કઠણ થઈને, તથા પ્રભુની વાતનો અનાદર કરીને, લોકોની આગળ એ માર્ગની નિંદા કરી, ત્યારે તેણે તેઓની પાસેથી જઈને શિષ્યોને જુદા પાડ્યા અને તે તુરાનસના સભાગૃહમાં રોજ ઉપદેશ આપતો રહ્યો.
[IRV | GU | NT | Acts | Chapter 19 | Verse 10] બે વર્ષ સુધી એવું ચાલતું રહ્યું; તેથી આસિયામાં રહેનાર સર્વ યહૂદીઓએ, તથા ગ્રીકોએ પણ પ્રભુની વાત સાંભળી.
[IRV | GU | NT | Acts | Chapter 19 | Verse 11] ઈશ્વરે પાઉલના હાથથી એવા અદ્દભુત ચમત્કારો કર્યા કે,
[IRV | GU | NT | Acts | Chapter 19 | Verse 12] તેના વપરાયેલા રૂમાલો તથા વસ્ત્રો તેઓ માંદાઓની પાસે લાવીને સ્પર્શ કરાવતાં, એટલે તેઓના રોગ દૂર થતા, અને તેઓમાંથી અશુદ્ધ આત્માઓ નીકળી જતા હતા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 13] પણ કેટલાક ભટકતા યહૂદી ભૂવા પણ અશુદ્ધ આત્મા વળગેલાઓ પર ઈસુનું નામ ઉચ્ચારીને કહેવા લાગ્યા કે, જે ઈસુને પાઉલ પ્રગટ કરે છે, તેમને નામે અમે હુકમ કરીએ છીએ કે ‘નીકળી જાઓ.’”
[IRV | GU | NT | Acts | Chapter 19 | Verse 14] સ્કેવા નામે એક યહૂદી મુખ્ય યાજકના સાત દીકરા એ પ્રમાણે કરતા હતા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 15] પણ અશુદ્ધ આત્માએ ઉત્તર દેતાં કહ્યું કે, ‘ઈસુ વિષે હું જાણું છું, પાઉલને પણ હું ઓળખું છું, પણ તમે કોણ છો?’
[IRV | GU | NT | Acts | Chapter 19 | Verse 16] જે માણસમાં અશુદ્ધ આત્મા હતો તે તેઓમાંના બે જન પર કૂદી પડ્યો, બન્નેને હરાવીને તેઓ પર એવો જય પામ્યો કે તેઓ વસ્ત્રો વગરના ઉઘાડા તથા ઘાયલ થઈને તે ઘરમાંથી જતા રહ્યા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 17] એફેસસમાં જે યહૂદીઓ તથા ગ્રીકો રહેતા હતા તેઓ સર્વને એ વાત માલૂમ પડી, તે સર્વ ભય પામ્યા, અને પ્રભુ ઈસુનું નામ મહિમાવંત મનાયું.
[IRV | GU | NT | Acts | Chapter 19 | Verse 18] વિશ્વાસી થયેલાઓમાંના ઘણાં આવ્યાં, અને પોતાનાં કૃત્યો કબૂલ કરીને કહી બતાવ્યાં.
[IRV | GU | NT | Acts | Chapter 19 | Verse 19] ઘણા જાદુગરોએ પોતાના પુસ્તકો ભેગાં કરીને સર્વના દેખતાં બાળી નાખ્યાં; તેઓની કિંમત ગણી જોતાં તે પચીસ હજાર રૂપિયા જેટલી થઈ.
[IRV | GU | NT | Acts | Chapter 19 | Verse 20] એ રીતે પ્રભુની વાત પરાક્રમથી ફેલાઈ અને પ્રબળ થઈ.
[IRV | GU | NT | Acts | Chapter 19 | Verse 21] એ બનાવ પછી પાઉલે મકદોનિયા તથા અખાયામાં થઈને મનમાં યરુશાલેમ જવાનો નિશ્ચય કરીને કહ્યું કે, ‘ત્યાં ગયા પછી રોમમાં પણ મારે જવું જોઈએ.’”
[IRV | GU | NT | Acts | Chapter 19 | Verse 22] તેણે પોતાને સહાય કરનારાઓમાંનાં બેને એટલે તિમોથી તથા એરાસ્તસને મકદોનિયામાં મોકલ્યા, અને પોતે કેટલાક દિવસ આસિયામાં રહ્યો.
[IRV | GU | NT | Acts | Chapter 19 | Verse 23] તે અરસામાં એ માર્ગ વિષે ઘણી ચળવળ ઊભી થઈ.
[IRV | GU | NT | Acts | Chapter 19 | Verse 24] દેમેત્રિયસ નામે એક સોની હતો, જે આર્તેમિસના રૂપાના દેવસ્થાનો બનાવીને કારીગરોને ઘણું કામ અપાવતો હતો,
[IRV | GU | NT | Acts | Chapter 19 | Verse 25] તેણે તેઓને તથા એના જેવા બીજા કારીગરોને એકઠા કરીને કહ્યું કે, ‘ભાઈઓ, તમે જાણો છો કે આ ધંધાથી આપણને ઘણી કમાણી થાય છે.
[IRV | GU | NT | Acts | Chapter 19 | Verse 26] અને તમે જુઓ છો અને સાંભળો છો તેમ, એકલા એફેસસમાં નહિ, પણ લગભગ આખા આસિયામાં, કે જે હાથથી બનાવેલા છે તે દેવો નથી, એવું સમજાવીને પાઉલે બહુ લોકોના મન ફેરવી નાખ્યા છે;
[IRV | GU | NT | Acts | Chapter 19 | Verse 27] તેથી આપણો આ વ્યવસાય વખોડવામાં આવે એવો ભય છે, એટલું જ નહિ, પણ આર્તેમિસ મહાદેવી જેને આખો આસિયા તથા જગત પૂજે છે, તેનું મંદિર તુચ્છ ગણાવાનો અને તેનો મહિમા નષ્ટ થવાનો સંભવ છે.
[IRV | GU | NT | Acts | Chapter 19 | Verse 28] એ સાંભળીને તેઓ ક્રોધે ભરાયા, અને બૂમ પાડીને કહેવા લાગ્યા કે, ‘એફેસીઓની આર્તેમિસની જય!’
[IRV | GU | NT | Acts | Chapter 19 | Verse 29] આખા શહેરમાં એ ગડબડાટ પ્રસરી ગયો. ત્યારે તેઓ મકદોનિયાના ગાયસ તથા આરિસ્તાર્ખસ, જેઓ મુસાફરીમાં પાઉલના સાથીઓ હતા, તેઓને પકડીને બધા ભેગા મળીને શલ્યખંડમાં દોડી ગયા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 30] જયારે પાઉલે લોકોની ભીડની અંદર જવા ઇચ્છા કરી, ત્યારે શિષ્યોએ તેને જવા દીધો નહિ.
[IRV | GU | NT | Acts | Chapter 19 | Verse 31] આસિયાના મુખ્ય અધિકારીઓમાંના કેટલાક તેના મિત્ર હતા, તેઓએ પણ તેને કહેવડાવ્યું ‘તારે શલ્યખંડમાં જવાનું સાહસ કરવું નહિ.
[IRV | GU | NT | Acts | Chapter 19 | Verse 32] તે વેળાએ કેટલાક આમ બૂમ પાડતા, અને બીજા કેટલાક તેમ બૂમ પાડતા હતા, કેમ કે સભામાં ગડબડ થઈ રહી હતી, અને પોતે શા માટે ભેગા થયા છે, એ તેઓમાંના કેટલાક જાણતા પણ ન હતા.
[IRV | GU | NT | Acts | Chapter 19 | Verse 33] તેઓ (યહૂદીઓ) આલેકસાંદરને ભીડમાંથી બહાર ખેંચી કાઢીને તેને આગળ ધકેલતા હતા ત્યારે આલેકસાંદર હાથે ઇશારો કરીને લોકોને પ્રત્યુત્તર આપવા ચાહતો હતો.
[IRV | GU | NT | Acts | Chapter 19 | Verse 34] પણ તે યહૂદી છે, એ તેઓએ જાણ્યું, ત્યારે તેઓ સર્વએ આશરે બે કલાક સુધી એકસામટા અવાજે બૂમ પાડી કે, ‘એફેસીઓની આર્તેમિસની જય!’
