[GNV | EN | OT | Proverbs | Chapter 22 | Verse 1] A good name is to be chosen aboue great riches, and louing fauour is aboue siluer and aboue golde.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 2] The rich and poore meete together: the Lord is the maker of them all.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 3] A prudent man seeth the plague, and hideth himselfe: but the foolish goe on still, and are punished.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 4] The rewarde of humilitie, and the feare of God is riches, and glory, and life.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 5] Thornes and snares are in the way of the frowarde: but he that regardeth his soule, will depart farre from them.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 6] Teache a childe in the trade of his way, and when he is olde, he shall not depart from it.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 7] The rich ruleth the poore, and the borower is seruant to the man that lendeth.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 8] He that soweth iniquitie, shall reape affliction, and the rodde of his anger shall faile.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 9] He that hath a good eye, he shalbe blessed: for he giueth of his bread vnto the poore.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 10] Cast out the scorner, and strife shall go out: so contention and reproche shall cease.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 11] Hee that loueth purenesse of heart for the grace of his lippes, the King shalbe his friend.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 12] The eyes of the Lord preserue knowledge: but hee ouerthroweth the wordes of the transgressour.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 13] The slouthfull man saith, A lyon is without, I shall be slaine in the streete.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 14] The mouth of strage women is as a deepe pit: he with whom the Lord is angry, shall fall therein.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 15] Foolishnesse is bounde in the heart of a childe: but the rodde of correction shall driue it away from him.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 16] Hee that oppresseth the poore to increase him selfe, and giueth vnto the riche, shall surely come to pouertie.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 17] Incline thine eare, and heare the wordes of the wise, and apply thine heart vnto my knowledge.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 18] For it shalbe pleasant, if thou keepe them in thy bellie, and if they be directed together in thy lippes.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 19] That thy confidence may be in the Lord, I haue shewed thee this day: thou therefore take heede.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 20] Haue not I written vnto thee three times in counsels and knowledge,
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 21] That I might shewe thee the assurance of the wordes of trueth to answere the wordes of trueth to them that sende to thee?
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 22] Robbe not the poore, because hee is poore, neither oppresse the afflicted in iudgement.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 23] For the Lord will defende their cause, and spoyle the soule of those that spoyle them.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 24] Make no friendship with an angrie man, neither goe with the furious man,
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 25] Least thou learne his wayes, and receiue destruction to thy soule.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 26] Be not thou of them that touch the hand, nor among them that are suretie for debts.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 27] If thou hast nothing to paye, why causest thou that he should take thy bed from vnder thee?
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 28] Thou shalt not remooue the ancient bounds which thy fathers haue made.
[GNV | EN | OT | Proverbs | Chapter 22 | Verse 29] Thou seest that a diligent man in his businesse standeth before Kings, and standeth not before the base sort.
