[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 1] Ἀνὴρ δέ τις Ἁνανίας ὀνόματι σὺν Σαπφίρῃ τῇ γυναικὶ αὐτοῦ ἐπώλησεν κτῆμα
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 2] καὶ ἐνοσφίσατο ἀπὸ τῆς τιμῆς, συνειδυίης καὶ τῆς ⸀γυναικός, καὶ ἐνέγκας μέρος τι παρὰ τοὺς πόδας τῶν ἀποστόλων ἔθηκεν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 3] εἶπεν δὲ ⸀ὁ Πέτρος· Ἁνανία, διὰ τί ἐπλήρωσεν ὁ Σατανᾶς τὴν καρδίαν σου, ψεύσασθαί σε τὸ πνεῦμα τὸ ἅγιον καὶ ⸀νοσφίσασθαι ἀπὸ τῆς τιμῆς τοῦ χωρίου;
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 4] οὐχὶ μένον σοὶ ἔμενεν καὶ πραθὲν ἐν τῇ σῇ ἐξουσίᾳ ὑπῆρχεν; τί ὅτι ἔθου ἐν τῇ καρδίᾳ σου τὸ πρᾶγμα τοῦτο; οὐκ ἐψεύσω ἀνθρώποις ἀλλὰ τῷ θεῷ.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 5] ἀκούων δὲ ὁ Ἁνανίας τοὺς λόγους τούτους πεσὼν ἐξέψυξεν· καὶ ἐγένετο φόβος μέγας ἐπὶ πάντας τοὺς ⸀ἀκούοντας.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 6] ἀναστάντες δὲ οἱ νεώτεροι συνέστειλαν αὐτὸν καὶ ἐξενέγκαντες ἔθαψαν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 7] Ἐγένετο δὲ ὡς ὡρῶν τριῶν διάστημα καὶ ἡ γυνὴ αὐτοῦ μὴ εἰδυῖα τὸ γεγονὸς εἰσῆλθεν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 8] ἀπεκρίθη δὲ ⸂πρὸς αὐτὴν⸃ ⸀Πέτρος· Εἰπέ μοι, εἰ τοσούτου τὸ χωρίον ἀπέδοσθε; ἡ δὲ εἶπεν· Ναί, τοσούτου.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 9] ὁ δὲ ⸀Πέτρος πρὸς αὐτήν· Τί ὅτι συνεφωνήθη ὑμῖν πειράσαι τὸ πνεῦμα κυρίου; ἰδοὺ οἱ πόδες τῶν θαψάντων τὸν ἄνδρα σου ἐπὶ τῇ θύρᾳ καὶ ἐξοίσουσίν σε.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 10] ἔπεσεν δὲ παραχρῆμα ⸀πρὸς τοὺς πόδας αὐτοῦ καὶ ἐξέψυξεν· εἰσελθόντες δὲ οἱ νεανίσκοι εὗρον αὐτὴν νεκράν, καὶ ἐξενέγκαντες ἔθαψαν πρὸς τὸν ἄνδρα αὐτῆς.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 11] καὶ ἐγένετο φόβος μέγας ἐφʼ ὅλην τὴν ἐκκλησίαν καὶ ἐπὶ πάντας τοὺς ἀκούοντας ταῦτα.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 12] Διὰ δὲ τῶν χειρῶν τῶν ἀποστόλων ἐγίνετο σημεῖα καὶ τέρατα ⸂πολλὰ ἐν τῷ λαῷ⸃· καὶ ἦσαν ὁμοθυμαδὸν ⸀ἅπαντες ἐν τῇ Στοᾷ Σολομῶντος·
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 13] τῶν δὲ λοιπῶν οὐδεὶς ἐτόλμα κολλᾶσθαι αὐτοῖς, ἀλλʼ ἐμεγάλυνεν αὐτοὺς ὁ λαός,
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 14] μᾶλλον δὲ προσετίθεντο πιστεύοντες τῷ κυρίῳ πλήθη ἀνδρῶν τε καὶ γυναικῶν·
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 15] ὥστε ⸂καὶ εἰς⸃ τὰς πλατείας ἐκφέρειν τοὺς ἀσθενεῖς καὶ τιθέναι ἐπὶ ⸀κλιναρίων καὶ κραβάττων, ἵνα ἐρχομένου Πέτρου κἂν ἡ σκιὰ ⸀ἐπισκιάσῃ τινὶ αὐτῶν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 16] συνήρχετο δὲ καὶ τὸ πλῆθος τῶν πέριξ ⸀πόλεων Ἰερουσαλήμ, φέροντες ἀσθενεῖς καὶ ὀχλουμένους ὑπὸ πνευμάτων ἀκαθάρτων, οἵτινες ἐθεραπεύοντο ἅπαντες.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 17] Ἀναστὰς δὲ ὁ ἀρχιερεὺς καὶ πάντες οἱ σὺν αὐτῷ, ἡ οὖσα αἵρεσις τῶν Σαδδουκαίων, ἐπλήσθησαν ζήλου
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 18] καὶ ἐπέβαλον τὰς ⸀χεῖρας ἐπὶ τοὺς ἀποστόλους καὶ ἔθεντο αὐτοὺς ἐν τηρήσει δημοσίᾳ.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 19] ἄγγελος δὲ κυρίου ⸀διὰ νυκτὸς ⸀ἤνοιξε τὰς θύρας τῆς φυλακῆς ἐξαγαγών τε αὐτοὺς εἶπεν·
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 20] Πορεύεσθε καὶ σταθέντες λαλεῖτε ἐν τῷ ἱερῷ τῷ λαῷ πάντα τὰ ῥήματα τῆς ζωῆς ταύτης.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 21] ἀκούσαντες δὲ εἰσῆλθον ὑπὸ τὸν ὄρθρον εἰς τὸ ἱερὸν καὶ ἐδίδασκον. Παραγενόμενος δὲ ὁ ἀρχιερεὺς καὶ οἱ σὺν αὐτῷ συνεκάλεσαν τὸ συνέδριον καὶ πᾶσαν τὴν γερουσίαν τῶν υἱῶν Ἰσραήλ, καὶ ἀπέστειλαν εἰς τὸ δεσμωτήριον ἀχθῆναι αὐτούς.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 22] οἱ δὲ ⸂παραγενόμενοι ὑπηρέται⸃ οὐχ εὗρον αὐτοὺς ἐν τῇ φυλακῇ, ἀναστρέψαντες δὲ ἀπήγγειλαν
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 23] λέγοντες ὅτι ⸀Τὸ δεσμωτήριον εὕρομεν κεκλεισμένον ἐν πάσῃ ἀσφαλείᾳ καὶ τοὺς φύλακας ἑστῶτας ⸀ἐπὶ τῶν θυρῶν, ἀνοίξαντες δὲ ἔσω οὐδένα εὕρομεν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 24] ὡς δὲ ἤκουσαν τοὺς λόγους τούτους ὅ ⸀τε στρατηγὸς τοῦ ἱεροῦ καὶ οἱ ἀρχιερεῖς, διηπόρουν περὶ αὐτῶν τί ἂν γένοιτο τοῦτο.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 25] παραγενόμενος δέ τις ἀπήγγειλεν αὐτοῖς ὅτι Ἰδοὺ οἱ ἄνδρες οὓς ἔθεσθε ἐν τῇ φυλακῇ εἰσὶν ἐν τῷ ἱερῷ ἑστῶτες καὶ διδάσκοντες τὸν λαόν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 26] τότε ἀπελθὼν ὁ στρατηγὸς σὺν τοῖς ὑπηρέταις ⸀ἤγαγεν αὐτούς, οὐ μετὰ βίας, ἐφοβοῦντο γὰρ τὸν λαόν, ⸀μὴ λιθασθῶσιν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 27] Ἀγαγόντες δὲ αὐτοὺς ἔστησαν ἐν τῷ συνεδρίῳ. καὶ ἐπηρώτησεν αὐτοὺς ὁ ἀρχιερεὺς
