[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 1] Ὡς δὲ ἐγένετο ἀναχθῆναι ἡμᾶς ἀποσπασθέντας ἀπʼ αὐτῶν, εὐθυδρομήσαντες ἤλθομεν εἰς τὴν ⸀Κῶ, τῇ δὲ ἑξῆς εἰς τὴν Ῥόδον, κἀκεῖθεν εἰς Πάταρα·
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 2] καὶ εὑρόντες πλοῖον διαπερῶν εἰς Φοινίκην ἐπιβάντες ἀνήχθημεν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 3] ⸀ἀναφάναντες δὲ τὴν Κύπρον καὶ καταλιπόντες αὐτὴν εὐώνυμον ἐπλέομεν εἰς Συρίαν, καὶ ⸀κατήλθομεν εἰς Τύρον, ἐκεῖσε γὰρ ⸂τὸ πλοῖον ἦν⸃ ἀποφορτιζόμενον τὸν γόμον.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 4] ⸂ἀνευρόντες δὲ τοὺς⸃ μαθητὰς ἐπεμείναμεν αὐτοῦ ἡμέρας ἑπτά, οἵτινες τῷ Παύλῳ ἔλεγον διὰ τοῦ πνεύματος μὴ ⸀ἐπιβαίνειν εἰς ⸀Ἱεροσόλυμα.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 5] ὅτε δὲ ἐγένετο ⸂ἐξαρτίσαι ἡμᾶς⸃ τὰς ἡμέρας, ἐξελθόντες ἐπορευόμεθα προπεμπόντων ἡμᾶς πάντων σὺν γυναιξὶ καὶ τέκνοις ἕως ἔξω τῆς πόλεως, καὶ θέντες τὰ γόνατα ἐπὶ τὸν αἰγιαλὸν ⸀προσευξάμενοι
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 6] ⸂ἀπησπασάμεθα ἀλλήλους, καὶ⸃ ⸀ἐνέβημεν εἰς τὸ πλοῖον, ἐκεῖνοι δὲ ὑπέστρεψαν εἰς τὰ ἴδια.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 7] Ἡμεῖς δὲ τὸν πλοῦν διανύσαντες ἀπὸ Τύρου κατηντήσαμεν εἰς Πτολεμαΐδα, καὶ ἀσπασάμενοι τοὺς ἀδελφοὺς ἐμείναμεν ἡμέραν μίαν παρʼ αὐτοῖς.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 8] τῇ δὲ ἐπαύριον ἐξελθόντες ⸀ἤλθομεν εἰς Καισάρειαν, καὶ εἰσελθόντες εἰς τὸν οἶκον Φιλίππου τοῦ εὐαγγελιστοῦ ὄντος ἐκ τῶν ἑπτὰ ἐμείναμεν παρʼ αὐτῷ.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 9] τούτῳ δὲ ἦσαν θυγατέρες ⸂τέσσαρες παρθένοι⸃ προφητεύουσαι.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 10] ἐπιμενόντων ⸀δὲ ἡμέρας πλείους κατῆλθέν τις ἀπὸ τῆς Ἰουδαίας προφήτης ὀνόματι Ἅγαβος,
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 11] καὶ ἐλθὼν πρὸς ἡμᾶς καὶ ἄρας τὴν ζώνην τοῦ Παύλου δήσας ⸀ἑαυτοῦ τοὺς πόδας καὶ τὰς χεῖρας εἶπεν· Τάδε λέγει τὸ πνεῦμα τὸ ἅγιον Τὸν ἄνδρα οὗ ἐστιν ἡ ζώνη αὕτη, οὕτως δήσουσιν ἐν Ἰερουσαλὴμ οἱ Ἰουδαῖοι καὶ παραδώσουσιν εἰς χεῖρας ἐθνῶν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 12] ὡς δὲ ἠκούσαμεν ταῦτα, παρεκαλοῦμεν ἡμεῖς τε καὶ οἱ ἐντόπιοι τοῦ μὴ ἀναβαίνειν αὐτὸν εἰς Ἰερουσαλήμ.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 13] ⸂τότε ἀπεκρίθη⸃ ὁ Παῦλος· Τί ποιεῖτε κλαίοντες καὶ συνθρύπτοντές μου τὴν καρδίαν; ἐγὼ γὰρ οὐ μόνον δεθῆναι ἀλλὰ καὶ ἀποθανεῖν εἰς Ἰερουσαλὴμ ἑτοίμως ἔχω ὑπὲρ τοῦ ὀνόματος τοῦ κυρίου Ἰησοῦ.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 14] μὴ πειθομένου δὲ αὐτοῦ ἡσυχάσαμεν εἰπόντες· ⸂Τοῦ κυρίου τὸ θέλημα⸃ ⸀γινέσθω.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 15] Μετὰ δὲ τὰς ἡμέρας ταύτας ἐπισκευασάμενοι ἀνεβαίνομεν εἰς ⸀Ἱεροσόλυμα·
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 16] συνῆλθον δὲ καὶ τῶν μαθητῶν ἀπὸ Καισαρείας σὺν ἡμῖν, ἄγοντες παρʼ ᾧ ξενισθῶμεν Μνάσωνί τινι Κυπρίῳ, ἀρχαίῳ μαθητῇ.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 17] Γενομένων δὲ ἡμῶν εἰς Ἱεροσόλυμα ἀσμένως ⸀ἀπεδέξαντο ἡμᾶς οἱ ἀδελφοί.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 18] τῇ δὲ ἐπιούσῃ εἰσῄει ὁ Παῦλος σὺν ἡμῖν πρὸς Ἰάκωβον, πάντες τε παρεγένοντο οἱ πρεσβύτεροι.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 19] καὶ ἀσπασάμενος αὐτοὺς ἐξηγεῖτο καθʼ ἓν ἕκαστον ὧν ἐποίησεν ὁ θεὸς ἐν τοῖς ἔθνεσιν διὰ τῆς διακονίας αὐτοῦ.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 20] οἱ δὲ ἀκούσαντες ἐδόξαζον τὸν ⸀θεόν, ⸂εἶπόν τε⸃ αὐτῷ· Θεωρεῖς, ἀδελφέ, πόσαι μυριάδες εἰσὶν ⸂ἐν τοῖς Ἰουδαίοις⸃ τῶν πεπιστευκότων, καὶ πάντες ζηλωταὶ τοῦ νόμου ὑπάρχουσιν·
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 21] κατηχήθησαν δὲ περὶ σοῦ ὅτι ἀποστασίαν διδάσκεις ἀπὸ Μωϋσέως τοὺς κατὰ τὰ ἔθνη πάντας Ἰουδαίους, λέγων μὴ περιτέμνειν αὐτοὺς τὰ τέκνα μηδὲ τοῖς ἔθεσιν περιπατεῖν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 22] τί οὖν ἐστιν; πάντως ⸀ἀκούσονται ὅτι ἐλήλυθας.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 23] τοῦτο οὖν ποίησον ὅ σοι λέγομεν· εἰσὶν ἡμῖν ἄνδρες τέσσαρες εὐχὴν ἔχοντες ⸀ἀφʼ ἑαυτῶν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 24] τούτους παραλαβὼν ἁγνίσθητι σὺν αὐτοῖς καὶ δαπάνησον ἐπʼ αὐτοῖς ἵνα ⸀ξυρήσονται τὴν κεφαλήν, καὶ ⸀γνώσονται πάντες ὅτι ὧν κατήχηνται περὶ σοῦ οὐδέν ἐστιν, ἀλλὰ στοιχεῖς καὶ αὐτὸς ⸂φυλάσσων τὸν νόμον⸃.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 25] περὶ δὲ τῶν πεπιστευκότων ἐθνῶν ἡμεῖς ⸀ἀπεστείλαμεν ⸀κρίναντες φυλάσσεσθαι αὐτοὺς τό τε εἰδωλόθυτον ⸀καὶ αἷμα καὶ πνικτὸν καὶ πορνείαν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 26] τότε ὁ Παῦλος παραλαβὼν τοὺς ἄνδρας τῇ ἐχομένῃ ἡμέρᾳ σὺν αὐτοῖς ἁγνισθεὶς εἰσῄει εἰς τὸ ἱερόν, διαγγέλλων τὴν ἐκπλήρωσιν τῶν ἡμερῶν τοῦ ἁγνισμοῦ ἕως οὗ προσηνέχθη ὑπὲρ ἑνὸς ἑκάστου αὐτῶν ἡ προσφορά.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 27] Ὡς δὲ ἔμελλον αἱ ἑπτὰ ἡμέραι συντελεῖσθαι, οἱ ἀπὸ τῆς Ἀσίας Ἰουδαῖοι θεασάμενοι αὐτὸν ἐν τῷ ἱερῷ συνέχεον πάντα τὸν ὄχλον καὶ ἐπέβαλον ⸂ἐπʼ αὐτὸν τὰς χεῖρας⸃,
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 28] κράζοντες· Ἄνδρες Ἰσραηλῖται, βοηθεῖτε· οὗτός ἐστιν ὁ ἄνθρωπος ὁ κατὰ τοῦ λαοῦ καὶ τοῦ νόμου καὶ τοῦ τόπου τούτου πάντας ⸀πανταχῇ διδάσκων, ἔτι τε καὶ Ἕλληνας εἰσήγαγεν εἰς τὸ ἱερὸν καὶ κεκοίνωκεν τὸν ἅγιον τόπον τοῦτον.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 29] ἦσαν γὰρ ⸀προεωρακότες Τρόφιμον τὸν Ἐφέσιον ἐν τῇ πόλει σὺν αὐτῷ, ὃν ἐνόμιζον ὅτι εἰς τὸ ἱερὸν εἰσήγαγεν ὁ Παῦλος.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 30] ἐκινήθη τε ἡ πόλις ὅλη καὶ ἐγένετο συνδρομὴ τοῦ λαοῦ, καὶ ἐπιλαβόμενοι τοῦ Παύλου εἷλκον αὐτὸν ἔξω τοῦ ἱεροῦ, καὶ εὐθέως ἐκλείσθησαν αἱ θύραι.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 31] ζητούντων ⸀τε αὐτὸν ἀποκτεῖναι ἀνέβη φάσις τῷ χιλιάρχῳ τῆς σπείρης ὅτι ὅλη ⸀συγχύννεται Ἰερουσαλήμ,
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 32] ὃς ἐξαυτῆς παραλαβὼν στρατιώτας καὶ ἑκατοντάρχας κατέδραμεν ἐπʼ αὐτούς, οἱ δὲ ἰδόντες τὸν χιλίαρχον καὶ τοὺς στρατιώτας ἐπαύσαντο τύπτοντες τὸν Παῦλον.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 33] ⸂τότε ἐγγίσας⸃ ὁ χιλίαρχος ἐπελάβετο αὐτοῦ καὶ ἐκέλευσε δεθῆναι ἁλύσεσι δυσί, καὶ ἐπυνθάνετο ⸀τίς εἴη καὶ τί ἐστιν πεποιηκώς.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 34] ἄλλοι δὲ ἄλλο τι ⸀ἐπεφώνουν ἐν τῷ ὄχλῳ· μὴ ⸂δυναμένου δὲ αὐτοῦ⸃ γνῶναι τὸ ἀσφαλὲς διὰ τὸν θόρυβον ἐκέλευσεν ἄγεσθαι αὐτὸν εἰς τὴν παρεμβολήν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 35] ὅτε δὲ ἐγένετο ἐπὶ τοὺς ἀναβαθμούς, συνέβη βαστάζεσθαι αὐτὸν ὑπὸ τῶν στρατιωτῶν διὰ τὴν βίαν τοῦ ὄχλου,
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 36] ἠκολούθει γὰρ τὸ πλῆθος τοῦ λαοῦ ⸀κράζοντες· Αἶρε αὐτόν.
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 37] Μέλλων τε εἰσάγεσθαι εἰς τὴν παρεμβολὴν ὁ Παῦλος λέγει τῷ χιλιάρχῳ· Εἰ ἔξεστίν μοι εἰπεῖν ⸀τι πρὸς σέ; ὁ δὲ ἔφη· Ἑλληνιστὶ γινώσκεις;
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 38] οὐκ ἄρα σὺ εἶ ὁ Αἰγύπτιος ὁ πρὸ τούτων τῶν ἡμερῶν ἀναστατώσας καὶ ἐξαγαγὼν εἰς τὴν ἔρημον τοὺς τετρακισχιλίους ἄνδρας τῶν σικαρίων;
[SBLGNT | EL | NT | Acts | Chapter 21 | Verse 39] εἶπεν δὲ ὁ Παῦλος· Ἐγὼ ἄνθρωπος μέν εἰμι Ἰουδαῖος, Ταρσεὺς τῆς Κιλικίας, οὐκ ἀσήμου πόλεως πολίτης· δέομαι δέ σου, ἐπίτρεψόν μοι λαλῆσαι πρὸς τὸν λαόν.
