[WEB | EN | NT | Acts | Chapter 5 | Verse 1] But a certain man named Ananias, with Sapphira his wife, sold a possession,
[WEB | EN | NT | Acts | Chapter 5 | Verse 2] and kept back part of the price, his wife also being aware of it, then brought a certain part and laid it at the apostles’ feet.
[WEB | EN | NT | Acts | Chapter 5 | Verse 3] But Peter said, “Ananias, why has Satan filled your heart to lie to the Holy Spirit and to keep back part of the price of the land?
[WEB | EN | NT | Acts | Chapter 5 | Verse 4] While you kept it, didn’t it remain your own? After it was sold, wasn’t it in your power? How is it that you have conceived this thing in your heart? You haven’t lied to men, but to God.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 5] Ananias, hearing these words, fell down and died. Great fear came on all who heard these things.
[WEB | EN | NT | Acts | Chapter 5 | Verse 6] The young men arose and wrapped him up, and they carried him out and buried him.
[WEB | EN | NT | Acts | Chapter 5 | Verse 7] About three hours later, his wife, not knowing what had happened, came in.
[WEB | EN | NT | Acts | Chapter 5 | Verse 8] Peter answered her, “Tell me whether you sold the land for so much.” She said, “Yes, for so much.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 9] But Peter asked her, “How is it that you have agreed together to tempt the Spirit of the Lord? Behold, the feet of those who have buried your husband are at the door, and they will carry you out.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 10] She fell down immediately at his feet and died. The young men came in and found her dead, and they carried her out and buried her by her husband.
[WEB | EN | NT | Acts | Chapter 5 | Verse 11] Great fear came on the whole assembly, and on all who heard these things.
[WEB | EN | NT | Acts | Chapter 5 | Verse 12] By the hands of the apostles many signs and wonders were done among the people. They were all with one accord in Solomon’s porch.
[WEB | EN | NT | Acts | Chapter 5 | Verse 13] None of the rest dared to join them; however, the people honored them.
[WEB | EN | NT | Acts | Chapter 5 | Verse 14] More believers were added to the Lord, multitudes of both men and women.
[WEB | EN | NT | Acts | Chapter 5 | Verse 15] They even carried out the sick into the streets and laid them on cots and mattresses, so that as Peter came by, at least his shadow might overshadow some of them.
[WEB | EN | NT | Acts | Chapter 5 | Verse 16] The multitude also came together from the cities around Jerusalem, bringing sick people and those who were tormented by unclean spirits; and they were all healed.
[WEB | EN | NT | Acts | Chapter 5 | Verse 17] But the high priest rose up, and all those who were with him (which is the sect of the Sadducees), and they were filled with jealousy
[WEB | EN | NT | Acts | Chapter 5 | Verse 18] and laid hands on the apostles, then put them in public custody.
[WEB | EN | NT | Acts | Chapter 5 | Verse 19] But an angel of the Lord opened the prison doors by night, and brought them out and said,
[WEB | EN | NT | Acts | Chapter 5 | Verse 20] “Go stand and speak in the temple to the people all the words of this life.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 21] When they heard this, they entered into the temple about daybreak and taught. But the high priest and those who were with him came and called the council together, with all the senate of the children of Israel, and sent to the prison to have them brought.
[WEB | EN | NT | Acts | Chapter 5 | Verse 22] But the officers who came didn’t find them in the prison. They returned and reported,
[WEB | EN | NT | Acts | Chapter 5 | Verse 23] “We found the prison shut and locked, and the guards standing before the doors, but when we opened them, we found no one inside!”
[WEB | EN | NT | Acts | Chapter 5 | Verse 24] Now when the high priest, the captain of the temple, and the chief priests heard these words, they were very perplexed about them and what might become of this.
[WEB | EN | NT | Acts | Chapter 5 | Verse 25] One came and told them, “Behold, the men whom you put in prison are in the temple, standing and teaching the people.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 26] Then the captain went with the officers, and brought them without violence, for they were afraid that the people might stone them.
[WEB | EN | NT | Acts | Chapter 5 | Verse 27] When they had brought them, they set them before the council. The high priest questioned them,
[WEB | EN | NT | Acts | Chapter 5 | Verse 28] saying, “Didn’t we strictly command you not to teach in this name? Behold, you have filled Jerusalem with your teaching, and intend to bring this man’s blood on us.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 29] But Peter and the apostles answered, “We must obey God rather than men.
[WEB | EN | NT | Acts | Chapter 5 | Verse 30] The God of our fathers raised up Jesus, whom you killed, hanging him on a tree.
[WEB | EN | NT | Acts | Chapter 5 | Verse 31] God exalted him with his right hand to be a Prince and a Savior, to give repentance to Israel, and remission of sins.
[WEB | EN | NT | Acts | Chapter 5 | Verse 32] We are his witnesses of these things; and so also is the Holy Spirit, whom God has given to those who obey him.”
[WEB | EN | NT | Acts | Chapter 5 | Verse 33] But they, when they heard this, were cut to the heart, and were determined to kill them.
[WEB | EN | NT | Acts | Chapter 5 | Verse 34] But one stood up in the council, a Pharisee named Gamaliel, a teacher of the law, honored by all the people, and commanded to put the apostles out for a little while.
[WEB | EN | NT | Acts | Chapter 5 | Verse 35] He said to them, “You men of Israel, be careful concerning these men, what you are about to do.
[WEB | EN | NT | Acts | Chapter 5 | Verse 36] For before these days Theudas rose up, making himself out to be somebody; to whom a number of men, about four hundred, joined themselves. He was slain; and all, as many as obeyed him, were dispersed and came to nothing.
[WEB | EN | NT | Acts | Chapter 5 | Verse 37] After this man, Judas of Galilee rose up in the days of the enrollment, and drew away some people after him. He also perished, and all, as many as obeyed him, were scattered abroad.
[WEB | EN | NT | Acts | Chapter 5 | Verse 38] Now I tell you, withdraw from these men and leave them alone. For if this counsel or this work is of men, it will be overthrown.
[WEB | EN | NT | Acts | Chapter 5 | Verse 39] But if it is of God, you will not be able to overthrow it, and you would be found even to be fighting against God!”
[WEB | EN | NT | Acts | Chapter 5 | Verse 40] They agreed with him. Summoning the apostles, they beat them and commanded them not to speak in the name of Jesus, and let them go.
[WEB | EN | NT | Acts | Chapter 5 | Verse 41] They therefore departed from the presence of the council, rejoicing that they were counted worthy to suffer dishonor for Jesus’ name.
[WEB | EN | NT | Acts | Chapter 5 | Verse 42] Every day, in the temple and at home, they never stopped teaching and preaching Jesus, the Christ.
