[IRV | GU | OT | Daniel | Chapter 4 | Verse 1] રાજા નબૂખાદનેસ્સારે આ હુકમ પૃથ્વી પર રહેતા સર્વ લોકોમાં, પ્રજાઓમાં તથા વિવિધ ભાષાઓ બોલનારાઓમાં મોકલ્યો: “તમને અધિકાધિક શાંતિ હો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 2] પરાત્પર ઈશ્વરે જે ચિહ્નો તથા ચમત્કારો મારી સાથે કર્યાં તે વિષે તમને કહેવું એ મને સારું લાગ્યું છે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 3] તેમનાં ચિહ્નો કેવાં મહાન છે, તેમના ચમત્કારો કેવા મહાન છે! તેમનું રાજ્ય અનંતકાળનું રાજ્ય છે, તેમનો અધિકાર પેઢી દરપેઢીનો છે.”
[IRV | GU | OT | Daniel | Chapter 4 | Verse 4] હું, નબૂખાદનેસ્સાર મારા ઘરમાં સુખશાંતિમાં રહેતો હતો. હું મારા મહેલમાં વૈભવ માણતો હતો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 5] પણ મને સ્વપ્ન આવ્યું તેથી હું ગભરાયો. હું સૂતો હતો ત્યારે જે પ્રતિમાઓ તથા સંદર્શનો મારા મગજમાં હું જોતો હતો તેણે મને ગભરાવી દીધો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 6] તેથી મેં હુકમ કર્યો કે, બાબિલના બધા જ્ઞાની પુરુષોને મારી આગળ લાવો કે, જેથી તેઓ મારા સ્વપ્નનો અર્થ જણાવે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 7] ત્યારે જાદુગરો, મંત્રવિદ્યા જાણનારા, ખાલદીઓ તથા જ્યોતિષીઓ મારી આગળ આવ્યા. મેં તેઓને સ્વપ્ન કહી સંભળાવ્યું, પણ તેઓ મને તેનો અર્થ જણાવી શક્યા નહિ.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 8] પણ આખરે દાનિયેલ જેનું નામ મારા દેવના નામ પરથી બેલ્ટશાસ્સાર પાડ્યું હતું, જેનામાં પવિત્ર દેવોનો આત્મા છે તે મારી આગળ આવ્યો. મેં તેને સ્વપ્નની વાત કહી.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 9] “હે બેલ્ટશાસ્સાર, મુખ્ય જાદુગર, હું જાણું છું કે, તારામાં પવિત્ર દેવોનો આત્મા છે, કોઈપણ રહસ્ય સમજાવવું તારા માટે મુશ્કેલ નથી. મારા સ્વપ્નમાં મેં શું જોયું છે અને તેનો અર્થ શો છે તે તું મને કહે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 10] હું મારી પથારી પર સૂતો હતો ત્યારે મારા મગજમાં મેં આ સંદર્શન જોયાં: મેં જોયું, તો જુઓ પૃથ્વીની મધ્યમાં એક વૃક્ષ હતું, તેની ઊંચાઈ ઘણી મોટી હતી.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 11] તે વૃક્ષ વધીને મજબૂત થયું. તેની ટોચ આકાશે પહોંચી અને તે પૃથ્વીને છેડેથી નજરે પડતું હતું.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 12] તેનાં પાંદડાં સુંદર હતાં, તેને ઘણાં ફળ હતા, તેથી બધાંને ખોરાક મળતો હતો, જંગલી પશુઓ તેની છાયા નીચે આશ્રય પામતાં, આકાશના પક્ષીઓ તેની ડાળીઓમાં વાસો કરતા હતા. બધા જીવોને તેનાથી પોષણ મળતું હતું.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 13] મારા પલંગ પર હું મારા મગજમાં આ સંદર્શન જોતો હતો, ત્યારે એક પવિત્ર દૂત સ્વર્ગમાંથી નીચે ઊતરી આવ્યો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 14] તેણે મોટે અવાજે કહ્યું, ‘આ વૃક્ષને કાપી નાખો; તેની ડાળીઓ પણ કાપી નાખો, તેનાં પાંદડાં ખંખેરી નાખો અને તેનાં ફળ તોડી નાખો. તેની છાયામાંથી પશુઓ નાસી જાઓ અને તેની ડાળીઓ ઉપરથી પક્ષીઓ ઊડી જાઓ.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 15] તેના મૂળની જડને પૃથ્વીમાં, લોખંડ તથા સાંકળોથી બાંધીને તેને ખેતરના કુમળા ઘાસ મધ્યે રહેવા દો. તેને આકાશના ઝાકળથી પલળવા દો. તેને ભૂમિ પરના ઘાસમાં પશુઓ મધ્યે રહેવા દો અને પશુઓ સાથે પૃથ્વી પરના ઘાસમાંથી તેને હિસ્સો મળે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 16] તેનું માણસનું હૃદય બદલાઈને, તેને પશુનું હૃદય આપવામાં આવે આમ સાત વર્ષ વીતે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 17] આ નિર્ણય જાગૃત રહેનારાના હુકમથી છે. તે આજ્ઞા પવિત્ર દૂતોના વચનથી છે. જેથી જીવતા માણસો જાણે કે પરાત્પર ઈશ્વર લોકોના રાજ્ય પર અધિકાર ચલાવે છે, પોતાની મરજી હોય તેને તે આપે છે, નમ્ર માણસોને તેના પર અધિકારી ઠરાવે છે.’
[IRV | GU | OT | Daniel | Chapter 4 | Verse 18] મેં, રાજા નબૂખાદનેસ્સારે, આ સ્વપ્ન જોયું હતું. હવે હે બેલ્ટશાસ્સાર, તું મને તેનો અર્થ જણાવ, કેમ કે મારા રાજ્યના જ્ઞાની માણસો મને તેનો અર્થ સમજાવી શકે તેમ નથી. પણ તું તે કરવાને સમર્થ છે, કેમ કે તારામાં પવિત્ર દેવનો આત્મા રહે છે.”
[IRV | GU | OT | Daniel | Chapter 4 | Verse 19] ત્યારે દાનિયેલ, જેનું નામ બેલ્ટશાસ્સાર પણ હતું, તે કેટલીક વાર સુધી ઘણો સ્તબ્ધ થઈ ગયો. તેના મનમાં જે વિચારો આવ્યા તેનાથી તે ભયભીત થઈ ગયો. પણ રાજાએ તેને કહ્યું, “બેલ્ટશાસ્સાર, સ્વપ્નથી કે તેના અર્થથી તું ગભરાઈશ નહિ.” બેલ્ટશાસ્સારે જવાબ આપ્યો, “મારા સ્વામી, તે સ્વપ્ન તમારા દ્વેષીઓને તથા તેનો અર્થ તમારા દુશ્મનોને લાગુ પડો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 20] જે વૃક્ષ તમે જોયું, જે વધીને મજબૂત થયું, જેની ટોચ આકાશ સુધી પહોંચતી હતી, જે પૃથ્વીના છેડે દેખાતું નહતું.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 21] જેનાં પાંદડાં સુંદર હતાં, જેને ઘણાં ફળ લાગ્યાં હતાં, જેનાથી બધાને ખોરાક પૂરો પડતો હતો, જેની નીચે ખેતરનાં પશુઓ આશ્રય પામતાં હતાં, જેની ડાળીઓમાં આકાશના પક્ષીઓ વાસ કરતાં હતાં,
