[BSB | EN | OT | Isaiah | Chapter 28 | Verse 1] Woe to the majestic crown of Ephraim’s drunkards, to the fading flower of his glorious splendor, set on the summit above the fertile valley, the pride of those overcome by wine.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 2] Behold, the Lord has one who is strong and mighty. Like a hailstorm or destructive tempest, like a driving rain or flooding downpour, he will smash that crown to the ground.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 3] The majestic crown of Ephraim’s drunkards will be trampled underfoot.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 4] The fading flower of his beautiful splendor, set on the summit above the fertile valley, will be like a ripe fig before the summer harvest: Whoever sees it will take it in his hand and swallow it.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 5] On that day the LORD of Hosts will be a crown of glory, a diadem of splendor to the remnant of His people,
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 6] a spirit of justice to him who sits in judgment, and a strength to those who repel the onslaught at the gate.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 7] These also stagger from wine and stumble from strong drink: Priests and prophets reel from strong drink and are befuddled by wine. They stumble because of strong drink, muddled in their visions and stumbling in their judgments.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 8] For all their tables are covered with vomit; there is not a place without filth.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 9] Whom is He trying to teach? To whom is He explaining His message? To infants just weaned from milk? To babies removed from the breast?
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 10] For they hear: “Order on order, order on order, line on line, line on line; a little here, a little there.”
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 11] Indeed, with mocking lips and foreign tongues, He will speak to this people
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 12] to whom He has said: “This is the place of rest, let the weary rest; this is the place of repose.” But they would not listen.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 13] Then the word of the LORD to them will become: “Order on order, order on order, line on line, line on line; a little here, a little there,” so that they will go stumbling backward and will be injured, ensnared, and captured.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 14] Therefore hear the word of the LORD, O scoffers who rule this people in Jerusalem.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 15] For you said, “We have made a covenant with death; we have fashioned an agreement with Sheol. When the overwhelming scourge passes through it will not touch us, because we have made lies our refuge and falsehood our hiding place.”
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 16] So this is what the Lord GOD says: “See, I lay a stone in Zion, a tested stone, a precious cornerstone, a sure foundation; the one who believes will never be shaken.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 17] I will make justice the measuring line and righteousness the level. Hail will sweep away your refuge of lies, and water will flood your hiding place.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 18] Your covenant with death will be dissolved, and your agreement with Sheol will not stand. When the overwhelming scourge passes through, you will be trampled by it.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 19] As often as it passes through, it will carry you away; it will sweep through morning after morning, by day and by night.” The understanding of this message will bring sheer terror.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 20] Indeed, the bed is too short to stretch out on, and the blanket too small to wrap around you.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 21] For the LORD will rise up as at Mount Perazim. He will rouse Himself as in the Valley of Gibeon, to do His work, His strange work, and to perform His task, His disturbing task.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 22] So now, do not mock, or your shackles will become heavier. Indeed, I have heard from the Lord GOD of Hosts a decree of destruction against the whole land.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 23] Listen and hear my voice. Pay attention and hear what I say.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 24] Does the plowman plow for planting every day? Does he continuously loosen and harrow the soil?
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 25] When he has leveled its surface, does he not sow caraway and scatter cumin? He plants wheat in rows and barley in plots, and rye within its border.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 26] For his God instructs and teaches him properly.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 27] Surely caraway is not threshed with a sledge, and the wheel of a cart is not rolled over the cumin. But caraway is beaten out with a stick, and cumin with a rod.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 28] Grain for bread must be ground, but it is not endlessly threshed. Though the wheels of the cart roll over it, the horses do not crush it.
[BSB | EN | OT | Isaiah | Chapter 28 | Verse 29] This also comes from the LORD of Hosts, who is wonderful in counsel and excellent in wisdom.
