[ASV | EN | NT | John | Chapter 12 | Verse 1] Jesus therefore six days before the passover came to Bethany, where Lazarus was, who had died, whom he raised from the dead.
[ASV | EN | NT | John | Chapter 12 | Verse 2] So they made him a supper there: and Martha served; but Lazarus was one of them that sat at meat with him.
[ASV | EN | NT | John | Chapter 12 | Verse 3] Mary therefore took a pound of ointment of pure nard, very precious, and anointed the feet of Jesus, and wiped his feet with her hair: and the house was filled with the odor of the ointment.
[ASV | EN | NT | John | Chapter 12 | Verse 4] Then one of his disciples, Judas Iscariot, son of Simon, that should betray him, saith,
[ASV | EN | NT | John | Chapter 12 | Verse 5] Why was not this ointment sold for three hundred denarii, and given to the poor?
[ASV | EN | NT | John | Chapter 12 | Verse 6] Now this he said, not because he cared for the poor; but because he was a thief, and had the bag, and took away what was put therein.
[ASV | EN | NT | John | Chapter 12 | Verse 7] Jesus therefore said, Let her alone: against the day of my burying hath she kept this.
[ASV | EN | NT | John | Chapter 12 | Verse 8] For the poor ye have always with you; but me ye have not always.
[ASV | EN | NT | John | Chapter 12 | Verse 9] Much people of the Jews therefore learned that he was there: and they came, not for Jesus’ sake only, but that they might see Lazarus also, whom he had raised from the dead.
[ASV | EN | NT | John | Chapter 12 | Verse 10] But the chief priests took counsel that they might put Lazarus also to death;
[ASV | EN | NT | John | Chapter 12 | Verse 11] because that by reason of him many of the Jews went away, and believed on Jesus.
[ASV | EN | NT | John | Chapter 12 | Verse 12] On the morrow a great multitude that had come to the feast, when they heard that Jesus was coming to Jerusalem,
[ASV | EN | NT | John | Chapter 12 | Verse 13] took the branches of the palm trees, and went forth to meet him, and cried out, Hosanna: Blessed is he that cometh in the name of the Lord, the King of Israel.
[ASV | EN | NT | John | Chapter 12 | Verse 14] And Jesus, having found a young ass, sat thereon; as it is written,
[ASV | EN | NT | John | Chapter 12 | Verse 15] Fear not, daughter of Zion: behold, thy King cometh, sitting on an ass’s colt.
[ASV | EN | NT | John | Chapter 12 | Verse 16] And these things understood not his disciples at the first: but when Jesus was glorified, then remembered they that these things were written of him, and that they had done these things unto him.
[ASV | EN | NT | John | Chapter 12 | Verse 17] The multitude therefore that was with him when he called Lazarus out of the tomb, and raised him from the dead, bare witness.
[ASV | EN | NT | John | Chapter 12 | Verse 18] For this cause also the multitude went and met him, for that they heard that he had done this sign.
[ASV | EN | NT | John | Chapter 12 | Verse 19] The Pharisees therefore said among themselves, Behold how ye prevail nothing; lo, the world is gone after him.
[ASV | EN | NT | John | Chapter 12 | Verse 20] Now there were certain Greeks among those that went up to worship at the feast:
[ASV | EN | NT | John | Chapter 12 | Verse 21] these therefore came to Philip, who was of Bethsaida of Galilee, and asked him, saying, Sir, we would see Jesus.
[ASV | EN | NT | John | Chapter 12 | Verse 22] Philip cometh and telleth Andrew: and again Andrew and Philip tell Jesus.
[ASV | EN | NT | John | Chapter 12 | Verse 23] And Jesus answered them, saying, The hour is come, that the Son of man should be glorified.
[ASV | EN | NT | John | Chapter 12 | Verse 24] Verily, verily, I say unto you, Except a grain of wheat fall into the earth and die, it abideth by itself alone; but if it die, it beareth much fruit.
[ASV | EN | NT | John | Chapter 12 | Verse 25] He that loveth his life shall lose it; and he that hateth his life in this world shall keep it unto life eternal.
[ASV | EN | NT | John | Chapter 12 | Verse 26] If any man serve me, let him follow me; and where I am, there shall also my servant be: and if any man serve me, him will the Father honor.
[ASV | EN | NT | John | Chapter 12 | Verse 27] Now is my soul troubled; and what shall I say? Father, save me from this hour. But for this cause came I unto this hour.
[ASV | EN | NT | John | Chapter 12 | Verse 28] Father, glorify thy name. There came therefore a voice out of heaven, saying, I have both glorified it, and will glorify it again.
[ASV | EN | NT | John | Chapter 12 | Verse 29] The multitude therefore, that stood by, and heard it, said that it had thundered: others said, An angel hath spoken to him.
[ASV | EN | NT | John | Chapter 12 | Verse 30] Jesus answered and said, This voice hath not come for my sake, but for your sakes.
[ASV | EN | NT | John | Chapter 12 | Verse 31] Now is the judgment of this world: now shall the prince of this world be cast out.
[ASV | EN | NT | John | Chapter 12 | Verse 32] And I, if I be lifted up from the earth, will draw all men unto myself.
[ASV | EN | NT | John | Chapter 12 | Verse 33] But this he said, signifying by what manner of death he should die.
[ASV | EN | NT | John | Chapter 12 | Verse 34] The multitude answered him, We have heard out of the law that the Christ abideth forever: and how sayest thou, The Son of man must be lifted up? who is this Son of man?
[ASV | EN | NT | John | Chapter 12 | Verse 35] Jesus therefore said unto them, Yet a little while is the light with you. Walk while ye have the light, that darkness overtake you not: and he that walketh in the darkness knoweth not whither he goeth.
[ASV | EN | NT | John | Chapter 12 | Verse 36] While ye have the light, believe on the light, that ye may become sons of light. These things spake Jesus, and he departed and hid himself from them.
[ASV | EN | NT | John | Chapter 12 | Verse 37] But though he had done so many signs before them, yet they believed not on him:
[ASV | EN | NT | John | Chapter 12 | Verse 38] that the word of Isaiah the prophet might be fulfilled, which he spake, Lord, who hath believed our report? And to whom hath the arm of the Lord been revealed?
[ASV | EN | NT | John | Chapter 12 | Verse 39] For this cause they could not believe, for that Isaiah said again,
[ASV | EN | NT | John | Chapter 12 | Verse 40] He hath blinded their eyes, and hardened their heart; Lest they should see with their eyes, and perceive with their heart, And should turn again, And I should heal them.
[ASV | EN | NT | John | Chapter 12 | Verse 41] These things said Isaiah, when he saw his glory; and he spake of him.
[ASV | EN | NT | John | Chapter 12 | Verse 42] Nevertheless even of the rulers many believed on him; but because of the Pharisees they did not confess it, lest they should be put out of the synagogue:
[ASV | EN | NT | John | Chapter 12 | Verse 43] for they loved the glory that is of men more than the glory that is of God.
