[IRV | PA | NT | Hebrews | Chapter 1 | Verse 1] ਪਰਮੇਸ਼ੁਰ ਨੇ ਬੀਤੇ ਹੋਏ ਸਮਿਆਂ ਵਿੱਚ ਨਬੀਆਂ ਦੇ ਦੁਆਰਾ ਸਾਡੇ ਬਜ਼ੁਰਗਾਂ ਨਾਲ ਕਈ ਵਾਰੀ ਅਤੇ ਕਈ ਤਰੀਕਿਆਂ ਨਾਲ ਗੱਲ ਕੀਤੀ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 2] ਇਨ੍ਹਾਂ ਦਿਨਾਂ ਦੇ ਅੰਤ ਵਿੱਚ ਸਾਡੇ ਨਾਲ ਪੁੱਤਰ ਦੇ ਦੁਆਰਾ ਗੱਲ ਕੀਤੀ, ਜਿਸ ਨੂੰ ਉਹ ਨੇ ਸਭਨਾਂ ਵਸਤਾਂ ਦਾ ਵਾਰਿਸ ਬਣਾਇਆ ਅਤੇ ਉਸੇ ਦੇ ਦੁਆਰਾ ਉਹ ਨੇ ਸੰਸਾਰ ਨੂੰ ਵੀ ਰਚਿਆ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 3] ਉਹ ਉਸ ਮਹਿਮਾ ਦਾ ਪ੍ਰਕਾਸ਼ ਅਤੇ ਉਸ ਦੀ ਸਖਸ਼ੀਅਤ ਦਾ ਨਕਸ਼ ਹੋ ਕੇ, ਆਪਣੇ ਸਮਰੱਥਾ ਦੇ ਬਚਨ ਨਾਲ ਸਭਨਾਂ ਵਸਤਾਂ ਨੂੰ ਸੰਭਾਲ ਕੇ ਅਤੇ ਪਾਪਾਂ ਨੂੰ ਸਾਫ਼ ਕਰ ਕੇ, ਸਰਬ ਉੱਚ ਸਥਾਨ ਵਿੱਚ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸੱਜੇ ਪਾਸੇ ਬਿਰਾਜਮਾਨ ਹੋਇਆ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 4] ਉਹ ਦੂਤਾਂ ਨਾਲੋਂ ਐਨਾ ਉੱਤਮ ਹੋਇਆ, ਜਿੰਨਾਂ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਨਾਲੋਂ ਵਿਰਸੇ ਵਿੱਚ ਉੱਤਮ ਨਾਮ ਪਾਇਆ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 5] ਕਿਉਂ ਜੋ ਦੂਤਾਂ ਵਿੱਚੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਕਿਸਨੂੰ ਕਦੇ ਆਖਿਆ ਕਿ ਤੂੰ ਮੇਰਾ ਪੁੱਤਰ ਹੈਂ, ਮੈਂ ਅੱਜ ਤੈਨੂੰ ਜਨਮ ਦਿੱਤਾ ਹੈ?। ਅਤੇ ਫੇਰ, ਮੈਂ ਉਹ ਦਾ ਪਿਤਾ ਹੋਵਾਂਗਾ, ਅਤੇ ਉਹ ਮੇਰਾ ਪੁੱਤਰ ਹੋਵੇਗਾ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 6] ਅਤੇ ਜਦੋਂ ਉਸ ਪਹਿਲੇ ਨੂੰ ਸੰਸਾਰ ਵਿੱਚ ਫਿਰ ਲਿਆਉਂਦਾ ਹੈ ਤਾਂ ਉਹ ਕਹਿੰਦਾ ਹੈ - “ਪਰਮੇਸ਼ੁਰ ਦੇ ਸੱਭੇ ਦੂਤ ਉਹ ਨੂੰ ਮੱਥਾ ਟੇਕਣ।”
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 7] ਅਤੇ ਉਹ ਦੂਤਾਂ ਦੇ ਬਾਰੇ ਆਖਦਾ ਹੈ - ਉਹ ਆਪਣਿਆਂ ਦੂਤਾਂ ਨੂੰ ਹਵਾਵਾਂ ਅਤੇ ਆਪਣੇ ਸੇਵਕਾਂ ਨੂੰ ਅੱਗ ਦੀਆਂ ਲਾਟਾਂ ਬਣਾਉਂਦਾ ਹੈ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 8] ਪਰ ਪੁੱਤਰ ਦੇ ਬਾਰੇ - ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੇਰਾ ਸਿੰਘਾਸਣ ਸਦੀਪਕ ਕਾਲ ਤੱਕ ਹੈ ਅਤੇ ਤੇਰੇ ਰਾਜ ਦਾ ਅਧਿਕਾਰ ਧਾਰਮਿਕਤਾ ਦਾ ਅਧਿਕਾਰ ਹੈ,
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 9] ਤੂੰ ਧਰਮ ਨਾਲ ਪਿਆਰ ਅਤੇ ਬਦੀ ਨਾਲ ਵੈਰ ਕੀਤਾ; ਇਸ ਲਈ ਪਰਮੇਸ਼ੁਰ, ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਖੁਸ਼ੀ ਦੇ ਤੇਲ ਨਾਲ ਤੇਰੇ ਸਾਥੀਆਂ ਤੋਂ ਵੱਧ ਤੈਨੂੰ ਮਸਹ ਕੀਤਾ ਹੈ।
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 10] ਅਤੇ ਇਹ ਵੀ, - ਹੇ ਪ੍ਰਭੂ, ਤੂੰ ਆਦ ਵਿੱਚ ਧਰਤੀ ਦੀ ਨੀਂਹ ਧਰੀ, ਅਤੇ ਅਕਾਸ਼ ਤੇਰੇ ਹੱਥਾਂ ਦੀ ਕਾਰੀਗਰੀ ਹਨ,
[IRV | PA | NT | Hebrews | Chapter 1 | Verse 11] ਉਹ ਨਾਸ ਹੋ ਜਾਣਗੇ ਪਰ ਤੂੰ ਅਟੱਲ ਰਹਿੰਦਾ ਹੈਂ, ਉਹ ਕੱਪੜੇ ਵਾਂਗੂੰ ਪੁਰਾਣੇ ਹੋ ਜਾਣਗੇ,
