[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 1] In the twenty and fifth year of our removal, in the beginning of the year, in the tenth of the month, in the fourteenth year after that the city was smitten, in this self-same day hath a hand of Jehovah been upon me, and He bringeth me in thither;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 2] in visions of God He hath brought me in unto the land of Israel, and causeth me to rest on a very high mountain, and upon it [is] as the frame of a city on the south.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 3] And He bringeth me in thither, and lo, a man, his appearance as the appearance of brass, and a thread of flax in his hand, and a measuring-reed, and he is standing at the gate,
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 4] and the man speaketh unto me: 'Son of man, see with thine eyes, And with thine ears hear, And set thy heart to all that I am shewing thee, For, in order to shew [it] thee, Thou hast been brought in hither, Declare all that thou art seeing to the house of Israel.'
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 5] And lo, a wall on the outside of the house all round about, and in the hand of the man a measuring-reed, six cubits by a cubit and a handbreadth, and he measureth the breadth of the building one reed, and the height one reed.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 6] And he cometh in unto the gate whose front [is] eastward, and he goeth up by its steps, and he measureth the threshold of the gate one reed broad, even the one threshold one reed broad,
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 7] and the little chamber one reed long and one reed broad, and between the little chambers five cubits, and the threshold of the gate, from the side of the porch of the gate from within, one reed.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 8] And he measureth the porch of the gate from within one reed,
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 9] and he measureth the porch of the gate eight cubits, and its posts two cubits, and the porch of the gates from within,
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 10] and the little chambers of the gate eastward, three on this side, and three on that side; one measure [is] to them three, and one measure [is] to the posts, on this side and on that side.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 11] And he measureth the breadth of the opening of the gate ten cubits, the length of the gate thirteen cubits;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 12] and a border before the little chambers, one cubit, and one cubit [is] the border on this side, and the little chamber [is] six cubits on this side, and six cubits on that side.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 13] And he measureth the gate from the roof of the [one] little chamber to the roof of another; the breadth twenty and five cubits, opening over-against opening.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 14] And he maketh the posts of sixty cubits, even unto the post of the court, the gate all round about;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 15] and by the front of the gate of the entrance, by the front of the porch of the inner gate, fifty cubits;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 16] and narrow windows [are] unto the little chambers, and unto their posts at the inside of the gate all round about — and so to the arches — and windows all round about [are] at the inside, and at the post [are] palm-trees.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 17] And he bringeth me in unto the outer court, and lo, chambers and a pavement made for the court all round about — thirty chambers on the pavement —
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 18] and the pavement unto the side of the gates over-against the length of the gates [is] the lower pavement;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 19] and he measureth the breadth from before the lower gate, to the front of the inner court, on the outside, a hundred cubits, eastward and northward.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 20] As to the gate of the outer court whose front [is] northward, he hath measured its length and its breadth;
