[BBE | EN | OT | Psalms | Chapter 118 | Verse 1] O give praise to the Lord, for he is good: for his mercy is unchanging for ever.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 2] Let Israel now say, that his mercy is unchanging for ever.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 3] Let the house of Aaron now say, that his mercy is unchanging for ever.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 4] Let all worshippers of the Lord now say, that his mercy is unchanging for ever.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 5] I made my prayer to the Lord in my trouble: and the Lord gave me an answer, and put me in a wide place.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 6] The Lord is on my side; I will have no fear: what is man able to do to me?
[BBE | EN | OT | Psalms | Chapter 118 | Verse 7] The Lord is my great helper: I will see my desire against my haters.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 8] It is better to have faith in the Lord than to put one's hope in man.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 9] It is better to have faith in the Lord than to put one's hope in rulers.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 10] All the nations have come round me; but in the name of the Lord I will have them cut down.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 11] They are round me, yes, they are all about me; but in the name of the Lord I will have them cut down.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 12] They are round me like bees; but they are put out like a fire among thorns; for in the name of the Lord I will have them cut down.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 13] I have been hard pushed by you, so that I might have a fall: but the Lord was my helper.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 14] The Lord is my strength and my song; he has become my salvation.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 15] The sound of joy and salvation is in the tents of the upright; the right hand of the Lord does works of power.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 16] The right hand of the Lord is lifted up; the right hand of the Lord does works of power.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 17] Life and not death will be my part, and I will give out the story of the works of the Lord.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 18] The hand of Jah has been hard on me; but he has not given me up to death.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 19] Let the doors of righteousness be open to me; I will go in and give praise to the Lord.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 20] This is the door of the Lord's house; the workers of righteousness will go in through it.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 21] I will give you praise, for you have given me an answer, and have become my salvation.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 22] The stone which the builders put on one side has become the chief stone of the building.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 23] This is the Lord's doing; it is a wonder in our eyes.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 24] This is the day which the Lord has made; we will be full of joy and delight in it.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 25] Send salvation now, O Lord; Lord, send us your blessing.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 26] A blessing be on him who comes in the name of the Lord; we give you blessing from the house of the Lord.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 27] The Lord is God, and he has given us light; let the holy dance be ordered with branches, even up to the horns of the altar.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 28] You are my God, and I will give you praise; my God, and I will give honour to your name.
[BBE | EN | OT | Psalms | Chapter 118 | Verse 29] O give praise to the Lord, for he is good: for his mercy is unchanging for ever.
