[BBE | EN | OT | Psalms | Chapter 119 | Verse 1] Happy are they who are without sin in their ways, walking in the law of the Lord.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 2] Happy are they who keep his unchanging word, searching after him with all their heart.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 3] They do no evil; they go in his ways.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 4] You have put your orders into our hearts, so that we might keep them with care.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 5] If only my ways were ordered so that I might keep your rules!
[BBE | EN | OT | Psalms | Chapter 119 | Verse 6] Then I would not be put to shame, as long as I have respect for all your teaching.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 7] I will give you praise with an upright heart in learning your right decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 8] I will keep your rules: O give me not up completely. BETH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 9] How may a young man make his way clean? by guiding it after your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 10] I have made search for you with all my heart: O let me not go wandering far from your teaching.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 11] I have kept your sayings secretly in my heart, so that I might do no sin against you.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 12] Praise be to you, O Lord: give me knowledge of your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 13] With my lips have I made clear all the decisions of your mouth.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 14] I have taken as much delight in the way of your unchanging word, as in all wealth.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 15] I will give thought to your orders, and have respect for your ways.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 16] I will have delight in your rules; I will not let your word go out of my mind. GIMEL
[BBE | EN | OT | Psalms | Chapter 119 | Verse 17] Give me, your servant, the reward of life, so that I may keep your word;
[BBE | EN | OT | Psalms | Chapter 119 | Verse 18] Let my eyes be open to see the wonders of your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 19] I am living in a strange land: do not let your teachings be kept secret from me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 20] My soul is broken with desire for your decisions at all times.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 21] Your hand has been against the men of pride, a curse is on those who go wandering out of your way.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 22] Take away from me shame and bitter words; for I have kept your unchanging word in my heart.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 23] Rulers make evil designs against me; but your servant gives thought to your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 24] Your unchanging word is my delight, and the guide of my footsteps. DALETH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 25] My soul is joined to the dust: O give me life, in keeping with your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 26] I put the record of my ways before you, and you gave me an answer: O give me knowledge of your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 27] Make the way of your orders clear to me; then my thoughts will be ever on your wonders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 28] My soul is wasted with sorrow; give me strength again in keeping with your word
[BBE | EN | OT | Psalms | Chapter 119 | Verse 29] Take from me every false way; and in mercy give me your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 30] I have taken the way of faith: I have kept your decisions before me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 31] I have been true to your unchanging word; O Lord, do not put me to shame.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 32] I will go quickly in the way of your teaching, because you have given me a free heart. HE
[BBE | EN | OT | Psalms | Chapter 119 | Verse 33] O Lord, let me see the way of your rules, and I will keep it to the end.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 34] Give me wisdom, so that I may keep your law; going after it with all my heart.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 35] Make me go in the way of your teachings; for they are my delight.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 36] Let my heart be turned to your unchanging word, and not to evil desire.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 37] Let my eyes be turned away from what is false; give me life in your ways.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 38] Give effect to your word to your servant, in whose heart is the fear of you.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 39] Take away the shame which is my fear; for your decisions are good.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 40] See how great is my desire for your orders: give me life in your righteousness. VAU
[BBE | EN | OT | Psalms | Chapter 119 | Verse 41] Let your mercies come to me, O Lord, even your salvation, as you have said.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 42] So that I may have an answer for the man who would put me to shame; for I have faith in your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 43] Take not your true word quite out of my mouth; for I have put my hope in your decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 44] So that I may keep your law for ever and ever;
[BBE | EN | OT | Psalms | Chapter 119 | Verse 45] So that my way may be in a wide place: because my search has been for your orders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 46] So that I may give knowledge of your unchanging word before kings, and not be put to shame.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 47] And so that I may take delight in your teachings, to which I have given my love.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 48] And so that my hands may be stretched out to you; and I will give thought to your rules. ZAIN
[BBE | EN | OT | Psalms | Chapter 119 | Verse 49] Keep in mind your word to your servant, for on it has my hope been fixed.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 50] This is my comfort in my trouble; that your sayings have given me life.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 51] The men of pride have made great sport of me; but I have not been turned from your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 52] I have kept the memory of your decisions from times past, O Lord; and they have been my comfort.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 53] I am burning with wrath, because of the sinners who have given up your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 54] Your rules have been melodies to me, while I have been living in strange lands.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 55] I have given thought to your name in the night, O Lord, and have kept your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 56] This has been true of me, that I have kept your orders in my heart. CHETH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 57] The Lord is my heritage: I have said that I would be ruled by your words.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 58] I have given my mind to do your pleasure with all my heart; have mercy on me, as you have said.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 59] I gave thought to my steps, and my feet were turned into the way of your unchanging word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 60] I was quick to do your orders, and let no time be wasted.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 61] The cords of evil-doers are round me; but I have kept in mind your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 62] In the middle of the night I will get up to give you praise, because of all your right decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 63] I keep company with all your worshippers, and those who have your orders in their memory.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 64] The earth, O Lord, is full of your mercy: give me knowledge of your rules. TETH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 65] You have done good to your servant, O Lord, in keeping with your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 66] Give me knowledge and good sense; for I have put my faith in your teachings.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 67] Before I was in trouble I went out of the way; but now I keep your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 68] You are good, and your works are good; give me knowledge of your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 69] The men of pride have said false things about me; but I will keep your orders in my heart.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 70] Their hearts are shut up with fat; but my delight is in your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 71] It is good for me to have been through trouble; so that I might come to the knowledge of your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 72] The law of your mouth is better to me than thousands of gold and silver. JOD
[BBE | EN | OT | Psalms | Chapter 119 | Verse 73] Your hands have made me, and given me form: give me wisdom, so that I may have knowledge of your teaching.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 74] Your worshippers will see me and be glad; because my hope has been in your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 75] I have seen, O Lord, that your decisions are right, and that in unchanging faith you have sent trouble on me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 76] Let your mercy now be my comfort, as you have said to your servant.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 77] Let your gentle mercies come to me, so that I may have life; for your law is my delight.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 78] Let the men of pride be shamed; because they have falsely given decision against me; but I will give thought to your orders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 79] Let your worshippers be turned to me, and those who have knowledge of your words.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 80] Let all my heart be given to your orders, so that I may not be put to shame. CAPH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 81] My soul is wasted with desire for your salvation: but I have hope in your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 82] My eyes are full of weariness with searching for your word, saying, When will you give me comfort?
[BBE | EN | OT | Psalms | Chapter 119 | Verse 83] For I have become like a wine-skin black with smoke; but I still keep the memory of your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 84] How short is the life of your servant! when will you give your decision against those who are attacking me?
[BBE | EN | OT | Psalms | Chapter 119 | Verse 85] The men of pride, who are turned away from your law, have put nets for me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 86] All your teachings are certain; they go after me with evil design; give me your help.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 87] They had almost put an end to me on earth; but I did not give up your orders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 88] Give me life in your mercy; so that I may be ruled by the unchanging word of your mouth. LAMED
[BBE | EN | OT | Psalms | Chapter 119 | Verse 89] For ever, O Lord, your word is fixed in heaven.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 90] Your faith is unchanging from generation to generation: you have put the earth in its place, and it is not moved.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 91] They are ruled this day by your decisions; for all things are your servants.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 92] If your law had not been my delight, my troubles would have put an end to me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 93] I will ever keep your orders in mind; for in them I have life.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 94] I am yours, O be my saviour; for my desire has been for your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 95] The sinners have been waiting for me to give me up to destruction; but I will give all my mind to your unchanging ward.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 96] I have seen that nothing on earth is complete; but your teaching is very wide. MEM
[BBE | EN | OT | Psalms | Chapter 119 | Verse 97] O what love I have for your law! I give thought to it all the day.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 98] Your teaching has made me wiser than my haters: for it is mine for ever.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 99] I have more knowledge than all my teachers, because I give thought to your unchanging word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 100] I have more wisdom than the old, because I have kept your orders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 101] I have kept back my feet from all evil ways, so that I might be true to your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 102] My heart has not been turned away from your decisions; for you have been my teacher.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 103] How sweet are your sayings to my taste! truly, they are sweeter than honey in my mouth!
[BBE | EN | OT | Psalms | Chapter 119 | Verse 104] Through your orders I get wisdom; for this reason I am a hater of every false way. NUN
[BBE | EN | OT | Psalms | Chapter 119 | Verse 105] Your word is a light for my feet, ever shining on my way.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 106] I have made an oath and kept it, to be guided by your upright decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 107] I am greatly troubled, O Lord, give me life in keeping with your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 108] Take, O Lord, the free offerings of my mouth, and give me knowledge of your decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 109] My soul is ever in danger; but I still keep the memory of your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 110] Sinners have put a net to take me; but I was true to your orders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 111] I have taken your unchanging word as an eternal heritage; for it is the joy of my heart.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 112] My heart is ever ready to keep your rules, even to the end. SAMECH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 113] I am a hater of men of doubting mind; but I am a lover of your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 114] You are my secret place and my breastplate against danger; my hope is in your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 115] Go far from me, you evil-doers; so that I may keep the teachings of my God.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 116] Be my support as you have said, and give me life; let not my hope be turned to shame.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 117] Let me not be moved, and I will be safe, and ever take delight in your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 118] You have overcome all those who are wandering from your rules; for all their thoughts are false.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 119] All the sinners of the earth are like waste metal in your eyes; and for this cause I give my love to your unchanging word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 120] My flesh is moved for fear of you; I give honour to your decisions. AIN
[BBE | EN | OT | Psalms | Chapter 119 | Verse 121] I have done what is good and right: you will not give me into the hands of those who are working against me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 122] Take your servant's interests into your keeping; let me not be crushed by the men of pride.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 123] My eyes are wasted with desire for your salvation, and for the word of your righteousness.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 124] Be good to your servant in your mercy, and give me teaching in your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 125] I am your servant; give me wisdom, so that I may have knowledge of your unchanging word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 126] It is time, O Lord, for you to let your work be seen; for they have made your law without effect.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 127] For this reason I have greater love far your teachings than for gold, even for shining gold.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 128] Because of it I keep straight in all things by your orders; and I am a hater of every false way. PE
[BBE | EN | OT | Psalms | Chapter 119 | Verse 129] Your unchanging word is full of wonder; for this reason my soul keeps it.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 130] The opening of your words gives light; it gives good sense to the simple.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 131] My mouth was open wide, waiting with great desire for your teachings.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 132] Let your eyes be turned to me, and have mercy on me, as it is right for you to do to those who are lovers of your name.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 133] Let my steps be guided by your word; and let not sin have control over me.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 134] Make me free from the cruel rule of man; then I will keep your orders.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 135] Let your servant see the shining of your face; give me knowledge of your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 136] Rivers of water are flowing from my eyes, because men do not keep your law. TZADE
[BBE | EN | OT | Psalms | Chapter 119 | Verse 137] O Lord, great is your righteousness, and upright are your decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 138] You have given your unchanging word in righteousness, and it is for ever.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 139] My passion has overcome me; because my haters are turned away from your words.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 140] Your word is of tested value; and it is dear to your servant.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 141] I am small and of no account; but I keep your orders in mind.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 142] Your righteousness is an unchanging righteousness, and your law is certain.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 143] Pain and trouble have overcome me: but your teachings are my delight.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 144] The righteousness of your unchanging word is eternal; give me wisdom so that I may have life. KOPH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 145] I have made my prayer with all my heart; give answer to me, O Lord: I will keep your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 146] My cry has gone up to you; take me out of trouble, and I will be guided by your unchanging word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 147] Before the sun is up, my cry for help comes to your ear; my hope is in your words.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 148] In the night watches I am awake, so that I may give thought to your saying.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 149] Let my voice come to you, in your mercy; O Lord, by your decisions give me life.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 150] Those who have evil designs against me come near; they are far from your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 151] You are near, O Lord; and all your teachings are true.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 152] I have long had knowledge that your unchanging word is for ever. RESH
[BBE | EN | OT | Psalms | Chapter 119 | Verse 153] O see my trouble, and be my saviour; for I keep your law in my mind,
[BBE | EN | OT | Psalms | Chapter 119 | Verse 154] Undertake my cause, and come to my help, give me life, as you have said.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 155] Salvation is far from evil-doers; for they have made no search for your rules.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 156] Great is the number of your mercies, O Lord; give me life in keeping with your decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 157] Great is the number of those who are against me; but I have not been turned away from your unchanging word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 158] I saw with hate those who were untrue to you; for they did not keep your saying.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 159] See how great is my love for your orders: give me life, O Lord, in keeping with your mercy.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 160] Your word is true from the first; and your upright decision is unchanging for ever. SHIN
[BBE | EN | OT | Psalms | Chapter 119 | Verse 161] Rulers have been cruel to me without cause; but I have the fear of your word in my heart.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 162] I am delighted by your saying, like a man who makes discovery of great wealth.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 163] I am full of hate and disgust for false words; but I am a lover of your law.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 164] Seven times a day do I give you praise, because of your upright decisions.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 165] Great peace have lovers of your law; they have no cause for falling.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 166] Lord, my hope has been in your salvation; and I have kept your teachings.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 167] My soul has kept your unchanging word; great is my love for it.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 168] I have been ruled by your orders; for all my ways are before you. TAU
[BBE | EN | OT | Psalms | Chapter 119 | Verse 169] Let my cry come before you, O Lord; give me wisdom in keeping with your word.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 170] Let my prayer come before you; take me out of trouble, as you have said.
[BBE | EN | OT | Psalms | Chapter 119 | Verse 171] Let my lips be flowing with praise, because you have given me knowledge of your rules.
