[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 1] ΚΑΙ ἐγένετο ἐν τῷ τριακοστῷ ἔτει ἐν τῷ τετάρτῳ μηνὶ πέμπτῃ τοῦ μηνὸς, καὶ ἐγὼ ἤμην ἐν μέσῳ τῆς αἰχμαλωσίας ἐπὶ τοῦ ποταμοῦ τοῦ Χοβάρ· καὶ ἠνοίχθησαν οἱ οὐρανοὶ, καὶ ἴδον ὁράσεις Θεοῦ.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 2] Πέμπτῃ τοῦ μηνός· τοῦτο τὸ ἔτος τὸ πέμπτον τῆς αἰχμαλωσίας τοῦ βασιλέως Ἰωακείμ·
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 3] Καὶ ἐγένετο λόγος Κυρίου πρὸς Ἰεζεκιὴλ υἱὸν Βουζεὶ, τὸν ἱερέα, ἐν γῇ Χαλδαίων, ἐπὶ τοῦ ποταμοῦ τοῦ Χοβάρ· καὶ ἐγένετο ἐπʼ ἐμὲ χεὶρ Κυρίου.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 4] Καὶ ἴδον, καὶ ἰδοὺ πνεῦμα ἐξαῖρον ἤρχετο ἀπὸ Βοῤῥᾶ, καὶ νεφέλη μεγάλη ἐν αὐτῷ, καὶ φέγγος κύκλῳ αὐτοῦ καὶ πῦρ ἐξαστράπτον· καὶ ἐν τῷ μέσῳ αὐτοῦ ὡς ὅρασις ἠλέκτρου ἐν μέσῳ τοῦ πυρὸς, καὶ φέγγος ἐν αὐτῷ.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 5] Καὶ ἐν τῷ μέσῳ ὡς ὁμοίωμα τεσσάρων ζῴων· καὶ αὕτη ἡ ὅρασις αὐτῶν· ὁμοίωμα ἀνθρώπου ἐπʼ αὐτοῖς.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 6] Καὶ τέσσαρα πρόσωπα τῷ ἑνὶ, καὶ τέσσαρες πτέρυγες τῷ ἑνί.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 7] Καὶ τὰ σκέλη αὐτῶν ὀρθὰ, καὶ πτερωτοὶ οἱ πόδες αὐτῶν, καὶ σπινθῆρες, ὡς ἐξαστράπτων χαλκός· καὶ ἐλαφραὶ αἱ πτέρυγες αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 8] Καὶ χεὶρ ἀνθρώπου ὑποκάτωθεν τῶν πτερύγων αὐτῶν ἐπὶ τὰ τέσσαρα μέρη αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 9] Καὶ τὰ πρόσωπα αὐτῶν τῶν τεσσάρων οὐκ ἐπεστρέφοντο ἐν τῷ βαδίζειν αὐτά· ἕκαστον ἀπέναντι τοῦ προσώπου αὐτῶν ἐπορεύοντο.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 10] Καὶ ὁμοίωσις τῶν προσώπων αὐτῶν, πρόσωπον ἀνθρώπου, καὶ πρόσωπον τοῦ λέοντος ἐκ δεξιῶν τοῖς τέσσαρσι, καὶ πρόσωπον μόσχου ἐξ ἀριστερῶν τοῖς τέσσαρσι, καὶ πρόσωπον ἀετοῦ τοῖς τέσσαρσι.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 11] Καὶ αἱ πτέρυγες αὐτῶν ἐκτεταμέναι ἄνωθεν τοῖς τέσσαρσιν, ἑκατέρῳ δύο συνεζευγμέναι πρὸς ἀλλήλας, καὶ δύο ἐπεκάλυπτον ἐπάνω τοῦ σώματος αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 12] Καὶ ἑκάτερον κατὰ πρόσωπον αὐτοῦ ἐπορεύετο· οὗ ἂν ἦν τὸ πνεῦμα πορευόμενον ἐπορεύοντο, καὶ οὐκ ἐπέστρεφον.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 13] Καὶ ἐν μέσῳ τῶν ζώων ὅρασις ὡς ἀνθράκων πυρὸς καιομένων, ὡς ὄψις λαμπάδων συστρεφομένων ἀναμέσον τῶν ζώων, καὶ φέγγος τοῦ πυρὸς, καὶ ἐκ τοῦ πυρὸς ἐξεπορεύετο ἀστραπή.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 15] Καὶ ἴδον, καὶ ἰδοὺ τροχὸς εἷς ἐπὶ τῆς γῆς ἐχόμενος τῶν ζώων τοῖς τέσσαρσι.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 16] Καὶ τὸ εἶδος τῶν τροχῶν ὡς εἶδος θαρσείς· καὶ ὁμοίωμα ἓν τοῖς τέσσαρσι· καὶ τὸ ἔργον αὐτῶν ἦν καθὼς ἂν εἴη τροχὸς ἐν τροχῷ.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 17] Ἐπὶ τὰ τέσσαρα μέρη αὐτῶν ἐπορεύοντο· οὐκ ἐπέστρεφον ἐν τῷ πορεύεσθαι αὐτὰ,
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 18] οὐδʼ οἱ νῶτοι αὐτῶν· καὶ ὕψος ἦν αὐτοῖς· καὶ ἴδον αὐτὰ, καὶ οἱ νῶτοι αὐτῶν πλήρεις ὀφθαλμῶν κυκλόθεν τοῖς τέσσαρσι.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 19] Καὶ ἐν τῷ πορεύεσθαι τὰ ζῶα, ἐπορεύοντο οἱ τροχοὶ ἐχόμενοι αὐτῶν· καὶ ἐν τῷ ἐξαίρειν τὰ ζῶα ἀπὸ τῆς γῆς, ἐξῄροντο οἱ τροχοί.
[LXX | EL | OT | Ezekiel | Chapter 1 | Verse 20] Οὗ ἂν ἦν ἡ νεφέλη, ἐκεῖ τὸ πνεῦμα τοῦ πορεύεσθαι, ἐπορεύοντο οἱ τροχοὶ καὶ ἐξῄροντο σὺν αὐτοῖς, διότι πνεῦμα ζωῆς ἐν τοῖς τροχοῖς.
