[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 2] υἱὲ ἀνθρώπου, προφήτευσον ἐπὶ τοὺς ποιμένας τοῦ Ἰσραὴλ, προφήτευσον, καὶ εἰπὸν τοῖς ποιμέσι, Τάδε λέγει Κύριος Κύριος, ὦ ποιμένες Ἰσραὴλ, μὴ βόσκουσι ποιμένες ἑαυτούς; οὐ τὰ πρόβατα βόσκουσιν οἱ ποιμένες;
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 3] Ἰδοὺ τὸ γάλα κατέσθετε, καὶ τὰ ἔρια περιβάλλεσθε, καὶ τὸ παχὺ σφάζετε, καὶ τὰ πρόβατά μου οὐ βόσκετε.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 4] Τὸ ἠσθενηκὸς οὐκ ἐνισχύσατε, καὶ τὸ κακῶς ἔχον οὐκ ἐσωματοποιήσατε, καὶ τὸ συντετριμμένον οὐ κατεδήσατε, καὶ τὸ πλανώμενον οὐκ ἀπεστρέψατε, καὶ τὸ ἀπολωλὸς οὐκ ἐζητήσατε, καὶ τὸ ἰσχυρὸν κατειργάσασθε μόχθῳ.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 5] Καὶ διεσπάρη τὰ πρόβατά μου, διὰ τὸ μὴ εἶναι ποιμένας, καὶ ἐγενήθη εἰς κατάβρωμα πᾶσι τοῖς θηρίοις τοῦ ἀγροῦ.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 6] Καὶ διεσπάρη τὰ πρόβατά μου ἐν παντὶ ὄρει, καὶ ἐπὶ πᾶν βουνὸν ὑψηλὸν, καὶ ἐπὶ προσώπου τῆς γῆς διεσπάρη, καὶ οὐκ ἦν ὁ ἐκζητῶν οὐδὲ ὁ ἀποστρέφων.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 7] Διατοῦτο ποιμένες ἀκούσατε λόγον Κυρίου.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 8] Ζῶ ἐγὼ, λέγει Κύριος Κύριος, εἰ μὴν ἀντὶ τοῦ γενέσθαι τὰ πρόβατά μου εἰς προνομὴν, καὶ γενέσθαι τὰ πρόβατά μου εἰς κατάβρωμα πᾶσι τοῖς θηρίοις τοῦ πεδίου, παρὰ τὸ μὴ εἶναι ποιμένας, καὶ οὐκ ἐξεζήτησαν οἱ ποιμένες τὰ πρόβατά μου, καὶ ἐβόσκησαν οἱ ποιμένες ἑαυτοὺς, τὰ δὲ πρόβατά μου οὐκ ἐβόσκησαν·
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 9] Ἀντὶ τούτου ποιμένες,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 10] τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ ἐπὶ τοὺς ποιμένας, καὶ ἐκζητήσω τὰ πρόβατά μου ἐκ τῶν χειρῶν αὐτῶν, καὶ ἀποστρέψω αὐτοὺς τοῦ μὴ ποιμαίνειν τὰ πρόβατά μου, καὶ οὐ βοσκήσουσιν ἔτι οἱ ποιμένες αὐτά· καὶ ἐξελοῦμαι τὰ πρόβατά μου ἐκ τοῦ στόματος αὐτῶν, καὶ οὐκ ἔσονται αὐτοῖς ἔτι εἰς κατάβρωμα.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 11] Διότι τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ ἐκζητήσω τὰ πρόβατά μου, καὶ ἐπισκέψομαι αὐτά.
