[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 2] υἱὲ ἀνθρώπου, τί ὑμῖν ἡ παραβολὴ αὕτη ἐν τοῖς υἱοῖς Ἰσραὴλ, λέγοντες, οἱ πατέρες ἔφαγον ὄμφακα, καὶ οἱ ὀδόντες τῶν τέκνων ἐγομφίασαν;
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 3] Ζῶ ἐγὼ, λέγει Κύριος, ἐὰν γένηται ἔτι λεγομένη ἡ παραβολὴ αὕτη ἐν τῷ Ἰσραήλ·
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 4] Ὅτι πᾶσαι αἱ ψυχαὶ ἐμαί εἰσιν, ὃν τρόπον ἡ ψυχὴ τοῦ πατρὸς, οὕτως καὶ ἡ ψυχὴ τοῦ υἱοῦ, ἐμαί εἰσιν· ἡ ψυχὴ ἡ ἁμαρτάνουσα, αὕτη ἀποθανεῖται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 5] Ὁ δὲ ἄνθρωπος ὃς ἔσται δίκαιος, ὁ ποιῶν κρίμα καὶ δικαιοσύνην,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 6] ἐπὶ τῶν ὀρέων οὐ φάγεται, καὶ τοὺς ὀφθαλμοὺς αὐτοῦ οὐ μὴ ἐπάρῃ πρὸς τὰ ἐνθυμήματα οἴκου Ἰσραὴλ, καὶ τὴν γυναῖκα τοῦ πλησίον αὐτοῦ οὐ μὴ μιάνῃ, καὶ πρὸς γυναῖκα ἐν ἀφέδρῳ οὖσαν οὐ προσεγγιεῖ,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 7] καὶ ἄνθρωπον οὐ μὴ καταδυναστεύσῃ, ἐνεχυρασμὸν ὀφείλοντος ἀποδώσει, καὶ ἅρπαγμα οὐχ ἁρπᾶται, τὸν ἄρτον αὐτοῦ τῷ πεινῶντι δώσει, καὶ γυμνὸν περιβαλεῖ,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 8] καὶ τὸ ἀργύριον αὐτοῦ ἐπὶ τόκῳ οὐ δώσει, καὶ πλεονασμὸν οὐ λήψεται, καὶ ἐξ ἀδικίας ἀποστρέψει τὴν χεῖρα αὐτοῦ, κρίμα δίκαιον ποιήσει ἀναμέσον ἀνδρὸς καὶ ἀναμέσον τοῦ πλησίον αὐτοῦ,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 9] καὶ τοῖς προστάγμασί μου πεπόρευται, καὶ τὰ δικαιώματά μου πεφύλακται, τοῦ ποιῆσαι αὐτά· δίκαιος οὗτός ἐστι, ζωῇ ζήσεται, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 10] Καὶ ἐὰν γεννήσῃ υἱὸν λοιμὸν, ἐκχέοντα αἷμα καὶ ποιοῦντα ἁμαρτήματα,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 11] ἐν τῇ ὁδῷ τοῦ πατρὸς αὐτοῦ τοῦ δικαίου οὐκ ἐπορεύθη, ἀλλὰ καὶ ἐπὶ τῶν ὀρέων ἔφαγε, καὶ τὴν γυναῖκα τοῦ πλησίον αὐτοῦ ἐμίανε,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 12] καὶ πτωχὸν καὶ πένητα κατεδυνάστευσε, καὶ ἅρπαγμα ἥρπασε, καὶ ἐνεχυρασμὸν οὐκ ἀπέδωκε, καὶ εἰς τὰ εἴδωλα ἔθετο τοὺς ὀφθαλμοὺς αὐτοῦ, ἀνομίαν πεποίηκε,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 13] μετὰ τόκου ἔδωκε, καὶ πλεονασμὸν ἔλαβεν· οὗτος ζωῇ οὐ ζήσεται, πάσας τὰς ἀνομίας ταύτας ἐποίησε, θανάτῳ θανατωθήσεται· τὸ αἷμα αὐτοῦ ἐπʼ αὐτὸν ἔσται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 14] Ἐὰν δὲ γεννήσῃ υἱόν, καὶ ἴδῃ πάσας τὰς ἁμαρτίας τοῦ πατρὸς αὐτοῦ ἃς ἐποίησε, καὶ φοβηθῇ, καὶ μὴ ποιήσῃ κατʼ αὐτὰς,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 15] ἐπὶ τῶν ὀρέων οὐ βέβρωκε, καὶ τοὺς ὀφθαλμοὺς αὐτοῦ οὐκ ἔθετο εἰς τὰ ἐνθυμήματα οἴκου Ἰσραὴλ, καὶ τὴν γυναῖκα τοῦ πλησίον αὐτοῦ οὐκ ἐμίανε,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 16] καὶ ἄνθρωπον οὐ κατεδυνάστευσε, καὶ ἐνεχυρασμὸν οὐκ ἐνεχύρασε, καὶ ἅρπαγμα οὐχ ἥρπασε, τὸν ἄρτον αὐτοῦ τῷ πεινῶντι ἔδωκε, καὶ γυμνὸν περιέβαλε,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 17] καὶ ἀπὸ ἀδικίας ἀπέστρεψε τὴν χεῖρα αὐτοῦ, τόκον οὐδὲ πλεονασμὸν οὐκ ἔλαβε, δικαιοσύνην ἐποίησε, καὶ ἐν τοῖς προστάγμασί μου ἐπορεύθη, οὐ τελευτήσει ἐν ἀδικίαις πατρὸς αὐτοῦ, ζωῇ ζήσεται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 18] Ὁ δὲ πατὴρ αὐτοῦ ἐὰν θλίψει θλίψῃ καὶ ἁρπάσῃ ἅρπαγμα, ἐναντία ἐποίησεν ἐν μέσῳ τοῦ λαοῦ μου, καὶ ἀποθανεῖται ἐν τῇ ἀδικίᾳ αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 19] Καὶ ἐρεῖτε, τί ὅτι οὐκ ἔλαβε τὴν ἀδικίαν ὁ υἱὸς τοῦ πατρός; ὅτι ὁ υἱὸς δικαιοσύνην καὶ ἔλεος πεποίηκε, πάντα τὰ νόμιμά μου συνετήρησε, καὶ ἐποίησεν αὐτὰ, ζωῇ ζήσεται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 20] Ἡ δὲ ψυχὴ ἡ ἁμαρτάνουσα, ἀποθανεῖται· ὁ δὲ υἱὸς οὐ λήψεται τὴν ἀδικίαν τοῦ πατρὸς, οὐδὲ ὁ πατὴρ λήψεται τὴν ἀδικίαν τοῦ υἱοῦ· δικαιοσύνη δικαίῳ ἐπʼ αὐτὸν ἔσται, καὶ ἀνομία ἀνόμῳ ἐπʼ αὐτὸν ἔσται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 21] Καὶ ὁ ἄνομος ἐὰν ἀποστρέψῃ ἐκ πασῶν τῶν ἀνομιῶν αὐτοῦ ὧν ἐποίησε, καὶ φυλάξηται πάσας τὰς ἐντολάς μου, καὶ ποιήσῃ δικαιοσύνην καὶ ἔλεος, ζωῇ ζήσεται, καὶ οὐ μὴ ἀποθάνῃ.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 22] Πάντα τὰ παραπτώματα αὐτοῦ ὅσα ἐποίησεν, οὐ μνησθήσονται· ἐν τῇ δικαιοσύνῃ αὐτοῦ ᾗ ἐποίησε, ζήσεται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 23] Μὴ θελήσει θελήσω τὸν θάνατον τοῦ ἀνόμου, λέγει Κύριος, ὡς τὸ ἀποστρέψαι αὐτὸν ἐκ τῆς ὁδοῦ τῆς πονηρᾶς, καὶ ζῇν αὐτόν;
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 24] Ἐν δὲ τῶ ἀποστρέψαι δίκαιον ἐκ τῆς δικαιοσύνης αὐτοῦ, καὶ ποιῆσαι ἀδικίαν κατὰ πάσας τὰς ἀνομίας ἃς ἐποίησεν ὁ ἄνομος, πᾶσαι αἱ δικαιοσύναι αὐτοῦ ἃς ἐποίησεν, οὐ μὴ μνησθῶσιν· ἐν τῷ παραπτώματι αὐτοῦ ᾧ παρέπεσε, καὶ ἐν ταῖς ἁμαρτίαις αὐτοῦ αἷς ἥμαρτεν, ἐν αὐταῖς ἀποθανεῖται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 25] Καὶ εἰπατε, οὐ κατευθύνει ἡ ὁδὸς Κυρίου· ἀκούσατε δὴ πᾶς ὁ οἶκος Ἰσραήλ· μὴ ἡ ὁδός μου οὐ κατευθυνεῖ; οὐχὶ ἡ ὁδὸς ὑμῶν κατευθύνει;
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 26] Ἐν τῷ ἀποστρέψαι τὸν δίκαιον ἐκ τῆς δικαιοσύνης αὐτοῦ, καὶ ποιήσει παράπτωμα, καὶ ἀποθάνῃ ἐν τῷ παραπτώματι ᾧ ἐποίησεν, ἐν αὐτῷ ἀποθανεῖται.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 27] Καὶ ἐν τῷ ἀποστρέψαι ἄνομον ἀπὸ τῆς ἀνομίας αὐτοῦ ἧς ἐποίησε, καὶ ποιήσει κρίμα καὶ δικαιοσύνην, οὗτος τὴν ψυχὴν αὐτοῦ ἐφύλαξε,
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 28] καὶ ἀπέστρεψεν ἐκ πασῶν ἀσεβειῶν αὐτοῦ ὧν ἐποίησε, ζωῇ ζήσεται, οὐ μὴ ἀποθάνῃ.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 29] Καὶ λέγουσιν ὁ οἶκος τοῦ Ἰσραὴλ, οὐ κατορθοῖ ἡ ὁδὸς Κυρίου· μὴ ἡ ὁδός μου οὐ κατορθοῖ, οἶκος Ἰσραήλ; οὐχὶ ἡ ὁδὸς ὑμῶν οὐ κατορθοῖ;
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 30] Ἕκαστον κατὰ τὴν ὁδὸν αὐτοῦ κρινῷ ὑμᾶς οἶκος Ἰσραὴλ, λέγει Κύριος· ἐπιστράφητε καὶ ἀποστρέψατε ἐκ πασῶν τῶν ἀσεβειῶν ὑμῶν, καὶ οὐκ ἔσονται ὑμῖν εἰς κόλασιν ἀδικίας.
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 31] Ἀποῤῥίψατε ἀφʼ ἑαυτῶν πάσας τὰς ἀσεβείας ὑμῶν ἃς ἠσεβήσατε εἰς ἐμὲ, καὶ ποιήσατε ἑαυτοῖς καρδίαν καινὴν καὶ πνεῦμα καινόν· καὶ ἱνατί ἀποθνήσκετε, οἶκος Ἰσραήλ;
[LXX | EL | OT | Ezekiel | Chapter 18 | Verse 32] Διότι οὐ θέλω τὸν θάνατον τοῦ ἀποθνήσκοντος, λέγει Κύριος.
