[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 1] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, κατάφαγε τὴν κεφαλίδα ταύτην, καὶ πορεύθητι καὶ λάλησον τοῖς υἱοῖς Ἰσραήλ·
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 2] Καὶ διήνοιξε τὸ στόμα μου, καὶ ἐψώμισέ με τὴν κεφαλίδα.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 3] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, τὸ στόμα σου φάγεται, καὶ ἡ κοιλία σου πλησθήσεται τῆς κεφαλίδος ταύτης τῆς δεδομένης εἰς σέ· καὶ ἔφαγον αὐτὴν, καὶ ἐγένετο ἐν τῷ στόματί μου, ὡς μέλι γλυκάζον.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 4] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, βάδιζε καὶ εἴσελθε πρὸς τὸν οἶκον τοῦ Ἰσραὴλ, καὶ λάλησον τοὺς λόγους μου πρὸς αὐτούς·
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 5] Διότι οὐ πρὸς λαὸν βαθύγλωσσον σὺ ἐξαποστέλλῃ πρὸς τὸν οἶκον τοῦ Ἰσραήλ·
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 6] Οὐδὲ πρὸς λαοὺς πολλοὺς ἀλλοφώνους ἢ ἀλλογλώσσους, οὐδὲ στιβαροὺς τῇ γλωσσῃ ὄντας, ὧν οὐκ ἀκούσῃ τοὺς λόγους· καὶ εἰ πρὸς τοιούτους ἐξαπέστειλά σε, οὗτοι ἂν εἰσήκουσάν σου.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 7] Ὁ δὲ οἶκος τοῦ Ἰσραὴλ οὐ μὴ θελήσουσιν εἰσακοῦσαί σου, διότι οὐ βούλονται εἰσακούειν μου, ὅτι πᾶς ὁ οἶκος Ἰσραὴλ φιλόνεικοί εἰσι καὶ σκληροκάρδιοι.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 8] Καὶ ἰδοὺ δέδωκα τὸ πρόσωπόν σου δυνατὸν κατέναντι τῶν προσώπων αὐτῶν, καὶ τὸ νῖκός σου κατισχύσω κατέναντι τοῦ νίκους αὐτῶν·
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 9] Καὶ ἔσται διαπαντὸς κραταιότερον πέτρας· μὴ φοβηθῇς ἀπʼ αὐτῶν, μηδὲ πτοηθῇς ἀπὸ προσώπου αὐτῶν, διότι οἶκος παραπικραίνων ἐστί.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 10] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, πάντας τοὺς λόγους οὓς λελάληκα μετὰ σοῦ, λάβε εἰς τὴν καρδίαν σου, καὶ τοῖς ὠσί σου ἄκουε.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 11] Καὶ βάδιζε, εἴσελθε εἰς τὴν αἰχμαλωσίαν πρὸς τοὺς υἱοὺς τοῦ λαοῦ σοῦ, καὶ λαλήσεις πρὸς αὐτοὺς, καὶ ἐρεῖς πρὸς αὐτοὺς, τάδε λέγει Κύριος, ἐὰν ἄρα ἀκούσωσιν, ἐὰν ἄρα ἐνδῶσι.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 12] Καὶ ἀνέλαβέ με πνεῦμα, καὶ ἤκουσα κατόπισθέν μου φωνὴν σεισμοῦ μεγάλου, εὐλογημένη ἡ δόξα Κυρίου ἐκ τοῦ τόπου αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 13] Καὶ ἴδον φωνὴν τῶν πτερύγων τῶν ζώων πτερυσσομένων ἑτέρα πρὸς τὴν ἑτέραν, καὶ φωνὴ τῶν τροχῶν ἐχομένη αὐτῶν, καὶ φωνὴ τοῦ σεισμοῦ.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 14] Καὶ τὸ πνεῦμα ἐξῇρέ με, καὶ ἀνέλαβέ με, καὶ ἐπορεύθην ἐν ὁρμῇ τοῦ πνεύματός μου, καὶ χεὶρ Κυρίου ἐγένετο ἐπʼ ἐμὲ κραταιά.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 15] Καὶ εἰσῆλθον εἰς τὴν αἰχμαλωσίαν μετέωρος, καὶ περιῆλθον τοὺς κατοικοῦντας ἐπὶ τοῦ ποταμοῦ τοῦ Χοβὰρ τοὺς ὄντας ἐκεῖ· καὶ ἐκάθισα ἐκεῖ ἑπτὰ ἡμέρας, ἀναστρεφόμενος ἐν μέσῳ αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 16] Καὶ ἐγένετο μετὰ τὰς ἑπτὰ ἡμέρας λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 17] υἱὲ ἀνθρώπου, σκοπὸν δέδωκά σε τῷ οἴκῳ Ἰσραὴλ, καὶ ἀκούσῃ ἐκ στόματός μου λόγον, καὶ διαπειλήσῃ αὐτοῖς παρʼ ἐμοῦ.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 18] Ἐν τῷ λέγειν με τῷ ἀνόμῳ, θανάτῳ θανατωθήσῃ· καὶ οὐ διεστείλω αὐτῷ τοῦ διαστείλασθαι τῷ ἀνόμῳ, ἀποστρέψαι ἀπὸ τῶν ὁδῶν αὐτοῦ, τοῦ ζῆσαι αὐτόν· ὁ ἄνομος ἐκεῖνος τῇ ἀδικίᾳ αὐτοῦ ἀποθανεῖται, καὶ τὸ αἷμα αὐτοῦ ἐκ τῆς χειρός σου ἐκζητήσω.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 19] Καὶ σὺ ἐὰν διαστείλῃ τῷ ἀνόμῳ, καὶ μὴ ἀποστρέψῃ ἀπὸ τῆς ἀνομίας αὐτοῦ, καὶ ἀπὸ τῆς ὁδοῦ αὐτοῦ, ὁ ἄνομος ἐκεῖνος ἐν τῇ ἀδικίᾳ αὐτοῦ ἀποθανεῖται, καὶ σὺ τὴν ψυχήν σου ῥύσῃ.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 20] Καὶ ἐν τῷ ἀποστρέφειν δίκαιον ἀπὸ τῶν δικαιοσυνῶν αὐτοῦ, καὶ ποιήσει παράπτωμα, καὶ δώσω τὴν βάσανον εἰς πρόσωπον αὐτοῦ, αὐτὸς ἀποθανεῖται, ὅτι οὐ διεστείλω αὐτῷ· καὶ ἐν ταῖς ἁμαρτίαις αὐτοῦ ἀποθανεῖται, διότι οὐ μὴ μνησθῶσιν αἱ δικαιοσύναι αὐτοῦ, καὶ τὸ αἷμα αὐτοῦ ἐκ τῆς χειρός σου ἐκζητήσω.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 21] Σὺ δὲ ἐὰν διαστείλῃ τῷ δικαίῳ τοῦ μὴ ἁμαρτεῖν, καὶ αὐτὸς μὴ ἁμάρτῃ, ὁ δίκαιος ζωῇ ζήσεται, ὅτι διεστείλω αὐτῷ, καὶ σὺ τὴν σεαυτοῦ ψυχὴν ῥύσῃ.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 22] Καὶ ἐγένετο ἐπʼ ἐμὲ χεὶρ Κυρίου· καὶ εἶπε πρὸς μὲ, ἀνάστηθι, καὶ ἔξελθε εἰς τὸ πεδίον, καὶ ἐκεῖ λαληθήσεται πρὸς σέ.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 23] Καὶ ἀνέστην καὶ ἐξῆλθον πρὸς τὸ πεδίον· καὶ ἰδοὺ ἐκεῖ δόξα Κυρίου εἱστήκει, καθὼς ἡ ὅρασις, καὶ καθὼς ἡ δόξα Κυρίου, ἣν ἴδον ἐπὶ τοῦ ποταμοῦ τοῦ Χοβάρ· καὶ πίπτω ἐπὶ πρόσωπόν μου·
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 24] Καὶ ἦλθεν ἐπʼ ἐμὲ πνεῦμα, καὶ ἔστησέ με ἐπὶ τοὺς πόδας μου, καὶ ἐλάλησε πρὸς μὲ, καὶ εἶπε μοι, εἴσελθε, καὶ ἐγκλείσθητι ἐν μέσῳ τοῦ οἴκου σου.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 25] Καὶ σὺ, υἱὲ ἀνθρώπου, ἰδοὺ δέδονται ἐπὶ σὲ δεσμοὶ, καὶ δήσουσί σε ἐν αὐτοῖς, καὶ οὐ μὴ ἐξέλθῃς ἐκ μέσου αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 26] Καὶ τὴν γλῶσσάν σου συνδήσω, καὶ ἀποκωφωθήσῃ, καὶ οὐκ ἔσῃ αὐτοῖς εἰς ἄνδρα ἐλέγχοντα, διότι οἶκος παραπικραίνων ἐστί.
[LXX | EL | OT | Ezekiel | Chapter 3 | Verse 27] Καὶ ἐν τῷ λαλεῖν με πρὸς σὲ, ἀνοίξω τὸ στόμα σου, καὶ ἐρεῖς πρὸς αὐτοὺς τάδε λέγει Κύριος, ὁ ἀκούων ἀκουέτω, καὶ ὁ ἀπειθῶν ἀπειθείτω, διότι οἶκος παραπικραίνων ἐστί.
