[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 2] υἱὲ ἀνθρώπου, προφήτευσον ἐπὶ τοὺς προφήτας τοῦ Ἰσραὴλ, καὶ προφητεύσεις, καὶ ἐρεῖς πρὸς αὐτοὺς, ἀκούσατε λόγον Κυρίου·
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 3] Τάδε λέγει Κύριος, οὐαὶ τοῖς προφητεύουσιν ἀπὸ καρδίας αὐτῶν, καὶ τὸ καθόλου μὴ βλέπουσιν.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 4] Ὡς ἀλώπεκες ἐν ταῖς ἐρήμοις οἱ προφῆταί σου, Ἰσραήλ·
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 5] Οὐκ ἔστησαν ἐν στερεώματι· καὶ συνήγαγον ποίμνια ἐπὶ τὸν οἶκον τοῦ Ἰσραήλ· οὐκ ἀνέστησαν οἱ λέγοντες, ἐν ἡμέρᾳ Κυρίου,
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 6] βλέποντες ψευδῆ, μαντευόμενοι μάταια, οἱ λέγοντες, λέγει Κύριος, καὶ Κύριος οὐκ ἀπέσταλκεν αὐτοὺς, καὶ ἤρξαντο τοῦ ἀναστῆσαι λόγον.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 7] Οὐχὶ ὅρασιν ψευδῆ ἑωράκατε; καὶ μαντείας ματαίας εἰρήκατε;
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 8] Καὶ διατοῦτο εἰπὸν, Τάδε λέγει Κύριος, ἄνθʼ ὧν οἱ λόγοι ὑμῶν ψευδεῖς, καὶ αἱ μαντεῖαι ὑμῶν μάταιαι, διατοῦτο ἰδοὺ ἐγὼ ἐφʼ ὑμᾶς, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 9] Καὶ ἐκτενῶ τὴν χεῖρά μου ἐπὶ τοὺς προφήτας τοὺς ὁρῶντας ψευδῆ, καὶ τοὺς ἀποφθεγγομένους μάταια· ἐν παιδείᾳ τοῦ λαοῦ μου οὐκ ἔσονται, οὐδὲ ἐν γραφῇ οἴκου Ἰσραὴλ οὐ γραφήσονται, καὶ εἰς τὴν γῆν τοῦ Ἰσραὴλ οὐκ εἰσελεύσονται, καὶ γνώσονται διότι ἐγὼ Κύριος·
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 10] Ἀνθʼ ὧν ἐπλάνησαν τὸν λαόν μου, λέγοντες, εἰρήνη, καὶ οὐκ ἔστιν εἰρήνη· καὶ οὗτος οἰκοδομεῖ τοῖχον, καὶ αὐτοὶ ἀλείφουσιν αὐτὸν, πεσεῖται.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 11] Εἰπὸν πρὸς τοὺς ἀλείφοντας, πεσεῖται, καὶ ἔσται ὑετὸς κατακλύζων, καὶ δώσω λίθους πετροβόλους εἰς τοὺς ἐνδέσμους αὐτῶν, καὶ πεσοῦνται, καὶ πνεῦμα ἐξαῖρον, καὶ ῥαγήσεται.
