[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 2] υἱὲ ἀνθρώπου, διήγησαι διήγημα καὶ εἰπὸν παραβολὴν πρὸς τὸν οἶκον τοῦ Ἰσραὴλ,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 3] καὶ ἐρεῖς, τάδε λέγει Κύριος, Ἀετὸς ὁ μέγας ὁ μεγαλοπτέρυγος, ὁ μακρὸς τῇ ἐκτάσει, πλήρης ὀνύχων, ὃς ἔχει τὸ ἥγημα εἰσελθεῖν εἰς τὸν Λίβανον, καὶ ἔλαβε τὰ ἐπίλεκτα τῆς κέδρου,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 4] τὰ ἄκρα τῆς ἁπαλότητος ἀπέκνισε, καὶ ἤνεγκεν αὐτὰ εἰς γῆν Χαναὰν, εἰς πόλιν τετειχισμένην ἔθετο αὐτά.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 5] Καὶ ἔλαβεν ἀπὸ τοῦ σπέρματος τῆς γῆς, καὶ ἔδωκεν αὐτὸ εἰς τὸ πεδίον φυτὸν ἐφʼ ὕδατι πολλῷ, ἐπιβλεπόμενον ἐταξεν αὐτό.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 6] Καὶ ἀνέτειλε, καὶ ἐγένετο εἰς ἄμπελον ἀσθενοῦσαν καὶ μικρὰν, τοῦ ἐπιφαίνεσθαι αὐτὴν τὰ κλήματα αὐτῆς ἐπʼ αὐτό· καὶ ῥίζαι αὐτῆς ὑποκάτω αὐτῆς ἦσαν· καὶ ἐγένετο εἰς ἄμπελον, καὶ ἐποίησεν ἀπώρυγας, καὶ ἐξέτεινε τὴν ἀναδενδράδα αὐτῆς.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 7] Καὶ ἐγένετο ἀετὸς ἕτερος μέγας, μεγαλοπτέρυγος πολὺς ὄνυξι· καὶ ἰδοὺ ἡ ἄμπελος αὕτη περιπεπλεγμένη πρὸς αὐτὸν, καὶ ῥίζαι αὐτῆς πρὸς αὐτὸν, καὶ τὰ κλήματα αὐτῆς ἐξαπέστειλεν αὐτῷ, τοῦ ποτίσαι αὐτὴν σὺν τῷ βόλῳ τῆς φυτείας αὐτῆς.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 8] Εἰς πεδίον καλὸν ἐφʼ ὕδατι πολλῶ αὕτη πιαίνεται, τοῦ ποιεῖν βλαστοὺς, καὶ φέρειν καρπὸν, τοῦ εἶναι εἰς ἄμπελον μεγάλην.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 9] Διατοῦτο εἰπὸν, τάδε λέγει Κύριος, εἰ κατευθυνεῖ; οὐχὶ αἱ ῥίζαι τῆς ἁπαλότητος αὐτῆς καὶ ὁ καρπὸς σαπήσεται; καὶ ξηρανθήσεται πάντα τὰ προανατέλλοντα αὐτῆς, καὶ οὐκ ἐν βραχίονι μεγάλῳ, οὐδὲ ἐν λαῷ πολλῷ, τοῦ ἐκσπᾶσαι αὐτὴν ἐκ ῥιζῶν αὐτῆς.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 10] Καὶ ἰδοὺ πιαίνεται· μὴ κατευθυνεῖ; οὐχὶ ἅμα τῷ ἅψεσθαι αὐτῆς ἄνεμον τὸν καύσωνα ξηρανθήσεται; σὺν τῷ βόλῳ ἀνατολῆς αὐτῆς ξηρανθήσεται.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 11] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
