[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 2] Καὶ σὺ υἱὲ ἀνθρώπου εἰπὸν τῷ ἄρχοντι Τύρου, τάδε λέλει Κύριος, ἀνθʼ οὗ ὑψώθη σου ἡ καρδία, καὶ εἶπας, Θεός εἰμι ἐγὼ, κατοικίαν Θεοῦ, καὶ ἔδωκας τὴν καρδίαν σου ὡς καρδίαν Θεοῦ.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 3] Μὴ σοφώτερος εἶ σὺ τοῦ Δανιήλ; ἢ σοφοὶ οὐκ ἐπαίδευσάν σε τῇ ἐπιστήμῃ αὐτῶν;
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 4] Μὴ ἐν τῇ ἐπιστήμῃ σου ἢ τῇ φρονήσει σου ἐποίησας σεαυτῷ δύναμιν, καὶ χρυσίον καὶ ἀργύριον ἐν τοῖς θησαυροῖς σου;
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 5] Ἐν τῇ πολλῇ ἐπιστήμῃ σου καὶ ἐμπορίᾳ σου ἐπλήθυνας δύναμίν σου, ὑψώθη ἡ καρδία σου ἐν τῇ δυνάμει σου.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 6] Διατοῦτο τάδε λέγει Κύριος, ἐπειδὴ δέδωκας τὴν καρδίαν σου ὡς καρδίαν Θεοῦ,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 7] ἀντὶ τούτου ἰδοὺ ἐγὼ ἐπάγω ἐπὶ σὲ ἀλλοτρίους λοιμοὺς ἀπὸ ἐθνῶν, καὶ ἐκκενώσουσι τὰς μαχαίρας αὐτῶν ἐπὶ σὲ, καὶ ἐπὶ τὸ κάλλος τῆς ἐπιστήμης σου, καὶ στρώσουσιν τὸ κάλλος σου εἰς ἀπώλειαν,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 8] καὶ καταβιβάσουσί σε, καὶ ἀποθανῇ θανάτῳ τραυματιῶν ἐν καρδίᾳ θαλάσσης.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 9] Μὴ λέγων ἐρεῖς, Θεός εἰμι ἐγὼ, ἐνώπιον τῶν ἀναιρούντων σε; σὺ δὲ εἶ ἄνθρωπος, καὶ οὐ Θεός.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 10] Ἐν πλήθει ἀπεριτμήτων ἀπολῇ ἐν χερσὶν ἀλλοτρίων, ὅτι ἐγὼ ἐλάλησα, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 11] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 12] υἱὲ ἀνθρώπου, λάβε θρῆνον ἐπὶ τὸν ἄρχοντα Τύρου, καὶ εἰπὸν αὐτῷ, τάδε λέγει Κύριος Κύριος, σὺ ἀποσφράγισμα ὁμοιώσεως,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 13] καὶ στέφανος κάλλους ἐν τῇ τρυφῇ τοῦ παραδείσου τοῦ Θεοῦ ἐγενήθης· πᾶντα λίθον χρηστὸν ἐνδέδεσαι, σάρδιον καὶ τοπάζιον, καὶ σμάραγδον καὶ ἄνθρακα, καὶ σάπφειρον καὶ ἴασπιν, καὶ ἀργύριον καὶ χρυσίον, καὶ λιγύριον καὶ ἀχάτην, καὶ ἀμέθυστον καὶ χρυσόλιθον, καὶ βηρύλλιον καὶ ὀνύχιον, καὶ χρυσίου ἐνέπλήσας τοὺς θησαυρούς σου καὶ τὰς ἀποθήκας σου ἐν σοί.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 14] Ἀφʼ ἧς ἡμέρας ἐκτίσθης σὺ μετὰ τοῦ χερούβ, ἔθηκά σε ἐν ὄρει ἁγίῳ Θεοῦ, ἐγενήθης ἐν μέσῳ λίθων πυρίνων.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 15] Ἐγενήθης σὺ ἄμωμος ἐν ταῖς ἡμέραις σου, ἀφʼ ἧς ἡμέρας σὺ ἐκτίσθης ἕως εὑρέθη τὰ ἀδικήματα ἐν σοί.
