[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 2] υἱὲ ἀνθρώπου, στήρισον τὸ πρόσωπόν σου ἐπὶ θαιμὰν, καὶ ἐπίβλεψον ἐπὶ Δαρὸμ, καὶ προφήτευσον ἐπὶ δρυμὸν ἡγούμενον Ναγὲβ,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 3] καὶ ἐρεῖς τῷ δρυμῷ Ναγὲβ, ἄκουε λόγον Κυρίου· τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ ἀνάπτω ἐν σοὶ πῦρ, καὶ καταφάγεται ἐν σοὶ πᾶν ξύλον χλωρὸν καὶ πᾶν ξύλον ξηρὸν, οὐ σβεσθήσεται ἡ φλὸξ ἡ ἐξαφθεῖσα, καὶ κατακαυθήσεται ἐν αὐτῇ πᾶν πρόσωπον ἀπὸ ἀπηλιώτου ἕως Βοῤῥᾶ.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 4] Καὶ ἐπιγνώσεται πᾶσα σὰρξ, ὅτι ἐγὼ Κύριος ἐξέκαυσα αὐτὸ, οὐ σβεσθήσεται.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 5] Καὶ εἶπα, μηδαμῶς Κύριε Κύριε· αὐτοὶ λέγουσι πρὸς μὲ, οὐχὶ παραβολή ἐστι λεγομένη αὕτη;
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 6] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 7] Διατοῦτο προφήτευσον υἱὲ ἀνθρώπου, στήρισον τὸ πρόσωπόν σου ἐπὶ Ἱερουσαλὴμ, καὶ ἐπίβλεψον ἐπὶ τὰ ἅγια αὐτῶν,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 8] καὶ προφητεύσεις ἐπὶ τὴν γῆν τοῦ Ἰσραὴλ, καὶ ἐρεῖς πρὸς τὴν γῆν τοῦ Ἰσραὴλ, τάδε λέγει Κύριος, ἰδοὺ ἐγὼ πρὸς σὲ, καὶ ἐκσπάσω τὸ ἐγχειρίδιόν μου ἐκ τοῦ κολεοῦ αὐτοῦ, καὶ ἐξολοθρεύσω ἐκ σοῦ ἄνομον καὶ ἄδικον·
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 9] Ἀνθʼ ὧν ἐξολοθρεύσω ἐκ σοῦ ἄδικον καὶ ἄνομον, οὕτως ἐξελεύσεται τὸ ἐγχειρίδιόν μου ἐκ τοῦ κολεοῦ αὐτοῦ ἐπὶ πᾶσαν σάρκα ἀπὸ ἀπηλιώτου ἔως Βοῤῥᾶ,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 10] καὶ ἐπιγνώσεται πᾶσα σὰρξ, διότι ἐγὼ Κύριος ἐξέσπασα τὸ ἐγχειρίδιόν μου ἐκ τοῦ κολεοῦ αὐτοῦ, οὐκ ἀποστρέψει οὐκέτι.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 11] Καὶ σὺ υἱὲ ἀνθρώπου καταστέναξον ἐν συντριβῇ ὀσφύος σου, καὶ ἐν ὀδύναις στενάξεις κατʼ ὀφθαλμοὺς αὐτῶν.
