[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 2] υἱὲ ἀνθρώπου, λάλησον τοῖς υἱοῖς τοῦ λαοῦ σου, καὶ ἐρεῖς πρὸς αὐτοὺς, Γῆ ἐφʼ ἣν ἂν ἐπάγω ῥομφαίαν, καὶ λάβῃ ὁ λαὸς τῆς γῆς ἄνθρωπον ἕνα ἐξ αὐτῶν, καὶ δῶσιν αὐτὸν ἑαυτοῖς εἰς σκοπὸν,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 3] καὶ ἴδῃ τὴν ῥομφαίαν ἐρχομένην ἐπὶ τὴν γῆν, καὶ σαλπίσῃ τῇ σάλπιγγι, καὶ σημάνῃ τῷ λαῷ,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 4] καὶ ἀκούσῃ ὁ ἀκούσας τῆς φωνῆς τῆς σάλπιγγος, καὶ μὴ φυλάξηται, καὶ ἐπέλθῃ ἡ ῥομφαία, καὶ καταλάβῃ αὐτὸν, τὸ αἷμα αὐτοῦ ἐπὶ τῆς κεφαλῆς αὐτοῦ ἔσται.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 5] Ὅτι τὴν φωνὴν τῆς σάλπιγγος ἀκούσας οὐκ ἐφυλάξατο, τὸ αἷμα αὐτοῦ ἐπʼ αὐτοῦ ἔσται· καὶ οὗτος ὅτι ἐφυλάξατο, τὴν ψυχὴν αὐτοῦ ἐξείλατο.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 6] Καὶ ὁ σκοπὸς ἐὰν ἴδῃ τὴν ῥομφαίαν ἐρχομένην, καὶ μὴ σημάνῃ τῇ σάλπιγγι, καὶ ὁ λαὸς μὴ φυλάξηται, καὶ ἐλθοῦσα ἡ ῥομφαία λάβῃ ἐξ αὐτῶν ψυχὴν, αὕτη διὰ τὴν αὐτῆς ἀνομίαν ἐλήφθη, καὶ τὸ αἷμα ἐκ χειρὸς τοῦ σκοποῦ ἐκζητήσω.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 7] Καὶ σὺ υἱὲ ἀνθρώπου, σκοπὸν δέδωκά σε τῷ οἴκῳ Ἰσραὴλ, καὶ ἀκούσῃ ἐκ στόματός μου λόγον.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 8] Ἐν τῷ εἰπεῖν με τῷ ἁμαρτωλῷ, θανάτῳ θανατωθήσῃ, καὶ μὴ λαλήσῃς τοῦ φυλάξασθαι τὸν ἀσεβῆ ἀπὸ τῆς ὁδοῦ αὐτοῦ, αὐτὸς ὁ ἄνομος τῇ ἀνομίᾳ αὐτοῦ ἀποθανεῖται, τὸ δὲ αἷμα αὐτοῦ ἐκ τῆς χειρός σου ἐκζητήσω.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 9] Σὺ δὲ ἐὰν προαπαγγείλῃς τῷ ἀσεβεῖ τὴν ὁδὸν αὐτοῦ ἀποστρέψαι ἀπʼ αὐτῆς, καὶ μὴ ἀποστρέψῃ ἀπὸ τῆς ὁδοῦ αὐτοῦ, οὗτος τῇ ἀσεβείᾳ αὐτοῦ ἀποθανεῖται, καὶ σὺ τὴν ψυχὴν σαυτοῦ ἐξῄρησαι.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 10] Καὶ σὺ υἱὲ ἀνθρώπου, εἰπὸν τῷ οἴκῳ Ἰσραὴλ, οὓτως ἐλαλήσατε λέγοντες, αἱ πλάναι ἡμῶν, καὶ αἱ ἀνομίαι ἡμῶν ἐφʼ ἡμῖν εἰσι, καὶ ἐν αὐταῖς ἡμεῖς τηκόμεθα, καὶ πῶς ζησόμεθα;
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 11] Εἰπὸν αὐτοῖς, ζῶ ἐγὼ, τάδε λέγει Κύριος, οὐ βούλομαι τὸν θάνατον τοῦ ἀσεβοῦς, ὡς ἀποστρέψαι τὸν ἀσεβῆ ἀπὸ τῆς ὁδοῦ αὐτοῦ, καὶ ζῇν αὐτόν· ἀποστροφῇ ἀποστρέψατε ἀπὸ τῆς ὁδοῦ ὑμῶν· καὶ ἱνατί ἀποθνήσκετε οἶκος Ἰσραήλ;
