[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 1] Καὶ ἐγένετο ἐν τῷ ἕκτῳ ἔτει ἐν τῷ πέμπτῳ μηνὶ, πέμπτῃ τοῦ μηνὸς, ἐγὼ ἐκαθήμην ἐν τῷ οἴκῳ, καὶ οἱ πρεσβύτεροι Ἰούδα ἐκάθηντο ἐνώπιόν μου· καὶ ἐγένετο ἐπʼ ἐμὲ χεὶρ Κυρίου.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 2] Καὶ ἴδον, καὶ ἰδοὺ ὁμοίωμα ἀνδρὸς, ἀπὸ τῆς ὀσφύος αὐτοῦ καὶ ἕως κάτω πῦρ, καὶ ἀπὸ τῆς ὀσφύος αὐτοῦ, ὑπεράνω αὐτοῦ ὡς ὅρασις ἠλέκτρου.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 3] Καὶ ἐξέτεινεν ὁμοίωμα χειρὸς, καὶ ἀνέλαβέ με τῆς κορυφῆς μου, καὶ ἀνέλαβέ με πνεῦμα ἀναμέσον τῆς γῆς καὶ ἀναμέσον τοῦ οὐρανοῦ, καὶ ἤγαγέ με εἰς Ἱερουσαλὴμ ἐν ὁράσει Θεοῦ ἐπὶ τὰ πρόθυρα τῆς πύλης τῆς βλεπούσης εἰς Βοῤῥᾶν, οὗ ἦν ἡ στήλη τοῦ κτωμένου·
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 4] Καὶ ἰδοὺ ἦν ἐκεῖ δόξα Κυρίου Θεοῦ Ἰσραὴλ κατὰ τὴν ὅρασιν ἣν ἴδον ἐν τῷ πεδίῳ.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 5] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, ἀνάβλεψον τοῖς ὀφθαλμοῖς σου πρὸς Βοῤῥᾶν· καὶ ἀνέβλεψα τοῖς ὀφθαλμοῖς μου πρὸς Βοῤῥᾶν, καὶ ἰδοὺ ἀπὸ Βοῤῥᾶ ἐπὶ τὴν πύλην τὴν πρὸς ἀνατολάς,
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 6] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, ἑώρακας τί οὗτοι ποιοῦσιν· ἀνομίας μεγάλας ποιοῦσιν ὧδε τοῦ ἀπέχεσθαι ἀπὸ τῶν ἁγίων μου· καὶ ἔτι ὄψει ἀνομίας μείζονας.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 7] Καὶ εἰσήγαγέ με ἐπὶ τὰ πρόθυρα τῆς αὐλῆς.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 8] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου, ὄρυξον· καὶ ὤρυξα, καὶ ἰδοὺ θύρα.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 9] Καὶ εἶπε πρὸς μὲ, εἴσελθε, καὶ ἴδε τὰς ἀνομίας ἃς οὗτοι ποιοῦσιν ὧδε.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 10] Καὶ εἰσῆλθον, καὶ ἴδον, καὶ ἰδοὺ μάταια βδελύγματα, καὶ πάντα τὰ εἴδωλα οἴκου Ἰσραὴλ διαγεγραμμένα ἐπʼ αὐτοὺς κύκλῳ.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 11] Καὶ ἑβδομήκοντα ἄνδρες ἐκ τῶν πρεσβυτέρων οἴκου Ἰσραὴλ, καὶ Ἰεχονίας ὁ τοῦ Σαφὰν ἐν μέσῳ αὐτῶν εἱστήκει πρὸ προσώπου αὐτῶν, καὶ ἕκαστος θυμιατήριον αὐτοῦ εἶχεν ἐν τῇ χειρὶ, καὶ ἡ ἀτμὶς τοῦ θυμιάματος ἀνέβαινε.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 12] Καὶ εἶπε πρὸς μὲ, ἑώρακας, υἱὲ ἀνθρώπου, ἃ οἱ πρεσβύτεροι οἴκου Ἰσραὴλ ποιοῦσιν, ἕκαστος αὐτῶν ἐν τῷ κοιτῶνι τῷ κρυπτῷ αὐτῶν, διότι εἶπαν, οὐχ ὁρᾷ ὁ Κύριος, ἐγκαταλέλοιπε Κύριος τὴν γῆν.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 13] Καὶ εἶπε πρὸς μὲ, ἔτι ὄψει ἀνομίας μείζονας ἃς οὗτοι ποιοῦσι.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 14] Καὶ εἰσήγαγέ με ἐπὶ τὰ πρόθυρα τῆς πύλης οἴκου Κυρίου τῆς βλεπούσης πρὸς Βοῤῥᾶν· καὶ ἰδοὺ ἐκεῖ γυναῖκες καθήμεναι θρηνοῦσαι τὸν Θαμμούζ.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 15] Καὶ εἶπε πρὸς μὲ, υἱὲ ἀνθρώπου ἑώρακας, καὶ ἔτι ὄψει ἐπιτηδεύματα μείζονα τούτων.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 16] Καὶ εἰσήγαγέ με εἰς τὴν αὐλὴν οἴκου Κυρίου τὴν ἐσωτέραν, καὶ ἐπὶ τῶν προθύρων τοῦ ναοῦ Κυρίου ἀναμέσον τῶν αἰλὰμ, καὶ ἀναμέσον τοῦ θυσιαστηρίου, ὡς εἴκοσι ἄνδρες τὰ ὀπίσθια αὐτῶν πρὸς τὸν ναὸν τοῦ Κυρίου, καὶ τὰ πρόσωπα αὐτῶν ἀπέναντι, καὶ οὗτοι προσκυνοῦσι τῷ ἡλίῳ.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 17] Καὶ εἶπε πρὸς μὲ, ἑώρακας υἱὲ ἀνθρώπου· μη μικρα τῷ οἴκῳ Ἰούδα τοῦ ποιεῖν τὰς ἀνομίας ἃς πεποιήκασιν ὧδε; διότι ἔπλησαν τὴν γῆν ἀνομίας· καὶ ἰδοὺ αὐτοὶ ὡς μυκτηρίζοντες.
[LXX | EL | OT | Ezekiel | Chapter 8 | Verse 18] Καὶ ἐγὼ ποιήσω αὐτοῖς μετὰ θυμοῦ· οὐ φείσεται ὁ ὀφθαλμός μου, οὐδὲ μὴ ἐλεήσω.
