[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 1] Καὶ ἐγένετο ἐν τῷ ἑνδεκάτῳ ἔτει, ἐν τῷ τρίτῳ μηνὶ, μιᾷ τοῦ μηνὸς, ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 2] υἱὲ ἀνθρώπου, εἰπὸν πρὸς Φαραὼ βασιλέα Αἰγύπτου καὶ τῷ πλήθει αὐτοῦ, Τίνι ὡμοίωσας σεαυτὸν ἐν τῷ ὕψει σου;
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 3] Ἰδοὺ Ἀσσοὺρ κυπάρισσος ἐν τῷ Λιβάνῳ, καὶ καλὸς ταῖς παραφυάσι, καὶ ὑψηλὸς τῷ μεγέθει, εἰς μέσον νεφελῶν ἐγένετο ἡ ἀρχὴ αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 4] ὕδωρ ἐξέθρεψεν αὐτὸν, ἡ ἄβυσσος ὕψωσεν αὐτὸν, τοὺς ποταμοὺς αὐτῆς ἤγαγε κύκλῳ τῶν φυτῶν αὐτοῦ, καὶ τὰ συστήματα αὐτῆς ἐξαπέστειλεν εἰς πάντα τὰ ξύλα τοῦ πεδίου.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 5] Ἕνεκεν τούτου ὑψώθη τὸ μέγεθος αὐτοῦ παρὰ πάντα τὰ ξύλα τοῦ πεδίου, καὶ ἐπλατύνθησαν οἱ κλάδοι αὐτοῦ ἀφʼ ὕδατος πολλοῦ.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 6] Ἐν ταῖς παραφυάσιν αὐτοῦ ἐνόσσευσαν πάντα τὰ πετεινὰ τοῦ οὐρανοῦ, καὶ ὑποκάτω τῶν κλάδων αὐτοῦ ἐγεννῶσαν πάντα τὰ θηρία τοῦ πεδίου, ἐν τῇ σκιᾷ αὐτοῦ κατῴκησε πᾶν πλῆθος ἐθνῶν.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 7] Καὶ ἐγένετο καλὸς ἐν τῷ ὕψει αὐτοῦ διὰ τὸ πλῆθος τῶν κλάδων αὐτοῦ, ὅτι ἐγενήθησαν αἱ ῥίζαι αὐτοῦ εἰς ὕδωρ πολύ.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 8] Καὶ κυπάρισσοι τοιαῦται ἐν τῷ παραδείσῳ τοῦ Θεοῦ, καὶ αἱ πίτυες οὐχ ὅμοιαι ταῖς παραφυάσιν αὐτοῦ, καὶ ἐλάται οὐκ ἐγένοντο ὅμοιαι τοῖς κλάδοις αὐτοῦ· πᾶν ξύλον ἐν τῷ παραδείσῳ τοῦ Θεοῦ οὐχ ὡμοιώθη αὐτῷ ἐν τῷ κάλλει αὐτοῦ,
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 9] διὰ τὸ πλῆθος τῶν κλάδων αὐτοῦ· καὶ ἐζήλωσεν αὐτὸν τὰ ξύλα τοῦ παραδείσου τῆς τρυφῆς τοῦ Θεοῦ.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 10] Διατοῦτο τάδε λέγει Κύριος, ἀνθʼ ὧν ἐγένου μέγας τῷ μεγέθει, καὶ ἔδωκας τὴν ἀρχήν σου εἰς μέσον νεφελῶν, καὶ εἶδον ἐν τῷ ὑψωθῆναι αὐτόν·
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 11] Καὶ παρέδωκα αὐτὸν εἰς χεῖρας ἄρχοντος ἐθνῶν, καὶ ἐποίησε τὴν ἀπώλειαν αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 12] Καὶ ἐξωλόθρευσαν αὐτὸν ἀλλότριοι λοιμοὶ ἀπὸ ἐθνῶν, καὶ κατέβαλον αὐτὸν ἐπὶ τῶν ὀρέων· ἐν πάσαις ταῖς φάραγξιν ἔπεσαν οἱ κλάδοι αὐτοῦ, καὶ συνετρίβη τὰ στελέχη αὐτοῦ ἐν παντὶ πεδίῳ τῆς γῆς, καὶ κατέβησαν ἀπὸ τῆς σκέπης αὐτῶν πάντες οἱ λαοὶ τῶν ἐθνῶν, καὶ ἠδάφισαν αὐτόν.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 13] Ἐπὶ τὴν πτῶσιν αὐτοῦ ἀνεπαύσαντο πάντα τὰ πετεινὰ τοῦ οὐρανοῦ, καὶ ἐπὶ τὰ στελέχη αὐτοῦ ἐγίνοντο πάντα τὰ θηρία τοῦ ἀγροῦ,
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 14] ὅπως μὴ ὑψωθῶσιν ἐν τῷ μεγέθει αὐτῶν πάντα τὰ ξύλα τὰ ἐν τῷ ὕδατι· καὶ ἔδωκαν τὴν ἀρχὴν αὐτῶν εἰς μέσον νεφελῶν, καὶ οὐκ ἔστησαν ἐν τῷ ὕψει αὐτῶν πρὸς αὐτά· πάντες οἱ πίνοντες ὕδωρ, πάντες ἐδόθησαν εἰς θάνατον, εἰς γῆς βάθος, ἐν μέσῳ υἱῶν ἀνθρώπων πρὸς καταβαίνοντας εἰς βόθρον.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 15] Τάδε λέγει Κύριος Κύριος, ἐν ᾗ ἡμέρᾳ κατέβη εἰς ᾅδου, ἐπένθησεν αὐτὸν ἡ ἄβυσσος· καὶ ἐπέστησα τοὺς ποταμοὺς αὐτῆς, καὶ ἐκώλυσα πλῆθος ὕδατος, καὶ ἐσκότασεν ἐπʼ αὐτὸν ὁ Λίβανος, πάντα τὰ ξύλα τοῦ πεδίου ἐπʼ αὐτῷ ἐξελύθησαν.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 16] Ἀπὸ τῆς φωνῆς τῆς πτώσεως αὐτοῦ ἐσείσθησαν τὰ ἔθνη, ὅτε κατεβίβαζον αὐτὸν εἰς ᾅδου μετὰ τῶν καταβαινόντων εἰς λάκκον, καὶ παρεκάλουν αὐτὸν ἐν γῇ πάντα τὰ ξύλα τῆς τρυφῆς, καὶ τὰ ἐκλεκτὰ τοῦ Λιβάνου πάντα τὰ πίνοντα ὕδωρ.
[LXX | EL | OT | Ezekiel | Chapter 31 | Verse 17] Καὶ γὰρ αὐτοὶ κατέβησαν μετʼ αὐτοῦ εἰς ᾅδου ἐν τοῖς τραυματίαις ἀπὸ μαχαίρας, καὶ τὸ σπέρμα αὐτοῦ οἱ κατοικοῦντες ὑπὸ τὴν σκέπην αὐτοῦ ἐν μέσῳ τῆς ζωῆς αὐτῶν ἀπώλοντο.
