[IRV | TA | OT | Job | Chapter 41 | Verse 1] “லிவியாதானை தூண்டிலைக்கொண்டு பிடிக்கமுடியுமோ? அதின் நாக்கை நீ விடுகிற கயிற்றினாலே பிடிக்கமுடியுமோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 2] அதின் மூக்கை நார்க்கயிறு போட்டுக் கட்டமுடியுமோ? குறட்டினால் அதின் தாடையை உருவக் குத்தமுடியுமோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 3] அது உன்னைப் பார்த்து அநேக விண்ணப்பம் செய்யுமோ? உன்னை நோக்கி ஆசைவார்த்தைகளைச் சொல்லுமோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 4] அது உன்னுடன் உடன்படிக்கை செய்யுமோ? அதை எல்லா நாட்களும் அடிமைப்படுத்துவாயோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 5] ஒரு குருவியுடன் விளையாடுகிறதுபோல், நீ அதனுடன் விளையாடி, அதை நீ உன் பெண்களுக்கு அருகில் கட்டிவைப்பாயோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 6] மீனவர்கள் அதைப் பிடிக்க முயற்சி செய்து, அதை வியாபாரிகளுக்குப் பங்கிடுவார்களோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 7] நீ அதின் தோலை அநேக அம்புகளினாலும், அதின் தலையை எறிவல்லையங்களினாலும் எறிவாயோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 8] அதின்மேல் உன் கையைப்போடு, யுத்தத்தை நினைத்துக்கொள்; இனி அப்படிச் செய்யத் துணியமாட்டாய்.
[IRV | TA | OT | Job | Chapter 41 | Verse 9] இதோ, அதைப் பிடிக்கலாம் என்று நம்பினவன் மோசம்போய், அதைப் பார்த்தவுடனே விழுவான் அல்லவோ?
[IRV | TA | OT | Job | Chapter 41 | Verse 10] அதை எழுப்பக்கூடிய தைரியவான் இல்லாதிருக்க, எனக்கு முன்பாக நிற்பவன் யார்?
[IRV | TA | OT | Job | Chapter 41 | Verse 11] தனக்குப் பதில்கொடுக்கப்படும்படி, முந்தி எனக்குக் கொடுத்தவன் யார்? வானத்தின் கீழுள்ளவைகள் எல்லாம் என்னுடையவைகள்.
[IRV | TA | OT | Job | Chapter 41 | Verse 12] அதின் உறுப்புகளும், அதின் வீரியமும், அதின் உடல் இசைவின் அழகும் இன்னதென்று நான் சொல்லாமல் மறைக்கமாட்டேன்.
[IRV | TA | OT | Job | Chapter 41 | Verse 13] அது மூடியிருக்கிற அதின் போர்வையைக் எடுக்கக்கூடியவன் யார்? அதின் இரண்டு தாடைகளின் நடுவே கடிவாளம் போடத்தக்கவன் யார்?
[IRV | TA | OT | Job | Chapter 41 | Verse 14] அதின் முகத்தின் கதவைத் திறக்கக்கூடியவன் யார்? சுற்றிலுமிருக்கிற அதின் பற்கள் பயங்கரமானவைகள்.
[IRV | TA | OT | Job | Chapter 41 | Verse 15] முத்திரைப் பதிப்புபோல அழுத்தங்கொண்டு அடர்த்தியாயிருக்கிற அதின் கேடகங்களின் அமைப்பு மகா சிறப்பாயிருக்கிறது.
[IRV | TA | OT | Job | Chapter 41 | Verse 16] அவைகள் நடுவே காற்றும் நுழையமுடியாமல் நெருக்கமாக அவைகள் ஒன்றோடொன்று இணைக்கப்பட்டிருக்கிறது.
[IRV | TA | OT | Job | Chapter 41 | Verse 17] அவைகள் ஒன்றோடொன்று ஒட்டிக்கொண்டு இணைபிரியாமல் பிடித்துக்கொண்டிருக்கிறது.
[IRV | TA | OT | Job | Chapter 41 | Verse 18] அது தும்மும்போது ஒளி வீசும், அதின் கண்கள் சூரியஉதயத்தின் புருவங்களைப்போல இருக்கிறது.
[IRV | TA | OT | Job | Chapter 41 | Verse 19] அதின் வாயிலிருந்து எரிகிற பந்தங்கள் புறப்பட்டு, நெருப்புப்பொறிகள் பறக்கும்.
[IRV | TA | OT | Job | Chapter 41 | Verse 20] கொதிக்கிற சட்டியிலும் கொப்பரையிலும் இருந்து புறப்படுகிறதுபோல, அதின் மூக்கிலிருந்து புகை புறப்படும்.
[IRV | TA | OT | Job | Chapter 41 | Verse 21] அதின் சுவாசம் கரிகளைக் கொளுத்தும், அதின் வாயிலிருந்து தணல் புறப்படும்.
[IRV | TA | OT | Job | Chapter 41 | Verse 22] அதின் கழுத்திலே பெலன் குடிகொண்டிருக்கும்; பயங்கரம் அதற்குமுன் நடனமாடும்.
[IRV | TA | OT | Job | Chapter 41 | Verse 23] அதின் உடல் அடுக்குகள், அசையாத கெட்டியாக ஒன்றோடொன்று ஒட்டிக்கொண்டிருக்கும்.
[IRV | TA | OT | Job | Chapter 41 | Verse 24] அதின் நெஞ்சு கல்லைப்போலவும், எந்திரத்தின் அடிக்கல்லைப்போலவும் கெட்டியாயிருக்கும்.
[IRV | TA | OT | Job | Chapter 41 | Verse 25] அது எழும்பும்போது பலசாலிகள் பயத்தினால் மயங்கித் திகைப்பார்கள்.
[IRV | TA | OT | Job | Chapter 41 | Verse 26] அதைத் தாக்குகிறவனுடைய பட்டயம், ஈட்டி, வல்லையம், கவசம், ஒன்றும் அதற்குமுன் நிற்காது.
