[IRV | TA | OT | Job | Chapter 4 | Verse 1] அப்பொழுது தேமானியனாகிய எலிப்பாஸ் மறுமொழியாக:
[IRV | TA | OT | Job | Chapter 4 | Verse 2] நாங்கள் உம்முடன் பேசத்துணிந்தால், அனுமதிப்பீரோ? ஆனாலும் பேசாமல் அடக்கிக்கொள்ளத்தக்கவன் யார்?
[IRV | TA | OT | Job | Chapter 4 | Verse 3] இதோ, நீர் அநேகருக்குப் புத்திசொல்லி, சோர்ந்த கைகளைத் திடப்படுத்தினீர்.
[IRV | TA | OT | Job | Chapter 4 | Verse 4] விழுகிறவனை உம்முடைய வார்த்தைகளால் நிற்கச்செய்தீர், தள்ளாடுகிற முழங்கால்களைப் பலப்படுத்தினீர்.
[IRV | TA | OT | Job | Chapter 4 | Verse 5] இப்பொழுதோ துன்பம் உமக்கு சம்பவித்ததினால் சோர்ந்துபோகிறீர்; அது உம்மைத் தொட்டதினால் கலங்குகிறீர்.
[IRV | TA | OT | Job | Chapter 4 | Verse 6] உம்முடைய தேவபக்தி உம்முடைய உறுதியாயும், உம்முடைய வழிகளின் உத்தமம் உம்முடைய நம்பிக்கையாகவும் இருக்கவேண்டியதல்லவோ?
[IRV | TA | OT | Job | Chapter 4 | Verse 7] குற்றமில்லாமல் அழிந்தவன் உண்டோ? சன்மார்க்கர் அழிக்கப்பட்டது எப்போது? இதை நினைத்துப்பாரும்.
[IRV | TA | OT | Job | Chapter 4 | Verse 8] நான் கண்டிருக்கிறபடி, அநியாயத்தை உழுது, தீமையை விதைத்தவர்கள், அதையே அறுக்கிறார்கள்.
[IRV | TA | OT | Job | Chapter 4 | Verse 9] தேவனுடைய சுவாசத்தினாலே அவர்கள் அழிந்து, அவருடைய மூக்கின் காற்றினாலே அழிகிறார்கள்.
[IRV | TA | OT | Job | Chapter 4 | Verse 10] சிங்கத்தின் கெர்ச்சிப்பும், கொடிய சிங்கத்தின் முழக்கமும் அடங்கும்; பாலசிங்கங்களின் பற்களும் உடைந்துபோகும்.
[IRV | TA | OT | Job | Chapter 4 | Verse 11] கிழச்சிங்கம் இரையில்லாமையால் இறந்துபோகும், பாலசிங்கங்கள் சிதறிப்போகும்.
[IRV | TA | OT | Job | Chapter 4 | Verse 12] இப்போதும் ஒரு வார்த்தை என்னிடத்தில் இரகசியமாக அறிவிக்கப்பட்டது, அதன் மெல்லிய ஓசை என் காதில் விழுந்தது.
[IRV | TA | OT | Job | Chapter 4 | Verse 13] மனிதர்மேல் அயர்ந்த தூக்கம் வரும்போது, இரவு தரிசனங்களில் பலவித தோற்றங்கள் உண்டாகும்போது,
[IRV | TA | OT | Job | Chapter 4 | Verse 14] பயமும் நடுக்கமும் என்னைப் பிடித்தது, என் எலும்புகளெல்லாம் நடுங்கியது.
[IRV | TA | OT | Job | Chapter 4 | Verse 15] அப்பொழுது ஒரு ஆவி என் முகத்திற்கு முன்பாகக் கடந்தது, என் உடலின் முடிகள் சிலிர்த்தது.
[IRV | TA | OT | Job | Chapter 4 | Verse 16] அது ஒரு உருவம் போல என் கண்களுக்குமுன் நின்றது, ஆனாலும் அதின் உருவம் இன்னதென்று விளங்கவில்லை; அமைதலுண்டானது, அப்பொழுது நான் கேட்ட சத்தமாவது:
[IRV | TA | OT | Job | Chapter 4 | Verse 17] மனிதன் தேவனைவிட நீதிமானாயிருப்பானோ? மனிதன் தன்னை உண்டாக்கினவரைவிட சுத்தமாயிருப்பானோ?
[IRV | TA | OT | Job | Chapter 4 | Verse 18] கேளும், அவர் தம்முடைய வேலைக்காரரிடத்தில் நம்பிக்கை வைப்பதில்லை; தம்முடைய தூதரின்மேலும் புத்தியீனத்தைச் சுமத்துகிறாரே,
[IRV | TA | OT | Job | Chapter 4 | Verse 19] புழுதியில் அஸ்திபாரம் போட்டு, மண் வீடுகளில் குடியிருந்து, செல்லுப்பூச்சியால் அரிக்கப்படுகிறவர்கள்மேல் அவர் நம்பிக்கை வைப்பது எப்படி?
[IRV | TA | OT | Job | Chapter 4 | Verse 20] காலைமுதல் மாலைவரைக்கும் அழிந்து, கவனிப்பார் ஒருவருமில்லாமல், நிலையான அழிவை அடைகிறார்கள்.
[IRV | TA | OT | Job | Chapter 4 | Verse 21] அவர்களிலிருக்கிற அவர்களுடைய மேன்மை போய்விடுமல்லவோ? ஞானமடையாமல் இறக்கிறார்களே என்று சொன்னான்.
