[WEB | EN | OT | Sirach | Chapter 7 | Verse 1] Do no evil, so no evil will overtake you.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 2] Depart from wrong, and it will turn away from you.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 3] My son, don’t sow upon the furrows of unrighteousness, and you won’t reap them sevenfold.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 4] Don’t seek preeminence from the Lord, nor the seat of honor from the king.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 5] Don’t justify yourself in the presence of the Lord, and don’t display your wisdom before the king.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 6] Don’t seek to be a judge, lest you not be able to take away iniquities, lest perhaps you fear the person of a mighty man, and lay a stumbling block in the way of your uprightness.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 7] Don’t sin against the multitude of the city. Don’t disgrace yourself in the crowd.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 8] Don’t commit a sin twice, for even in one you will not be unpunished.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 9] Don’t say, “He will look upon the multitude of my gifts. When I make an offering to the Most High God, he will accept it.”
[WEB | EN | OT | Sirach | Chapter 7 | Verse 10] Don’t be faint-hearted in your prayer. Don’t neglect to give alms.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 11] Don’t laugh a man to scorn when he is in the bitterness of his soul, for there is one who humbles and exalts.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 12] Don’t devise a lie against your brother, or do the same to a friend.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 13] Refuse to utter a lie, for that habit results in no good.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 14] Don’t babble in the assembly of elders. Don’t repeat your words in your prayer.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 15] Don’t hate hard labor or farm work, which the Most High has created.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 16] Don’t number yourself among the multitude of sinners. Remember that wrath will not wait.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 17] Humble your soul greatly, for the punishment of the ungodly man is fire and the worm.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 18] Don’t exchange a friend for something, neither a true brother for the gold of Ophir.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 19] Don’t deprive yourself of a wise and good wife, for her grace is worth more than gold.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 20] Don’t abuse a servant who works faithfully, or a hireling who gives you his life.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 21] Let your soul love a wise servant. Don’t defraud him of liberty.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 22] Do you have cattle? Look after them. If they are profitable to you, let them stay by you.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 23] Do you have children? Correct them, and make them obedient from their youth.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 24] Do you have daughters? Take care of their bodies, and don’t be overly indulgent toward them.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 25] Give your daughter in marriage, and you will have accomplished a great matter. Give her to a man of understanding.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 26] Do you have a wife who pleases you? Don’t cast her out. But don’t trust yourself to one who is hateful.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 27] Honor your father with your whole heart, and don’t forget the birth pangs of your mother.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 28] Remember that you were born of them. What will you repay them for the things that they have done for you?
[WEB | EN | OT | Sirach | Chapter 7 | Verse 29] Fear the Lord with all your soul; and revere his priests.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 30] With all your strength love him who made you. Don’t forsake his ministers.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 31] Fear the Lord and honor the priest. Give him his portion, even as it is commanded you: the first fruits, the trespass offering, the gift of the shoulders, the sacrifice of sanctification, and the first fruits of holy things.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 32] Also stretch out your hand to the poor man, that your blessing may be complete.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 33] A gift has grace in the sight of every living man. Don’t withhold grace for a dead man.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 34] Don’t avoid those who weep, and mourn with those who mourn.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 35] Don’t be slow to visit a sick man, for by such things you will gain love.
[WEB | EN | OT | Sirach | Chapter 7 | Verse 36] In all your words, remember eternity, and you will never sin.
