[WEB | EN | OT | Sirach | Chapter 31 | Verse 1] Wakefulness that comes from riches consumes the flesh, and anxiety about it takes away sleep.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 2] Wakeful anxiety will crave slumber. In a severe disease, sleep will be broken.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 3] A rich man toils in gathering money together. When he rests, he is filled with his good things.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 4] A poor man toils in lack of substance. When he rests, he becomes needy.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 5] He who loves gold won’t be justified. He who follows destruction will himself have his fill of it.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 6] Many have been given over to ruin for the sake of gold. Their destruction meets them face to face.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 7] It is a stumbling block to those who sacrifice to it. Every fool will be taken by it.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 8] Blessed is the rich person who is found blameless, and who doesn’t go after gold.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 9] Who is he, that we may call him blessed? For he has done wonderful things among his people.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 10] Who has been tried by it, and found perfect? Then let him boast. Who has had the power to transgress, and has not transgressed? And to do evil, and has not done it?
[WEB | EN | OT | Sirach | Chapter 31 | Verse 11] His prosperity will be made sure. The congregation will proclaim his alms.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 12] Do you sit at a great table? Don’t be greedy there. Don’t say, “There is a lot of food on it!”
[WEB | EN | OT | Sirach | Chapter 31 | Verse 13] Remember that a greedy eye is a wicked thing. What has been created more greedy than an eye? Therefore it sheds tears from every face.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 14] Don’t stretch your hand wherever it looks. Don’t thrust yourself with it into the dish.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 15] Consider your neighbor’s feelings by your own. Be discreet in every point.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 16] Eat like a human being those things which are set before you. Don’t eat greedily, lest you be hated.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 17] Be first to stop for manners’ sake. Don’t be insatiable, lest you offend.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 18] And if you sit among many, Don’t reach out your hand before them.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 19] How sufficient to a well-mannered man is a very little. He doesn’t breathe heavily in his bed.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 20] Healthy sleep comes from moderate eating. He rises early, and his wits are with him. The pain of wakefulness, colic, and griping are with an insatiable man.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 21] And if you have been forced to eat, rise up in the middle of it, and you shall have rest.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 22] Hear me, my son, and don’t despise me, and in the end you will appreciate my words. In all your works be skillful, and no disease will come to you.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 23] People bless him who is liberal with his food. The testimony of his excellence will be believed.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 24] The city will murmur at him who is a stingy with his food. The testimony of his stinginess will be accurate.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 25] Don’t show yourself valiant in wine, for wine has destroyed many.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 26] The furnace tests the temper of steel by dipping; so does wine test hearts in the quarreling of the proud.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 27] Wine is as good as life to men, if you drink it in moderation. What life is there to a man who is without wine? It has been created to make men glad.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 28] Wine drunk in season and in moderation is joy of heart and gladness of soul:
[WEB | EN | OT | Sirach | Chapter 31 | Verse 29] Wine drunk excessively is bitterness of soul, with provocation and conflict.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 30] Drunkenness increases the rage of a fool to his hurt. It diminishes strength and adds wounds.
[WEB | EN | OT | Sirach | Chapter 31 | Verse 31] Don’t rebuke your neighbor at a banquet of wine. Don’t despise him in his mirth. Don’t speak a word of reproach to him. Don’t distress him by making demands of him.
