[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 1] Ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ ⸀καὶ ἀκούειν τὸν λόγον τοῦ θεοῦ καὶ αὐτὸς ἦν ἑστὼς παρὰ τὴν λίμνην Γεννησαρέτ,
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 2] καὶ εἶδεν ⸂δύο πλοῖα⸃ ἑστῶτα παρὰ τὴν λίμνην, οἱ δὲ ἁλιεῖς ⸂ἀπʼ αὐτῶν ἀποβάντες⸃ ⸀ἔπλυνον τὰ δίκτυα.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 3] ἐμβὰς δὲ εἰς ἓν τῶν πλοίων, ὃ ⸀ἦν Σίμωνος, ἠρώτησεν αὐτὸν ἀπὸ τῆς γῆς ἐπαναγαγεῖν ὀλίγον, ⸂καθίσας δὲ ἐκ τοῦ πλοίου ἐδίδασκεν⸃ τοὺς ὄχλους.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 4] ὡς δὲ ἐπαύσατο λαλῶν, εἶπεν πρὸς τὸν Σίμωνα· Ἐπανάγαγε εἰς τὸ βάθος καὶ χαλάσατε τὰ δίκτυα ὑμῶν εἰς ἄγραν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 5] καὶ ἀποκριθεὶς ⸀Σίμων ⸀εἶπεν· Ἐπιστάτα, διʼ ⸀ὅλης νυκτὸς κοπιάσαντες οὐδὲν ἐλάβομεν, ἐπὶ δὲ τῷ ῥήματί σου χαλάσω ⸂τὰ δίκτυα⸃.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 6] καὶ τοῦτο ποιήσαντες συνέκλεισαν πλῆθος ἰχθύων πολύ, ⸀διερρήσσετο δὲ ⸂τὰ δίκτυα⸃ αὐτῶν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 7] καὶ κατένευσαν τοῖς ⸀μετόχοις ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας συλλαβέσθαι αὐτοῖς· καὶ ἦλθον, καὶ ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε βυθίζεσθαι αὐτά.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 8] ἰδὼν δὲ Σίμων Πέτρος προσέπεσεν τοῖς γόνασιν Ἰησοῦ λέγων· Ἔξελθε ἀπʼ ἐμοῦ, ὅτι ἀνὴρ ἁμαρτωλός εἰμι, κύριε·
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 9] θάμβος γὰρ περιέσχεν αὐτὸν καὶ πάντας τοὺς σὺν αὐτῷ ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ⸀ὧν συνέλαβον,
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 10] ὁμοίως δὲ καὶ Ἰάκωβον καὶ Ἰωάννην υἱοὺς Ζεβεδαίου, οἳ ἦσαν κοινωνοὶ τῷ Σίμωνι. καὶ εἶπεν πρὸς τὸν Σίμωνα ⸀ὁ Ἰησοῦς· Μὴ φοβοῦ· ἀπὸ τοῦ νῦν ἀνθρώπους ἔσῃ ζωγρῶν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 11] καὶ καταγαγόντες τὰ πλοῖα ἐπὶ τὴν γῆν ἀφέντες ⸀πάντα ἠκολούθησαν αὐτῷ.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 12] Καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ πλήρης λέπρας· ⸂καὶ ἰδὼν⸃ τὸν Ἰησοῦν πεσὼν ἐπὶ πρόσωπον ἐδεήθη αὐτοῦ λέγων· Κύριε, ἐὰν θέλῃς δύνασαί με καθαρίσαι.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 13] καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ ⸀εἰπών· Θέλω, καθαρίσθητι· καὶ εὐθέως ἡ λέπρα ἀπῆλθεν ἀπʼ αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 14] καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν, ἀλλὰ ἀπελθὼν δεῖξον σεαυτὸν τῷ ἱερεῖ, καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου καθὼς προσέταξεν Μωϋσῆς εἰς μαρτύριον αὐτοῖς.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 15] διήρχετο δὲ μᾶλλον ὁ λόγος περὶ αὐτοῦ, καὶ συνήρχοντο ὄχλοι πολλοὶ ἀκούειν καὶ ⸀θεραπεύεσθαι ἀπὸ τῶν ἀσθενειῶν αὐτῶν·
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 16] αὐτὸς δὲ ἦν ὑποχωρῶν ἐν ταῖς ἐρήμοις καὶ προσευχόμενος.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 17] Καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἦν διδάσκων, καὶ ἦσαν καθήμενοι Φαρισαῖοι καὶ νομοδιδάσκαλοι οἳ ἦσαν ἐληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας καὶ Ἰερουσαλήμ· καὶ δύναμις κυρίου ἦν εἰς τὸ ἰᾶσθαι ⸀αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 18] καὶ ἰδοὺ ἄνδρες φέροντες ἐπὶ κλίνης ἄνθρωπον ὃς ἦν παραλελυμένος, καὶ ἐζήτουν αὐτὸν εἰσενεγκεῖν καὶ ⸀θεῖναι ἐνώπιον αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 19] καὶ μὴ εὑρόντες ποίας εἰσενέγκωσιν αὐτὸν διὰ τὸν ὄχλον ἀναβάντες ἐπὶ τὸ δῶμα διὰ τῶν κεράμων καθῆκαν αὐτὸν σὺν τῷ κλινιδίῳ εἰς τὸ μέσον ἔμπροσθεν τοῦ Ἰησοῦ.
