[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 1] Καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν τόπῳ τινὶ προσευχόμενον, ὡς ἐπαύσατο, εἶπέν τις τῶν μαθητῶν αὐτοῦ πρὸς αὐτόν· Κύριε, δίδαξον ἡμᾶς προσεύχεσθαι, καθὼς καὶ Ἰωάννης ἐδίδαξεν τοὺς μαθητὰς αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 2] εἶπεν δὲ αὐτοῖς· Ὅταν προσεύχησθε, λέγετε· ⸀Πάτερ, ἁγιασθήτω τὸ ὄνομά σου· ἐλθέτω ἡ βασιλεία ⸀σου·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 3] τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δίδου ἡμῖν τὸ καθʼ ἡμέραν·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 4] καὶ ἄφες ἡμῖν τὰς ἁμαρτίας ἡμῶν, καὶ γὰρ αὐτοὶ ἀφίομεν παντὶ ὀφείλοντι ἡμῖν· καὶ μὴ εἰσενέγκῃς ἡμᾶς εἰς ⸀πειρασμόν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 5] Καὶ εἶπεν πρὸς αὐτούς· Τίς ἐξ ὑμῶν ἕξει φίλον καὶ πορεύσεται πρὸς αὐτὸν μεσονυκτίου καὶ εἴπῃ αὐτῷ· Φίλε, χρῆσόν μοι τρεῖς ἄρτους,
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 6] ἐπειδὴ φίλος ⸀μου παρεγένετο ἐξ ὁδοῦ πρός με καὶ οὐκ ἔχω ὃ παραθήσω αὐτῷ·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 7] κἀκεῖνος ἔσωθεν ἀποκριθεὶς εἴπῃ· Μή μοι κόπους πάρεχε· ἤδη ἡ θύρα κέκλεισται, καὶ τὰ παιδία μου μετʼ ἐμοῦ εἰς τὴν κοίτην εἰσίν· οὐ δύναμαι ἀναστὰς δοῦναί σοι.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 8] λέγω ὑμῖν, εἰ καὶ οὐ δώσει αὐτῷ ἀναστὰς διὰ τὸ εἶναι ⸂φίλον αὐτοῦ⸃, διά γε τὴν ἀναίδειαν αὐτοῦ ἐγερθεὶς δώσει αὐτῷ ⸀ὅσων χρῄζει.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 9] Κἀγὼ ὑμῖν λέγω, αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 10] πᾶς γὰρ ὁ αἰτῶν λαμβάνει, καὶ ὁ ζητῶν εὑρίσκει, καὶ τῷ κρούοντι ἀνοιγήσεται.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 11] τίνα δὲ ⸀ἐξ ὑμῶν τὸν πατέρα αἰτήσει ὁ ⸀υἱὸς ἰχθύν, ⸀καὶ ἀντὶ ἰχθύος ὄφιν ⸂αὐτῷ ἐπιδώσει⸃;
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 12] ἢ καὶ ⸀αἰτήσει ᾠόν, ⸀ἐπιδώσει αὐτῷ σκορπίον;
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 13] εἰ οὖν ὑμεῖς πονηροὶ ὑπάρχοντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὁ πατὴρ ὁ ἐξ οὐρανοῦ δώσει πνεῦμα ἅγιον τοῖς αἰτοῦσιν αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 14] Καὶ ἦν ἐκβάλλων ⸀δαιμόνιον κωφόν· ἐγένετο δὲ τοῦ δαιμονίου ἐξελθόντος ἐλάλησεν ὁ κωφός. καὶ ἐθαύμασαν οἱ ὄχλοι·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 15] τινὲς δὲ ἐξ αὐτῶν εἶπον· Ἐν Βεελζεβοὺλ ⸀τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 16] ἕτεροι δὲ πειράζοντες σημεῖον ⸂ἐξ οὐρανοῦ ἐζήτουν παρʼ αὐτοῦ⸃.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 17] αὐτὸς δὲ εἰδὼς αὐτῶν τὰ διανοήματα εἶπεν αὐτοῖς· Πᾶσα βασιλεία ἐφʼ ἑαυτὴν διαμερισθεῖσα ἐρημοῦται, καὶ οἶκος ἐπὶ οἶκον πίπτει.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 18] εἰ δὲ καὶ ὁ Σατανᾶς ἐφʼ ἑαυτὸν διεμερίσθη, πῶς σταθήσεται ἡ βασιλεία αὐτοῦ; ὅτι λέγετε ἐν Βεελζεβοὺλ ἐκβάλλειν με τὰ δαιμόνια.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 19] εἰ δὲ ἐγὼ ἐν Βεελζεβοὺλ ἐκβάλλω τὰ δαιμόνια, οἱ υἱοὶ ὑμῶν ἐν τίνι ἐκβάλλουσιν; διὰ τοῦτο ⸂αὐτοὶ ὑμῶν κριταὶ⸃ ἔσονται.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 20] εἰ δὲ ἐν δακτύλῳ ⸀θεοῦ ἐκβάλλω τὰ δαιμόνια, ἄρα ἔφθασεν ἐφʼ ὑμᾶς ἡ βασιλεία τοῦ θεοῦ.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 21] ὅταν ὁ ἰσχυρὸς καθωπλισμένος φυλάσσῃ τὴν ἑαυτοῦ αὐλήν, ἐν εἰρήνῃ ἐστὶν τὰ ὑπάρχοντα αὐτοῦ·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 22] ἐπὰν ⸀δὲ ἰσχυρότερος ⸀αὐτοῦ ἐπελθὼν νικήσῃ αὐτόν, τὴν πανοπλίαν αὐτοῦ αἴρει ἐφʼ ᾗ ἐπεποίθει, καὶ τὰ σκῦλα αὐτοῦ διαδίδωσιν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 23] ὁ μὴ ὢν μετʼ ἐμοῦ κατʼ ἐμοῦ ἐστιν, καὶ ὁ μὴ συνάγων μετʼ ἐμοῦ σκορπίζει.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 24] Ὅταν τὸ ἀκάθαρτον πνεῦμα ἐξέλθῃ ἀπὸ τοῦ ἀνθρώπου, διέρχεται διʼ ἀνύδρων τόπων ζητοῦν ἀνάπαυσιν, καὶ μὴ ⸀εὑρίσκον λέγει· Ὑποστρέψω εἰς τὸν οἶκόν μου ὅθεν ἐξῆλθον·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 25] καὶ ἐλθὸν ⸀εὑρίσκει σεσαρωμένον καὶ κεκοσμημένον.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 26] τότε πορεύεται καὶ παραλαμβάνει ⸂ἕτερα πνεύματα πονηρότερα ἑαυτοῦ ἑπτά⸃, καὶ ⸀εἰσελθόντα κατοικεῖ ἐκεῖ, καὶ γίνεται τὰ ἔσχατα τοῦ ἀνθρώπου ἐκείνου χείρονα τῶν πρώτων.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 27] Ἐγένετο δὲ ἐν τῷ λέγειν αὐτὸν ταῦτα ἐπάρασά τις ⸂φωνὴν γυνὴ⸃ ἐκ τοῦ ὄχλου εἶπεν αὐτῷ· Μακαρία ἡ κοιλία ἡ βαστάσασά σε καὶ μαστοὶ οὓς ἐθήλασας·
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 28] αὐτὸς δὲ εἶπεν· ⸀Μενοῦν μακάριοι οἱ ἀκούοντες τὸν λόγον τοῦ θεοῦ καὶ ⸀φυλάσσοντες.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 29] Τῶν δὲ ὄχλων ἐπαθροιζομένων ἤρξατο λέγειν· Ἡ γενεὰ αὕτη ⸀γενεὰ πονηρά ἐστιν· σημεῖον ⸀ζητεῖ, καὶ σημεῖον οὐ δοθήσεται αὐτῇ εἰ μὴ τὸ σημεῖον ⸀Ἰωνᾶ.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 30] καθὼς γὰρ ἐγένετο ⸀Ἰωνᾶς ⸂τοῖς Νινευίταις σημεῖον⸃, οὕτως ἔσται καὶ ὁ υἱὸς τοῦ ἀνθρώπου τῇ γενεᾷ ταύτῃ.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 31] βασίλισσα νότου ἐγερθήσεται ἐν τῇ κρίσει μετὰ τῶν ἀνδρῶν τῆς γενεᾶς ταύτης καὶ κατακρινεῖ αὐτούς· ὅτι ἦλθεν ἐκ τῶν περάτων τῆς γῆς ἀκοῦσαι τὴν σοφίαν Σολομῶνος, καὶ ἰδοὺ πλεῖον Σολομῶνος ὧδε.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 32] ἄνδρες ⸀Νινευῖται ἀναστήσονται ἐν τῇ κρίσει μετὰ τῆς γενεᾶς ταύτης καὶ κατακρινοῦσιν αὐτήν· ὅτι μετενόησαν εἰς τὸ κήρυγμα Ἰωνᾶ, καὶ ἰδοὺ πλεῖον Ἰωνᾶ ὧδε.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 33] ⸀Οὐδεὶς λύχνον ἅψας εἰς κρύπτην τίθησιν οὐδὲ ὑπὸ τὸν μόδιον ἀλλʼ ἐπὶ τὴν λυχνίαν, ἵνα οἱ εἰσπορευόμενοι τὸ ⸀φέγγος βλέπωσιν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 34] ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός ⸀σου. ⸀ὅταν ὁ ὀφθαλμός σου ἁπλοῦς ᾖ, καὶ ὅλον τὸ σῶμά σου φωτεινόν ἐστιν· ἐπὰν δὲ πονηρὸς ᾖ, καὶ τὸ σῶμά σου σκοτεινόν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 35] σκόπει οὖν μὴ τὸ φῶς τὸ ἐν σοὶ σκότος ἐστίν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 36] εἰ οὖν τὸ σῶμά σου ὅλον φωτεινόν, μὴ ἔχον ⸂μέρος τι⸃ σκοτεινόν, ἔσται φωτεινὸν ὅλον ὡς ὅταν ὁ λύχνος τῇ ἀστραπῇ φωτίζῃ σε.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 37] Ἐν δὲ τῷ λαλῆσαι ⸀ἐρωτᾷ αὐτὸν ⸀Φαρισαῖος ὅπως ἀριστήσῃ παρʼ αὐτῷ· εἰσελθὼν δὲ ἀνέπεσεν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 38] ὁ δὲ Φαρισαῖος ἰδὼν ἐθαύμασεν ὅτι οὐ πρῶτον ἐβαπτίσθη πρὸ τοῦ ἀρίστου.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 39] εἶπεν δὲ ὁ κύριος πρὸς αὐτόν· Νῦν ὑμεῖς οἱ Φαρισαῖοι τὸ ἔξωθεν τοῦ ποτηρίου καὶ τοῦ πίνακος καθαρίζετε, τὸ δὲ ἔσωθεν ὑμῶν γέμει ἁρπαγῆς καὶ πονηρίας.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 40] ἄφρονες, οὐχ ὁ ποιήσας τὸ ἔξωθεν καὶ τὸ ἔσωθεν ἐποίησεν;
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 41] πλὴν τὰ ἐνόντα δότε ἐλεημοσύνην, καὶ ἰδοὺ πάντα καθαρὰ ὑμῖν ἐστιν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 42] Ἀλλὰ οὐαὶ ὑμῖν τοῖς Φαρισαίοις, ὅτι ἀποδεκατοῦτε τὸ ἡδύοσμον καὶ τὸ πήγανον καὶ πᾶν λάχανον, καὶ παρέρχεσθε τὴν κρίσιν καὶ τὴν ἀγάπην τοῦ θεοῦ· ταῦτα ⸀δὲ ἔδει ποιῆσαι κἀκεῖνα μὴ ⸀παρεῖναι.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 43] οὐαὶ ὑμῖν τοῖς Φαρισαίοις, ὅτι ἀγαπᾶτε τὴν πρωτοκαθεδρίαν ἐν ταῖς συναγωγαῖς καὶ τοὺς ἀσπασμοὺς ἐν ταῖς ἀγοραῖς.
