[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 1] Ἤγγιζεν δὲ ἡ ἑορτὴ τῶν ἀζύμων ἡ λεγομένη Πάσχα.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 2] καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς τὸ πῶς ἀνέλωσιν αὐτόν, ἐφοβοῦντο γὰρ τὸν λαόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 3] Εἰσῆλθεν δὲ Σατανᾶς εἰς Ἰούδαν τὸν ⸀καλούμενον Ἰσκαριώτην, ὄντα ἐκ τοῦ ἀριθμοῦ τῶν δώδεκα·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 4] καὶ ἀπελθὼν συνελάλησεν τοῖς ἀρχιερεῦσιν καὶ στρατηγοῖς τὸ πῶς ⸂αὐτοῖς παραδῷ αὐτόν⸃.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 5] καὶ ἐχάρησαν καὶ συνέθεντο αὐτῷ ἀργύριον δοῦναι.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 6] καὶ ἐξωμολόγησεν, καὶ ἐζήτει εὐκαιρίαν τοῦ παραδοῦναι αὐτὸν ⸂ἄτερ ὄχλου αὐτοῖς⸃.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 7] Ἦλθεν δὲ ἡ ἡμέρα τῶν ἀζύμων, ⸀ᾗ ἔδει θύεσθαι τὸ πάσχα·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 8] καὶ ἀπέστειλεν Πέτρον καὶ Ἰωάννην εἰπών· Πορευθέντες ἑτοιμάσατε ἡμῖν τὸ πάσχα ἵνα φάγωμεν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 9] οἱ δὲ εἶπαν αὐτῷ· Ποῦ θέλεις ⸀ἑτοιμάσωμεν;
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 10] ὁ δὲ εἶπεν αὐτοῖς· Ἰδοὺ εἰσελθόντων ὑμῶν εἰς τὴν πόλιν συναντήσει ὑμῖν ἄνθρωπος κεράμιον ὕδατος βαστάζων· ἀκολουθήσατε αὐτῷ εἰς τὴν οἰκίαν ⸂εἰς ἣν⸃ εἰσπορεύεται.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 11] καὶ ἐρεῖτε τῷ οἰκοδεσπότῃ τῆς οἰκίας· Λέγει σοι ὁ διδάσκαλος· Ποῦ ἐστιν τὸ κατάλυμα ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω;
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 12] κἀκεῖνος ὑμῖν δείξει ἀνάγαιον μέγα ἐστρωμένον· ἐκεῖ ἑτοιμάσατε.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 13] ἀπελθόντες δὲ εὗρον καθὼς ⸀εἰρήκει αὐτοῖς, καὶ ἡτοίμασαν τὸ πάσχα.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 14] Καὶ ὅτε ἐγένετο ἡ ὥρα, ἀνέπεσεν καὶ ⸀οἱ ἀπόστολοι σὺν αὐτῷ.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 15] καὶ εἶπεν πρὸς αὐτούς· Ἐπιθυμίᾳ ἐπεθύμησα τοῦτο τὸ πάσχα φαγεῖν μεθʼ ὑμῶν πρὸ τοῦ με παθεῖν·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 16] λέγω γὰρ ὑμῖν ⸀ὅτι οὐ μὴ φάγω ⸀αὐτὸ ἕως ὅτου πληρωθῇ ἐν τῇ βασιλείᾳ τοῦ θεοῦ.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 17] καὶ δεξάμενος ποτήριον εὐχαριστήσας εἶπεν· Λάβετε τοῦτο καὶ διαμερίσατε ⸂εἰς ἑαυτούς⸃·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 18] λέγω γὰρ ὑμῖν, ⸀οὐ μὴ πίω ἀπὸ τοῦ ⸂νῦν ἀπὸ τοῦ⸃ γενήματος τῆς ἀμπέλου ἕως ⸀οὗ ἡ βασιλεία τοῦ θεοῦ ἔλθῃ.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 19] καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 20] ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 21] πλὴν ἰδοὺ ἡ χεὶρ τοῦ παραδιδόντος με μετʼ ἐμοῦ ἐπὶ τῆς τραπέζης·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 22] ⸂ὅτι ὁ υἱὸς μὲν⸃ τοῦ ἀνθρώπου ⸂κατὰ τὸ ὡρισμένον πορεύεται⸃, πλὴν οὐαὶ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ παραδίδοται.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 23] καὶ αὐτοὶ ἤρξαντο συζητεῖν πρὸς ἑαυτοὺς τὸ τίς ἄρα εἴη ἐξ αὐτῶν ὁ τοῦτο μέλλων πράσσειν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 24] Ἐγένετο δὲ καὶ φιλονεικία ἐν αὐτοῖς, τὸ τίς αὐτῶν δοκεῖ εἶναι μείζων.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 25] ὁ δὲ εἶπεν αὐτοῖς· Οἱ βασιλεῖς τῶν ἐθνῶν κυριεύουσιν αὐτῶν καὶ οἱ ἐξουσιάζοντες αὐτῶν εὐεργέται καλοῦνται.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 26] ὑμεῖς δὲ οὐχ οὕτως, ἀλλʼ ὁ μείζων ἐν ὑμῖν ⸀γινέσθω ὡς ὁ νεώτερος, καὶ ὁ ἡγούμενος ὡς ὁ διακονῶν·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 27] τίς γὰρ μείζων, ὁ ἀνακείμενος ἢ ὁ διακονῶν; οὐχὶ ὁ ἀνακείμενος; ἐγὼ δὲ ⸂ἐν μέσῳ ὑμῶν εἰμι⸃ ὡς ὁ διακονῶν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 28] Ὑμεῖς δέ ἐστε οἱ διαμεμενηκότες μετʼ ἐμοῦ ἐν τοῖς πειρασμοῖς μου·
